,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.05,1,0.4166666666666667,0.4938303862564447,121315_fnca,-1.8518585887488128,0.8333333333333334
1,Punishment,0.5,0.05,1,0.5136,0.500015051815076,121315_fnca,-1.8518585887488128,0.5217391304347826
2,Reward,0.5,0.05,1,0.5168,0.4999176873799569,121315_fnca,-1.8518585887488128,0.6
