,HCPID,egs,alpha,r,LL
100,121315_fnca,0.5,0.05,1,-1.8518585887488128
50,121315_fnca,0.25,0.05,1,-1.8527241343229908
70,121315_fnca,0.35,0.05,1,-1.8537030119049236
80,121315_fnca,0.4,0.05,1,-1.8570642412926952
90,121315_fnca,0.45,0.05,1,-1.8576447028580887
60,121315_fnca,0.3,0.05,1,-1.863142126728644
40,121315_fnca,0.2,0.05,1,-1.8716476029492621
30,121315_fnca,0.15,0.05,1,-1.8736654518402198
71,121315_fnca,0.35,0.1,1,-1.8982410264908078
20,121315_fnca,0.1,0.05,1,-1.9018728607330302
101,121315_fnca,0.5,0.1,1,-1.9023115443553715
91,121315_fnca,0.45,0.1,1,-1.9094633671518477
51,121315_fnca,0.25,0.1,1,-1.91217154281694
61,121315_fnca,0.3,0.1,1,-1.914317281653802
81,121315_fnca,0.4,0.1,1,-1.9175642824757624
41,121315_fnca,0.2,0.1,1,-1.9466161899589913
102,121315_fnca,0.5,0.15,1,-1.9484467891801505
10,121315_fnca,0.05,0.05,1,-1.9696237299994648
31,121315_fnca,0.15,0.1,1,-1.9747188884783475
92,121315_fnca,0.45,0.15,1,-1.991606446592304
72,121315_fnca,0.35,0.15,1,-2.0284064824185
82,121315_fnca,0.4,0.15,1,-2.0412249705346253
21,121315_fnca,0.1,0.1,1,-2.057661906533534
62,121315_fnca,0.3,0.15,1,-2.0578426233335967
103,121315_fnca,0.5,0.2,1,-2.136729963034997
52,121315_fnca,0.25,0.15,1,-2.1379469502172705
11,121315_fnca,0.05,0.1,1,-2.144820568208499
93,121315_fnca,0.45,0.2,1,-2.2256608554573107
42,121315_fnca,0.2,0.15,1,-2.2407489918990167
32,121315_fnca,0.15,0.15,1,-2.309897404906015
83,121315_fnca,0.4,0.2,1,-2.347529037502306
1,121315_fnca,0.0,0.1,1,-2.434848494669251
73,121315_fnca,0.35,0.2,1,-2.446398997458175
0,121315_fnca,0.0,0.05,1,-2.4641494371189
22,121315_fnca,0.1,0.15,1,-2.4855074626937865
63,121315_fnca,0.3,0.2,1,-2.537374800831593
104,121315_fnca,0.5,0.25,1,-2.558437552952676
2,121315_fnca,0.0,0.15,1,-2.5929973023188424
12,121315_fnca,0.05,0.15,1,-2.6079895127072987
94,121315_fnca,0.45,0.25,1,-2.6602756105237844
53,121315_fnca,0.25,0.2,1,-2.684467438683873
74,121315_fnca,0.35,0.25,1,-2.796424351966375
43,121315_fnca,0.2,0.2,1,-2.8447671298791777
33,121315_fnca,0.15,0.2,1,-2.9476780008834615
84,121315_fnca,0.4,0.25,1,-2.9631527946144045
64,121315_fnca,0.3,0.25,1,-2.990341245620278
14,121315_fnca,0.05,0.25,1,-3.006477328091036
13,121315_fnca,0.05,0.2,1,-3.017748651993669
5,121315_fnca,0.0,0.3,1,-3.0247975680348893
105,121315_fnca,0.5,0.3,1,-3.035315781690459
23,121315_fnca,0.1,0.2,1,-3.0511544267394113
54,121315_fnca,0.25,0.25,1,-3.06710788371206
4,121315_fnca,0.0,0.25,1,-3.076495095658432
3,121315_fnca,0.0,0.2,1,-3.084234779362722
24,121315_fnca,0.1,0.25,1,-3.088207584871028
34,121315_fnca,0.15,0.25,1,-3.0901922502300834
106,121315_fnca,0.5,0.35,1,-3.116306639676756
86,121315_fnca,0.4,0.35,1,-3.1531124849839154
95,121315_fnca,0.45,0.3,1,-3.170687549582377
9,121315_fnca,0.0,0.5,1,-3.1879916899180456
6,121315_fnca,0.0,0.35,1,-3.195121856174605
7,121315_fnca,0.0,0.4,1,-3.2023346622827917
8,121315_fnca,0.0,0.45,1,-3.2170139133113773
107,121315_fnca,0.5,0.4,1,-3.236051063706138
16,121315_fnca,0.05,0.35,1,-3.241229963694809
44,121315_fnca,0.2,0.25,1,-3.241615954384569
17,121315_fnca,0.05,0.4,1,-3.248526831248632
15,121315_fnca,0.05,0.3,1,-3.266428422542284
18,121315_fnca,0.05,0.45,1,-3.303219236373281
65,121315_fnca,0.3,0.3,1,-3.3043914005671997
45,121315_fnca,0.2,0.3,1,-3.31703627607865
25,121315_fnca,0.1,0.3,1,-3.3298803829279073
85,121315_fnca,0.4,0.3,1,-3.352234569667494
27,121315_fnca,0.1,0.4,1,-3.352999595643812
97,121315_fnca,0.45,0.4,1,-3.355849250909503
75,121315_fnca,0.35,0.3,1,-3.362795331907906
35,121315_fnca,0.15,0.3,1,-3.3713174262807133
36,121315_fnca,0.15,0.35,1,-3.3721601776369114
26,121315_fnca,0.1,0.35,1,-3.378748012741357
28,121315_fnca,0.1,0.45,1,-3.380181694698414
96,121315_fnca,0.45,0.35,1,-3.3859069386144753
46,121315_fnca,0.2,0.35,1,-3.3957543782799617
19,121315_fnca,0.05,0.5,1,-3.403059141844282
87,121315_fnca,0.4,0.4,1,-3.4280375344721055
55,121315_fnca,0.25,0.3,1,-3.4311136336623305
98,121315_fnca,0.45,0.45,1,-3.4373334395746236
89,121315_fnca,0.4,0.5,1,-3.4485101808138987
88,121315_fnca,0.4,0.45,1,-3.4677125566313043
67,121315_fnca,0.3,0.4,1,-3.4686648029711815
57,121315_fnca,0.25,0.4,1,-3.4895286364969915
68,121315_fnca,0.3,0.45,1,-3.490635198588534
66,121315_fnca,0.3,0.35,1,-3.491831843125193
37,121315_fnca,0.15,0.4,1,-3.495040705190577
79,121315_fnca,0.35,0.5,1,-3.5023143104345946
56,121315_fnca,0.25,0.35,1,-3.5034062301168856
29,121315_fnca,0.1,0.5,1,-3.5183811554481603
76,121315_fnca,0.35,0.35,1,-3.5210035229456906
38,121315_fnca,0.15,0.45,1,-3.535741803388518
77,121315_fnca,0.35,0.4,1,-3.546616243733628
99,121315_fnca,0.45,0.5,1,-3.568128235515642
108,121315_fnca,0.5,0.45,1,-3.5927159702243
48,121315_fnca,0.2,0.45,1,-3.596538728442277
47,121315_fnca,0.2,0.4,1,-3.5986381427867915
109,121315_fnca,0.5,0.5,1,-3.6623399593856583
78,121315_fnca,0.35,0.45,1,-3.666961194355663
59,121315_fnca,0.25,0.5,1,-3.723453443125751
58,121315_fnca,0.25,0.45,1,-3.7594871445716773
69,121315_fnca,0.3,0.5,1,-3.8349149454646474
39,121315_fnca,0.15,0.5,1,-3.8606293196627735
49,121315_fnca,0.2,0.5,1,-3.981226683516713
