,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
110,Punishment,0.0,0.05,1,0.88,0.3250915988427114,153025_fnca,0.36,1.5995491789118514,0.11100086098442304,-2.1982173210834617
220,Reward,0.0,0.05,1,0.5016,0.5001975590488851,153025_fnca,0.44,0.12315134067653413,0.3959284920915034,-0.9265216595598865
111,Punishment,0.0,0.1,1,0.6,0.4900940253900043,153025_fnca,0.36,0.4897019501696927,0.35386403087498813,-1.0388425332046727
221,Reward,0.0,0.1,1,0.18,0.384341221494171,153025_fnca,0.44,-0.6764822128347824,0.3173491710460902,-1.1477526253455945
112,Punishment,0.0,0.15,1,0.28,0.4491785937990611,153025_fnca,0.36,-0.17810287735080216,0.392664841860056,-0.9347988506649901
222,Reward,0.0,0.15,1,0.1808,0.3850064206674534,153025_fnca,0.44,-0.6732355256586284,0.3180452630457192,-1.1455615697090977
113,Punishment,0.0,0.2,1,0.2,0.4001600960640447,153025_fnca,0.36,-0.3998399679871937,0.3682937103465361,-0.9988745332046727
223,Reward,0.0,0.2,1,0.1384,0.3454575411395502,153025_fnca,0.44,-0.8730450607768506,0.2725202454857368,-1.3000423722781
114,Punishment,0.0,0.25,1,0.2,0.4001600960640447,153025_fnca,0.36,-0.3998399679871937,0.3682937103465361,-0.9988745332046727
224,Reward,0.0,0.25,1,0.1448,0.3520399205836572,153025_fnca,0.44,-0.8385412640435193,0.28068723872992496,-1.2705142589565241
115,Punishment,0.0,0.3,1,0.2,0.4001600960640447,153025_fnca,0.36,-0.3998399679871937,0.3682937103465361,-0.9988745332046727
225,Reward,0.0,0.3,1,0.1384,0.3454575411395503,153025_fnca,0.44,-0.8730450607768504,0.2725202454857368,-1.3000423722781
116,Punishment,0.0,0.35,1,0.16,0.3667527860628576,153025_fnca,0.36,-0.5453264640387001,0.34382275228105325,-1.0676290093951484
226,Reward,0.0,0.35,1,0.1376,0.3446175401792535,153025_fnca,0.44,-0.8774945112854848,0.27146098763831017,-1.3039368418727484
117,Punishment,0.0,0.4,1,0.16,0.3667527860628576,153025_fnca,0.36,-0.5453264640387001,0.34382275228105325,-1.0676290093951484
227,Reward,0.0,0.4,1,0.1384,0.3454575411395507,153025_fnca,0.44,-0.8730450607768494,0.27252024548573706,-1.300042372278099
118,Punishment,0.0,0.45,1,0.16,0.3667527860628576,153025_fnca,0.36,-0.5453264640387001,0.34382275228105325,-1.0676290093951484
228,Reward,0.0,0.45,1,0.1344,0.3412180883644092,153025_fnca,0.44,-0.8956148880173951,0.2671348887014792,-1.320001547023878
119,Punishment,0.0,0.5,1,0.16,0.3667527860628576,153025_fnca,0.36,-0.5453264640387001,0.34382275228105325,-1.0676290093951484
229,Reward,0.0,0.5,1,0.136,0.342925762320025,153025_fnca,0.44,-0.8864892446205348,0.2693159310597298,-1.3118701236186159
120,Punishment,0.05,0.05,1,0.724,0.4471956922754869,153025_fnca,0.36,0.8139613289829374,0.28644605342880985,-1.2502050557445075
230,Reward,0.05,0.05,1,0.464,0.4989019167110892,153025_fnca,0.44,0.048105648016378066,0.39848094054417255,-0.9200956098902106
121,Punishment,0.05,0.1,1,0.5464,0.4980416412119624,153025_fnca,0.36,0.3742658938043891,0.3719573756584478,-0.9889760128372718
231,Reward,0.05,0.1,1,0.2496,0.4329547318598931,153025_fnca,0.44,-0.43976883953220003,0.36217170756823813,-1.0156368493164214
122,Punishment,0.05,0.15,1,0.2976,0.4573856155160815,153025_fnca,0.36,-0.13642755233916196,0.39524685033219786,-0.9282447717233001
232,Reward,0.05,0.15,1,0.1728,0.3782255989260198,153025_fnca,0.44,-0.7064566775985561,0.3108393524508998,-1.1684790518664678
123,Punishment,0.05,0.2,1,0.2024,0.4019496122558574,153025_fnca,0.36,-0.3920889464614812,0.3694257876220066,-0.9958054041733096
