,HCPID,alpha,proc.temp,proc.LL,decay,decl.temp,decl.LL,best.model,diff.LL
0,173132_fnca,0.4512232390347648,0.7762833948940249,-34.92707414282821,0.01000400862636028,1.5256559756015555,-36.69962744245093,Procedural,1.7725532996227216
1,161731_fnca,0.010052686128502195,99.99999982438369,-38.81682062986532,0.010065778652375955,99.99999983633143,-38.83363187390104,Procedural,0.016811244035721984
2,150523_fnca,0.5742088460302274,0.5420360934861097,-15.386656425031186,1.823238934871772,2.830249648296394,-16.805735172853844,Procedural,1.4190787478226579
3,173940_fnca,1.5922867344567901,3.9608803754036694,-37.55232434791006,0.389084095560991,8.739965229725797,-38.76939113113153,Procedural,1.217066783221469
4,169343_fnca,1.6899779073986592,4.8437124987293885,-37.56705215315137,0.0100019169861402,3.903523006112091,-37.69231310336174,Procedural,0.1252609502103681
5,167743_fnca,0.940763041297425,1.546635491173216,-34.94609424975457,1.2930674793198322,12.782783137533878,-36.32891446023842,Procedural,1.3828202104838496
6,151526_fnca,0.01642508678354196,0.8162879463086175,-38.77380157695951,0.01007147346844653,99.9999998274465,-38.82320114630035,Procedural,0.04939956934084222
7,177645_fnca,0.010066416050340015,99.99999983244521,-38.12322797029115,0.0100646661144079,99.99999983783361,-38.13222772992347,Procedural,0.008999759632324356
8,178748_fnca,1.8997022020450576,64.7417269342849,-37.18060751913227,0.14602766829784644,99.99999964743544,-37.444796354467194,Procedural,0.2641888353349202
9,172130_fnca,0.1262231396689261,0.737215398968665,-38.30101431145301,0.010075843828639729,99.99999962247843,-38.82285904904306,Procedural,0.521844737590051
10,172029_fnca,0.07037131913276196,0.320271237516328,-35.08917005332082,0.010000001242957187,1.5683919902159678,-35.5899364923484,Procedural,0.5007664390275792
11,159340_fnca,0.714209604970627,0.4362801536494378,-26.991270470310077,0.24553896750203957,0.5792921905439558,-28.158253101684537,Procedural,1.1669826313744593
12,158035_fnca,1.597395220679665,99.99676902231303,-38.8731113857667,0.010055979710167506,99.99999983111604,-38.82160277791315,Declarative,-0.05150860785354894
13,111312_fnca,0.010050911650575216,99.99999983908049,-38.81736966573348,0.010063970919485514,99.99999983901942,-38.82950170153626,Procedural,0.012132035802778773
14,125525_fnca,0.5954673496713492,0.9866435058861028,-36.65019821543364,1.9999999992943784,20.57416874740059,-37.75742341476466,Procedural,1.107225199331019
15,150524_fnca,0.6267190790411453,1.2429198965051491,-35.38253581672541,0.4727575557828388,6.79568213285259,-37.17308797189704,Procedural,1.790552155171632
16,140824_fnca,0.3700754013299433,0.5998911120402619,-34.345038214617595,0.08001738745580933,1.0252132912090597,-32.73398489125396,Declarative,-1.6110533233636346
17,126628_fnca,0.20810476304657108,0.1716826130077183,-18.09190312227144,0.010000000704746353,1.149121086182553,-20.216180517586192,Procedural,2.1242773953147527
18,116524_fnca,1.2939197256936084,3.2078209202749055,-36.84617648667671,0.010000000621439766,18.57694617172343,-38.11605019652212,Procedural,1.269873709845406
19,123925_fnca,0.010880405205085758,0.7557882539958158,-38.786754293626736,0.010066472781442518,99.99999983500433,-38.82609043179575,Procedural,0.03933613816901271
20,173334_fnca,0.018781187588832484,1.0150770272266163,-38.09123618679828,0.010068030604860079,99.99999983281478,-38.13208741787603,Procedural,0.04085123107775246
21,120515_fnca,1.720672518780126,5.6602039768673595,-37.783506868150404,1.999994762982702,23.5173254938142,-38.17760305050202,Procedural,0.3940961823516176
22,103111_fnca,0.9093686641874645,4.170645625483324,-38.42974466532309,0.2469851681985849,98.46124582938702,-38.82399254809825,Procedural,0.39424788277516143
23,992774_fnca,0.046520942854203225,0.43749844071570376,-38.18228144003731,0.010002400060885548,3.564955885476673,-38.270641755736825,Procedural,0.08836031569951786
24,165840_fnca,0.9062558877949126,6.842540106349502,-38.67695301651008,0.010000001220759384,7.38421485943139,-38.71880270331744,Procedural,0.04184968680735324
25,115320_fnca,0.5640514144387931,1.4186613075767542,-37.74886070452544,0.24259692743328093,5.344636956870952,-38.581134187374914,Procedural,0.8322734828494731
26,159239_fnca,0.01006129986299901,99.99999983907877,-37.43020634979606,0.010066526415810661,99.99999983436818,-37.43118679708723,Procedural,0.0009804472911696394
27,108323_fnca,0.010068619065890102,99.99999959431715,-36.044166248331194,0.010070404856373267,99.9999998293224,-36.0585818715837,Procedural,0.014415623252503451
28,140117_fnca,1.8457813060025359,8.076444547917099,-37.54999268076923,0.010065737474856406,99.99999983524027,-38.817479998981256,Procedural,1.2674873182120265
29,102311_fnca,0.010039870216146513,99.99999964305331,-38.817196532175274,0.010063981814373728,99.99999983905609,-38.830634780183274,Procedural,0.013438248008000642
30,145531_fnca,0.010058733033934755,99.99999983802442,-38.12475533894293,0.010071346079272625,99.99999982788513,-38.14553329190927,Procedural,0.020777952966334112
31,113619_fnca,1.1271630083798292,2.357016468818821,-35.91191148615832,1.999973853011677,29.62291439924836,-36.95391464438419,Procedural,1.0420031582258744
32,139637_fnca,0.5130783202639021,1.9970734015885823,-37.38820446870977,0.1077905153698753,4.488387526643091,-37.85684902647593,Procedural,0.46864455776615443
33,127630_fnca,0.01005371765462772,99.99999957700669,-36.7371339019076,0.010000001014854243,76.83515961736528,-36.73659416360408,Declarative,-0.0005397383035159464
34,163331_fnca,0.31764378858976783,0.7567810657505823,-37.43433814356579,0.010094665847261014,99.99999961651794,-38.823859050246824,Procedural,1.3895209066810352
35,138231_fnca,1.6976971314375506,2.6844845353193283,-35.114595341671674,0.010000000876730373,4.6171895819697975,-38.553429819682215,Procedural,3.4388344780105413
