,orig.model,orig.alpha,orig.proc.temp,orig.decay,orig.decl.temp,HCPID,alpha,proc.temp,proc.LL,decay,decl.temp,decl.LL,best.model,diff.LL
1544,Declarative,,,1.780586940838063,0.2691345839398557,144226_fnca,1.0000011696745266,0.0215297204617748,-17.328679521166357,1.9913000897039892,0.009708061512439619,-0.693147180572115,Declarative,-16.635532340594242
1545,Declarative,,,0.927495432837002,0.8752587943205892,144226_fnca,0.417707364499658,0.8878100684066912,-36.71193470127648,0.8473653494528605,0.9948434280001102,-34.76020445789123,Declarative,-1.9517302433852564
1546,Declarative,,,1.5279649722477537,1.2205961229781903,144226_fnca,1.1674171840248795,1.132984154377729,-33.39445633076977,1.9999999986085604,2.5170450552706076,-34.74223623230494,Procedural,1.3477799015351692
1547,Declarative,,,1.006131771866152,2.5685788780827554,144226_fnca,1.1791129549593673,1.5756165339625363,-35.16016001348254,0.9944793725005786,1.479955494707189,-35.42886635299951,Procedural,0.2687063395169744
1548,Declarative,,,1.1152165526458928,1.4307681895150033,144226_fnca,0.6747271827063469,0.9521293393238883,-35.77321157481395,0.9469229044947274,0.8823016979853157,-34.32512121421447,Declarative,-1.4480903605994797
1549,Declarative,,,0.0540219428122742,0.8066955289694144,144226_fnca,0.1851914272465217,0.3228814035743931,-33.62838428221399,0.0860222653970142,0.2610745004297947,-30.184636781867706,Declarative,-3.443747500346287
1550,Declarative,,,1.559337620301474,1.660264052630724,144226_fnca,0.11841234337104087,0.546648476120024,-38.00936542253248,0.8581249226270098,3.0152680053535703,-38.22532469664541,Procedural,0.21595927411292593
1551,Declarative,,,0.38779518688393233,0.3871234205859708,144226_fnca,0.3028681454616039,0.30495286252859743,-31.628314044152784,0.4298367437026434,0.23963607875785706,-23.564280526034224,Declarative,-8.06403351811856
1552,Declarative,,,1.266721804730569,3.9841014767504124,144226_fnca,1.0842705655026776,2.909346516954592,-37.97382282861091,1.9999985755791767,4.769697269482237,-37.488591286913405,Declarative,-0.4852315416975088
1553,Declarative,,,0.8836198295949803,1.8397985857484211,144226_fnca,0.23850363647706632,0.6337422481371432,-36.19889853977256,0.23332391886929194,0.4972184753477605,-33.022899408054634,Declarative,-3.175999131717923
1554,Declarative,,,1.8692275603217805,1.3577873657382045,144226_fnca,0.639052443188175,0.39057737063304654,-28.33871341038383,0.8270582198276101,0.32034935857553165,-20.849316906086365,Declarative,-7.4893965042974635
1555,Declarative,,,1.555301679252088,4.817843412722368,144226_fnca,0.4735276722282565,1.2924366761306472,-37.57708554522057,1.8536997579779417,4.5868338317833794,-36.53605978465801,Declarative,-1.0410257605625617
1556,Declarative,,,0.08635470176144269,0.8725437739291014,144226_fnca,1.3459026714737197,2.2397438945994477,-36.318337937766906,0.36005722436315835,0.794401904499946,-35.28477931785956,Declarative,-1.033558619907346
1557,Declarative,,,0.1457602819829612,0.5332288674198188,144226_fnca,0.20206588601468908,0.344124757971766,-30.69584348245866,0.1735515721529991,0.3891216978256377,-29.405924101750912,Declarative,-1.2899193807077474
1558,Declarative,,,1.2124976043111824,1.921075170397566,144226_fnca,1.1487414312458024,2.04939675724609,-36.860850481992266,1.999950195077132,6.775702742439475,-36.37971516984549,Declarative,-0.4811353121467761
1559,Declarative,,,0.44518435356731934,2.852743851086927,144226_fnca,0.674940037949719,1.0318352947204865,-34.977135797957516,1.9999999966782098,7.639201449255937,-35.738980271207176,Procedural,0.7618444732496599
1560,Procedural,1.6467735734819011,0.645861496112336,,,104820_fnca,1.5972463945185698,0.5809117851228774,-13.612539152304588,0.2019020160850193,1.5187623655571232,-37.66969486625127,Procedural,24.05715571394668
1561,Procedural,1.5035833028030603,4.479835796360053,,,104820_fnca,1.546213674453605,2.65368639911629,-35.73241474401236,0.37354674504398344,1.9129453365214832,-37.70165807909793,Procedural,1.9692433350855723
1562,Procedural,1.3578124931216347,4.711371879497172,,,104820_fnca,0.010041369871553994,9.999999980041245,-38.830882430324095,0.01006679437074059,9.999999978794403,-39.07355179963653,Procedural,0.24266936931243777
1563,Procedural,0.3244640999000016,4.521611163023096,,,104820_fnca,0.010052747290583006,9.99999997978223,-38.82302920141389,0.010062022489103022,9.999999982577993,-38.83975828156272,Procedural,0.016729080148834896
1564,Procedural,0.3177767800020727,4.531254669409653,,,104820_fnca,0.14698669332387942,0.5370108020756577,-36.63790526979237,0.200322595646602,1.2664127686597397,-37.353203108271316,Procedural,0.7152978384789463
1565,Procedural,0.04772826997588544,4.593598405697209,,,104820_fnca,0.037182186211866086,0.5349077257528023,-38.65392741098806,0.010000000892452492,1.9737293705329464,-38.65339716105171,Declarative,-0.000530249936353755
1566,Procedural,1.246318693779314,3.6713707336012398,,,104820_fnca,0.5187409355068774,1.522089807655882,-38.18428300461358,0.7159709670469234,1.3368099237253221,-37.2574926088492,Declarative,-0.9267903957643853
1567,Procedural,1.9969404191265125,3.2699805030628593,,,104820_fnca,1.9975599066835268,3.813513288403994,-34.00686041373278,0.010021723154871681,9.99999998272974,-38.882949336000436,Procedural,4.876088922267655
1568,Procedural,1.399725942919018,2.300786926949846,,,104820_fnca,0.8652476277878487,1.3443425498653125,-36.39634447993106,0.5123802467621381,1.2435067474662362,-35.41430685227397,Declarative,-0.9820376276570926
1569,Procedural,1.143920030050999,0.2318264556547628,,,104820_fnca,1.074886561007848,0.09049593614327094,-15.520102147783849,0.09384668400517726,0.1539798400475776,-28.942906458512677,Procedural,13.422804310728829
1570,Procedural,1.3529176433794001,3.7565388160979305,,,104820_fnca,1.6542823320010416,8.253195750229482,-37.933148884707094,1.9999999998111775,9.762008034472133,-37.60778849933593,Declarative,-0.3253603853711624
1571,Procedural,1.3482332930987293,3.5617933550487595,,,104820_fnca,0.579372889608306,1.256291025773843,-37.561984124676,0.1576172861888617,2.537945514531674,-38.309215710317986,Procedural,0.747231585641984
1572,Procedural,1.590962129170514,3.1681894933258774,,,104820_fnca,0.6854315247883825,1.7355496267462327,-37.826420823969556,0.41843130643524495,2.4147784085177753,-37.99990213885723,Procedural,0.17348131488767393
1573,Procedural,1.1312556836404606,0.5776273827545775,,,104820_fnca,1.3037460238475027,0.7874253286486006,-26.459921526255567,1.9999999994342343,1.8245277016922195,-31.103814579692635,Procedural,4.643893053437068
