,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
110,Punishment,0.0,0.05,1,0.88,0.3250915988427114,120111_fnca,0.44,1.3534646898484897,0.15963395490901833,-1.8348718665380068
220,Reward,0.0,0.05,1,0.504,0.5001841134201029,120111_fnca,0.4782608695652174,0.0514593121696458,0.39841441822244755,-0.9202625636091591
111,Punishment,0.0,0.1,1,0.6,0.4900940253900043,120111_fnca,0.44,0.3264679667797951,0.37823892743887966,-0.9722291998713394
221,Reward,0.0,0.1,1,0.1816,0.3856688117360241,120111_fnca,0.4782608695652174,-0.7692114595158676,0.2967748026781078,-1.2147816679299384
112,Punishment,0.0,0.15,1,0.28,0.4491785937990611,120111_fnca,0.44,-0.3562057547016044,0.37441899429278325,-0.9823798030459425
222,Reward,0.0,0.15,1,0.1784,0.3830023402462541,120111_fnca,0.4782608695652174,-0.7829217684999514,0.293633825032827,-1.2254217810002184
113,Punishment,0.0,0.2,1,0.2,0.4001600960640447,120111_fnca,0.44,-0.5997599519807906,0.3332725906896546,-1.0987945332046727
223,Reward,0.0,0.2,1,0.1368,0.3437736235422878,120111_fnca,0.4782608695652174,-0.9932724507679225,0.2435985698808416,-1.4122336139319303
114,Punishment,0.0,0.25,1,0.2,0.4001600960640447,120111_fnca,0.44,-0.5997599519807906,0.3332725906896546,-1.0987945332046727
224,Reward,0.0,0.25,1,0.1424,0.3495997940686039,120111_fnca,0.4782608695652174,-0.9607009937177182,0.2514749912215,-1.3804117328697783
115,Punishment,0.0,0.3,1,0.2,0.4001600960640447,120111_fnca,0.44,-0.5997599519807906,0.3332725906896546,-1.0987945332046727
225,Reward,0.0,0.3,1,0.1368,0.3437736235422878,120111_fnca,0.4782608695652174,-0.9932724507679225,0.2435985698808416,-1.4122336139319303
116,Punishment,0.0,0.35,1,0.16,0.3667527860628576,120111_fnca,0.44,-0.7634570496541803,0.29808641045545164,-1.2103718665380054
226,Reward,0.0,0.35,1,0.1416,0.3487789520683909,120111_fnca,0.4782608695652174,-0.9652556943837675,0.2503744176337697,-1.384797810974817
117,Punishment,0.0,0.4,1,0.16,0.3667527860628576,120111_fnca,0.44,-0.7634570496541803,0.29808641045545164,-1.2103718665380054
227,Reward,0.0,0.4,1,0.1408,0.3479543328861119,120111_fnca,0.4782608695652174,-0.969842412267563,0.2492657492638446,-1.3892356855211554
118,Punishment,0.0,0.45,1,0.16,0.3667527860628576,120111_fnca,0.44,-0.7634570496541803,0.29808641045545164,-1.2103718665380054
228,Reward,0.0,0.45,1,0.1424,0.3495997940686042,120111_fnca,0.4782608695652174,-0.9607009937177174,0.2514749912215002,-1.3804117328697776
119,Punishment,0.0,0.5,1,0.16,0.3667527860628576,120111_fnca,0.44,-0.7634570496541803,0.29808641045545164,-1.2103718665380054
229,Reward,0.0,0.5,1,0.1424,0.3495997940686038,120111_fnca,0.4782608695652174,-0.9607009937177186,0.2514749912214999,-1.3804117328697787
120,Punishment,0.05,0.05,1,0.728,0.4451679903493796,120111_fnca,0.44,0.6469467846822724,0.3236124554379401,-1.128208604310038
230,Reward,0.05,0.05,1,0.4544,0.4981155842856619,120111_fnca,0.4782608695652174,-0.047902274728938266,0.39848483082237884,-0.920085847166776
121,Punishment,0.05,0.1,1,0.5384,0.4987227882658145,120111_fnca,0.44,0.19730399796279957,0.391252179314365,-0.9384029670107249
231,Reward,0.05,0.1,1,0.2448,0.4301406476740195,120111_fnca,0.4782608695652174,-0.5427547264543686,0.3443041415712914,-1.066229879748951
122,Punishment,0.05,0.15,1,0.2928,0.4552295543544224,120111_fnca,0.44,-0.3233533468817719,0.37862188883610365,-0.9712172266744944
232,Reward,0.05,0.15,1,0.1728,0.3782255989260194,120111_fnca,0.4782608695652174,-0.807615535364557,0.2879236438019876,-1.2450599596857626
123,Punishment,0.05,0.2,1,0.2024,0.4019496122558574,120111_fnca,0.44,-0.5911188685231468,0.33499177772367494,-1.093649291566715
233,Reward,0.05,0.2,1,0.136,0.3429257623200246,120111_fnca,0.4782608695652174,-0.9980611175132806,0.24243987673103776,-1.4170015303506018
124,Punishment,0.05,0.25,1,0.1984,0.3989545986919488,120111_fnca,0.44,-0.6055826923467812,0.332105120609598,-1.102303731839661
234,Reward,0.05,0.25,1,0.14,0.347125909602977,120111_fnca,0.4782608695652174,-0.9744616008413232,0.24814891756880939,-1.39372623896179
125,Punishment,0.05,0.3,1,0.1416,0.3487789520683909,120111_fnca,0.44,-0.8555562147038269,0.27667084862443286,-1.284926751463843
235,Reward,0.05,0.3,1,0.1456,0.3528459156517951,120111_fnca,0.4782608695652174,-0.9427935957561225,0.2557976912960476,-1.3633684153040522
126,Punishment,0.05,0.35,1,0.1504,0.3576061321014692,120111_fnca,0.44,-0.8098295135437644,0.28740857948630877,-1.2468504537079377
236,Reward,0.05,0.35,1,0.1424,0.3495997940686041,120111_fnca,0.4782608695652174,-0.9607009937177178,0.25147499122150013,-1.3804117328697778
127,Punishment,0.05,0.4,1,0.1568,0.3637576331742799,120111_fnca,0.44,-0.7785403636171012,0.2946399778283793,-1.2220010820951965
237,Reward,0.05,0.4,1,0.1408,0.3479543328861121,120111_fnca,0.4782608695652174,-0.9698424122675624,0.24926574926384473,-1.3892356855211547
128,Punishment,0.05,0.45,1,0.1424,0.3495997940686038,120111_fnca,0.44,-0.8512590826686824,0.27768732010531355,-1.2812595461176361
238,Reward,0.05,0.45,1,0.1416,0.3487789520683908,120111_fnca,0.4782608695652174,-0.9652556943837677,0.2503744176337696,-1.3847978109748174
129,Punishment,0.05,0.5,1,0.1304,0.3368777661162027,120111_fnca,0.44,-0.919027704230283,0.2615200059600714,-1.341244493776065
239,Reward,0.05,0.5,1,0.1352,0.3420739271814291,120111_fnca,0.4782608695652174,-1.0028851727809844,0.24127259910668836,-1.4218278680966452
130,Punishment,0.1,0.05,1,0.6216,0.4851821940355265,120111_fnca,0.44,0.3742923838353036,0.3719536878435992,-0.9889859275032299
240,Reward,0.1,0.05,1,0.4768,0.4996613745241403,120111_fnca,0.4782608695652174,-0.0029237192220605093,0.39894057529902316,-0.9189428072717174
131,Punishment,0.1,0.1,1,0.5456,0.4981155842856626,120111_fnca,0.44,0.21199898845051954,0.39007731389205197,-0.9414103187566945
241,Reward,0.1,0.1,1,0.3032,0.4598248700634872,120111_fnca,0.4782608695652174,-0.38071205139697434,0.3710533722371559,-0.9914093662441189
132,Punishment,0.1,0.15,1,0.3048,0.4605069090585204,120111_fnca,0.44,-0.29358951481620227,0.3821141340332659,-0.9620359348096792
242,Reward,0.1,0.15,1,0.1848,0.3882905814728559,120111_fnca,0.4782608695652174,-0.7557764302499115,0.2998306272880466,-1.2045375394653224
133,Punishment,0.1,0.2,1,0.2048,0.403716918000601,120111_fnca,0.44,-0.582586434982271,0.3366733823911704,-1.0886420103173486
243,Reward,0.1,0.2,1,0.1376,0.3446175401792535,120111_fnca,0.4782608695652174,-0.9885186615516494,0.244748749881114,-1.4075231053226047
134,Punishment,0.1,0.25,1,0.1928,0.3946552447513752,120111_fnca,0.44,-0.6263694788998205,0.32787990030613984,-1.115107895253289
244,Reward,0.1,0.25,1,0.1384,0.3454575411395501,120111_fnca,0.4782608695652174,-0.9837992490889877,0.24589048761658008,-1.4028690144587008
135,Punishment,0.1,0.3,1,0.1504,0.3576061321014688,120111_fnca,0.44,-0.8098295135437653,0.28740857948630855,-1.2468504537079383
245,Reward,0.1,0.3,1,0.1352,0.3420739271814295,120111_fnca,0.4782608695652174,-1.0028851727809833,0.2412725991066886,-1.421827868096644
136,Punishment,0.1,0.35,1,0.1376,0.3446175401792533,120111_fnca,0.44,-0.8774945112854855,0.27146098763831,-1.303936841872749
246,Reward,0.1,0.35,1,0.1368,0.3437736235422877,120111_fnca,0.4782608695652174,-0.9932724507679228,0.24359856988084158,-1.4122336139319303
137,Punishment,0.1,0.4,1,0.1296,0.3359972549356013,120111_fnca,0.44,-0.9238170712421226,0.2603684531188297,-1.3456575237638593
247,Reward,0.1,0.4,1,0.1376,0.3446175401792536,120111_fnca,0.4782608695652174,-0.988518661551649,0.24474874988111409,-1.4075231053226043
138,Punishment,0.1,0.45,1,0.132,0.3386262455678089,120111_fnca,0.44,-0.9095573778799845,0.2637942475518884,-1.3325858450326291
248,Reward,0.1,0.45,1,0.132,0.3386262455678087,120111_fnca,0.4782608695652174,-1.0225458720265672,0.23651620261331915,-1.441738563403959
139,Punishment,0.1,0.5,1,0.1264,0.3324326234883203,120111_fnca,0.44,-0.9433490513334591,0.2556637307998995,-1.3638922495305414
249,Reward,0.1,0.5,1,0.1224,0.3278783972675171,120111_fnca,0.4782608695652174,-1.0853440560003387,0.22136897640772996,-1.5079243931523059
140,Punishment,0.15,0.05,1,0.6056,0.4889170398927799,120111_fnca,0.44,0.33870776939236213,0.3767023184284151,-0.9763000097280475
