,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.05,0.05,1,0.17,0.3762604235825434,154835_fnca,-1.8510406446358396,0.5
1,Punishment,0.05,0.05,1,0.712,0.4530123355284189,154835_fnca,-1.8510406446358396,0.6666666666666666
2,Reward,0.05,0.05,1,0.4384,0.4963895265309693,154835_fnca,-1.8510406446358396,0.375
