,HCPID,egs,alpha,r,LL
80,164030_fnca,0.4,0.05,1,-2.009899271261196
101,164030_fnca,0.5,0.1,1,-2.011770835116085
91,164030_fnca,0.45,0.1,1,-2.027047826198297
81,164030_fnca,0.4,0.1,1,-2.0343285084743865
50,164030_fnca,0.25,0.05,1,-2.0358136960226445
90,164030_fnca,0.45,0.05,1,-2.050455193107357
100,164030_fnca,0.5,0.05,1,-2.052192106976924
71,164030_fnca,0.35,0.1,1,-2.0560483839960106
60,164030_fnca,0.3,0.05,1,-2.056255057179184
70,164030_fnca,0.35,0.05,1,-2.058052945881693
61,164030_fnca,0.3,0.1,1,-2.0767519979132834
40,164030_fnca,0.2,0.05,1,-2.095770150633943
102,164030_fnca,0.5,0.15,1,-2.1098943972804527
51,164030_fnca,0.25,0.1,1,-2.1159367893259367
30,164030_fnca,0.15,0.05,1,-2.1254886269227047
72,164030_fnca,0.35,0.15,1,-2.131446908128355
82,164030_fnca,0.4,0.15,1,-2.142027450838336
41,164030_fnca,0.2,0.1,1,-2.145535256298812
92,164030_fnca,0.45,0.15,1,-2.1640454042137067
62,164030_fnca,0.3,0.15,1,-2.186310556703986
31,164030_fnca,0.15,0.1,1,-2.1939373111304157
93,164030_fnca,0.45,0.2,1,-2.237252861923876
20,164030_fnca,0.1,0.05,1,-2.2487573335426694
52,164030_fnca,0.25,0.15,1,-2.2581987831339188
103,164030_fnca,0.5,0.2,1,-2.289539239063169
21,164030_fnca,0.1,0.1,1,-2.320005531501775
83,164030_fnca,0.4,0.2,1,-2.3745617064670372
42,164030_fnca,0.2,0.15,1,-2.380035424641713
73,164030_fnca,0.35,0.2,1,-2.3812749238249373
32,164030_fnca,0.15,0.15,1,-2.3837565758491595
10,164030_fnca,0.05,0.05,1,-2.4299108385771
11,164030_fnca,0.05,0.1,1,-2.515138015033241
63,164030_fnca,0.3,0.2,1,-2.581431522601956
104,164030_fnca,0.5,0.25,1,-2.649136621604759
94,164030_fnca,0.45,0.25,1,-2.6565789349529627
2,164030_fnca,0.0,0.15,1,-2.6897517600879857
22,164030_fnca,0.1,0.15,1,-2.702432741907783
12,164030_fnca,0.05,0.15,1,-2.7142215371667735
53,164030_fnca,0.25,0.2,1,-2.7202910128290045
1,164030_fnca,0.0,0.1,1,-2.875072356285555
105,164030_fnca,0.5,0.3,1,-2.9262734456782393
43,164030_fnca,0.2,0.2,1,-2.926637104348267
95,164030_fnca,0.45,0.3,1,-2.9492347762616924
74,164030_fnca,0.35,0.25,1,-2.9591761996271817
106,164030_fnca,0.5,0.35,1,-2.9629855021970206
85,164030_fnca,0.4,0.3,1,-3.0257136728502063
33,164030_fnca,0.15,0.2,1,-3.0323114783644503
13,164030_fnca,0.05,0.2,1,-3.049321349369102
84,164030_fnca,0.4,0.25,1,-3.0619266700020167
6,164030_fnca,0.0,0.35,1,-3.06474858782983
8,164030_fnca,0.0,0.45,1,-3.0647485878298317
24,164030_fnca,0.1,0.25,1,-3.072810529672613
9,164030_fnca,0.0,0.5,1,-3.073755998394682
4,164030_fnca,0.0,0.25,1,-3.077283841267269
5,164030_fnca,0.0,0.3,1,-3.0772838412672705
17,164030_fnca,0.05,0.4,1,-3.0848072712779078
107,164030_fnca,0.5,0.4,1,-3.085870996630463
16,164030_fnca,0.05,0.35,1,-3.0927709014691365
23,164030_fnca,0.1,0.2,1,-3.0974043367905364
86,164030_fnca,0.4,0.35,1,-3.097978297027138
18,164030_fnca,0.05,0.45,1,-3.1160092179941388
7,164030_fnca,0.0,0.4,1,-3.1203662402391505
27,164030_fnca,0.1,0.4,1,-3.12530980953734
25,164030_fnca,0.1,0.3,1,-3.1253294398774036
108,164030_fnca,0.5,0.45,1,-3.126334786071231
14,164030_fnca,0.05,0.25,1,-3.127042458874065
44,164030_fnca,0.2,0.25,1,-3.137409963933487
98,164030_fnca,0.45,0.45,1,-3.137463327736964
54,164030_fnca,0.25,0.25,1,-3.1433733969950475
3,164030_fnca,0.0,0.2,1,-3.1464633875288794
75,164030_fnca,0.35,0.3,1,-3.1602719157085426
64,164030_fnca,0.3,0.25,1,-3.1609912296341425
34,164030_fnca,0.15,0.25,1,-3.1692086302707607
97,164030_fnca,0.45,0.4,1,-3.176313382304854
36,164030_fnca,0.15,0.35,1,-3.186433270456924
56,164030_fnca,0.25,0.35,1,-3.1871681665668037
28,164030_fnca,0.1,0.45,1,-3.2063041491241795
26,164030_fnca,0.1,0.35,1,-3.2118513424842217
15,164030_fnca,0.05,0.3,1,-3.2189874705318493
37,164030_fnca,0.15,0.4,1,-3.2258113145263554
77,164030_fnca,0.35,0.4,1,-3.22724041896561
109,164030_fnca,0.5,0.5,1,-3.227880756985879
35,164030_fnca,0.15,0.3,1,-3.2281352616661985
76,164030_fnca,0.35,0.35,1,-3.2286602245365392
87,164030_fnca,0.4,0.4,1,-3.2383692402840047
45,164030_fnca,0.2,0.3,1,-3.2412388137520107
96,164030_fnca,0.45,0.35,1,-3.2509601835735387
19,164030_fnca,0.05,0.5,1,-3.251945599663806
55,164030_fnca,0.25,0.3,1,-3.2519919565432223
66,164030_fnca,0.3,0.35,1,-3.2750877325113454
58,164030_fnca,0.25,0.45,1,-3.2953263505541166
38,164030_fnca,0.15,0.45,1,-3.315017557995726
46,164030_fnca,0.2,0.35,1,-3.321494812818197
48,164030_fnca,0.2,0.45,1,-3.3379339273032302
67,164030_fnca,0.3,0.4,1,-3.343710196105742
47,164030_fnca,0.2,0.4,1,-3.3512281392937977
29,164030_fnca,0.1,0.5,1,-3.3579884618999025
68,164030_fnca,0.3,0.45,1,-3.400738013053248
65,164030_fnca,0.3,0.3,1,-3.4057917141917926
78,164030_fnca,0.35,0.45,1,-3.4090244392611173
99,164030_fnca,0.45,0.5,1,-3.4155858114929387
88,164030_fnca,0.4,0.45,1,-3.418410565171321
49,164030_fnca,0.2,0.5,1,-3.4191810985228663
57,164030_fnca,0.25,0.4,1,-3.435248886803065
39,164030_fnca,0.15,0.5,1,-3.435874055923575
89,164030_fnca,0.4,0.5,1,-3.4724392678122022
69,164030_fnca,0.3,0.5,1,-3.5164406223224605
79,164030_fnca,0.35,0.5,1,-3.593754880926184
0,164030_fnca,0.0,0.05,1,-3.6063840299995378
59,164030_fnca,0.25,0.5,1,-3.6094316884665973
