,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.35,0.1,0.35,0.4777665429529545,155635_fnca,-1.8840783157601062,0.6666666666666666
1,Punishment,0.5,0.35,0.1,0.4128,0.4925344984726948,155635_fnca,-1.8840783157601062,0.4166666666666667
2,Reward,0.5,0.35,0.1,0.4488,0.4975707198952104,155635_fnca,-1.8840783157601062,0.6
