,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.0,0.1,1,0.0,0.0,162733_fnca,-1.8730351292622502,0.6666666666666666
1,Punishment,0.0,0.1,1,0.6,0.4900940253900043,162733_fnca,-1.8730351292622502,0.72
2,Reward,0.0,0.1,1,0.1784,0.3830023402462544,162733_fnca,-1.8730351292622502,0.217391304347826
