,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.45,0.05,1,0.4933333333333333,0.5007909017876288,100408_fnca,-1.8489630487356459,0.5
1,Punishment,0.45,0.05,1,0.5392,0.4986604955597201,100408_fnca,-1.8489630487356459,0.5652173913043478
2,Reward,0.45,0.05,1,0.5136,0.5000150518150762,100408_fnca,-1.8489630487356459,0.5833333333333334
