,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.05,1,0.0,0.0
1,Neutral,0.0,0.1,1,0.0,0.0
2,Neutral,0.0,0.15,1,0.0,0.0
3,Neutral,0.0,0.2,1,0.0,0.0
4,Neutral,0.0,0.25,1,0.0,0.0
5,Neutral,0.0,0.3,1,0.0,0.0
6,Neutral,0.0,0.35,1,0.0,0.0
7,Neutral,0.0,0.4,1,0.0,0.0
8,Neutral,0.0,0.45,1,0.0,0.0
9,Neutral,0.0,0.5,1,0.0,0.0
10,Neutral,0.05,0.05,1,0.16666666666666666,0.37330068339472083
11,Neutral,0.05,0.1,1,0.15,0.3576680324053049
12,Neutral,0.05,0.15,1,0.006666666666666667,0.08151300584956359
13,Neutral,0.05,0.2,1,0.0033333333333333335,0.05773502691896259
14,Neutral,0.05,0.25,1,0.0033333333333333335,0.05773502691896259
15,Neutral,0.05,0.3,1,0.07,0.2555733275451652
16,Neutral,0.05,0.35,1,0.02666666666666667,0.16137646493112862
17,Neutral,0.05,0.4,1,0.01,0.09966499068325335
18,Neutral,0.05,0.45,1,0.04,0.19628659682628738
19,Neutral,0.05,0.5,1,0.05,0.2183090993894991
20,Neutral,0.1,0.05,1,0.25666666666666665,0.4375236894366784
21,Neutral,0.1,0.1,1,0.18333333333333332,0.38758607487931845
22,Neutral,0.1,0.15,1,0.12333333333333334,0.32936884340443334
23,Neutral,0.1,0.2,1,0.08,0.2717464881947031
24,Neutral,0.1,0.25,1,0.043333333333333335,0.2039465687344377
25,Neutral,0.1,0.3,1,0.15333333333333332,0.3609105294341109
26,Neutral,0.1,0.35,1,0.07666666666666666,0.26650636207348033
27,Neutral,0.1,0.4,1,0.07,0.25557332754516526
28,Neutral,0.1,0.45,1,0.1,0.30050125348238
29,Neutral,0.1,0.5,1,0.09,0.2866599257717728
30,Neutral,0.15,0.05,1,0.32,0.4672555609057258
31,Neutral,0.15,0.1,1,0.20333333333333334,0.4031509118779827
32,Neutral,0.15,0.15,1,0.19,0.39295637890109836
33,Neutral,0.15,0.2,1,0.11333333333333333,0.31752948229939215
34,Neutral,0.15,0.25,1,0.10666666666666667,0.3092047555018714
35,Neutral,0.15,0.3,1,0.13333333333333333,0.3405026123034995
36,Neutral,0.15,0.35,1,0.12,0.3255044965242802
37,Neutral,0.15,0.4,1,0.13333333333333333,0.3405026123034995
38,Neutral,0.15,0.45,1,0.12333333333333334,0.32936884340443334
39,Neutral,0.15,0.5,1,0.13333333333333333,0.3405026123034995
40,Neutral,0.2,0.05,1,0.36666666666666664,0.4826995806635824
41,Neutral,0.2,0.1,1,0.26666666666666666,0.4429555141477926
42,Neutral,0.2,0.15,1,0.23,0.42153565411754634
43,Neutral,0.2,0.2,1,0.12,0.32550449652428015
44,Neutral,0.2,0.25,1,0.13333333333333333,0.3405026123034994
45,Neutral,0.2,0.3,1,0.19333333333333333,0.3955719227174287
46,Neutral,0.2,0.35,1,0.17666666666666667,0.38202359741972397
47,Neutral,0.2,0.4,1,0.10333333333333333,0.30490234560715446
48,Neutral,0.2,0.45,1,0.13,0.33686534530812945
49,Neutral,0.2,0.5,1,0.15,0.35766803240530487
50,Neutral,0.25,0.05,1,0.37,0.4836109993188815
51,Neutral,0.25,0.1,1,0.32666666666666666,0.46977781223159726
52,Neutral,0.25,0.15,1,0.25666666666666665,0.4375236894366786
53,Neutral,0.25,0.2,1,0.2,0.40066833797650675
54,Neutral,0.25,0.25,1,0.18333333333333332,0.3875860748793185
55,Neutral,0.25,0.3,1,0.17333333333333334,0.37916766204679037
56,Neutral,0.25,0.35,1,0.14,0.34756679298414617
