,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
2881,118730_fnca,1,1,Reward,2,5,3.0,0,242,27,1,1,0,0,2.0,,1.0,,MostlyReward,MostlyReward
2882,118730_fnca,2,1,Reward,3,5,2.0,0,249,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
2883,118730_fnca,3,1,Punishment,4,5,2.0,0,277,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
2884,118730_fnca,4,1,Reward,5,5,3.0,0,261,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
2885,118730_fnca,5,1,Reward,6,5,3.0,0,895,14,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
2886,118730_fnca,6,1,Reward,7,5,3.0,0,365,14,3,3,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
2887,118730_fnca,7,1,Neutral,8,5,3.0,0,327,13,4,4,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
2889,118730_fnca,10,1,Reward,10,5,3.0,0,598,13,6,6,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
2890,118730_fnca,11,1,Punishment,11,5,3.0,0,236,13,7,7,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
2891,118730_fnca,12,1,Punishment,12,5,3.0,0,254,14,8,8,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
2892,118730_fnca,13,1,Punishment,13,5,2.0,0,243,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
2893,118730_fnca,14,1,Neutral,14,5,3.0,0,207,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
2894,118730_fnca,15,1,Punishment,15,5,3.0,0,291,13,2,2,0,0,2.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
2895,118730_fnca,16,1,Punishment,16,5,2.0,0,265,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
2897,118730_fnca,19,1,Punishment,18,5,3.0,0,521,14,2,2,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
2898,118730_fnca,20,1,Punishment,19,5,3.0,0,278,14,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
2899,118730_fnca,21,1,Punishment,20,5,3.0,0,272,13,4,4,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
2900,118730_fnca,22,1,Neutral,21,5,3.0,0,249,13,5,5,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
2901,118730_fnca,23,1,Punishment,22,5,3.0,0,359,13,6,6,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
2902,118730_fnca,24,1,Neutral,23,5,3.0,0,315,14,7,7,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
2903,118730_fnca,25,1,Punishment,24,5,2.0,0,319,13,1,0,1,0,3.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
2905,118730_fnca,28,1,Reward,26,5,2.0,0,420,13,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
2906,118730_fnca,29,1,Reward,27,5,2.0,0,235,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
2907,118730_fnca,30,1,Punishment,28,5,2.0,0,736,13,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
2908,118730_fnca,31,1,Reward,29,5,2.0,0,302,13,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
2909,118730_fnca,32,1,Punishment,30,5,2.0,0,338,13,5,0,5,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
2910,118730_fnca,33,1,Reward,31,5,2.0,0,264,13,6,0,6,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
2911,118730_fnca,34,1,Reward,32,5,2.0,0,263,14,7,0,7,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
2913,118730_fnca,1,2,Punishment,2,5,3.0,0,187,27,1,1,0,1,3.0,,0.0,,,MostlyPunishment
2914,118730_fnca,2,2,Punishment,3,5,3.0,0,445,14,2,2,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
2915,118730_fnca,3,2,Reward,4,5,3.0,0,282,13,3,3,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
2916,118730_fnca,4,2,Punishment,5,5,3.0,0,251,13,4,4,0,0,3.0,3.0,0.0,Reward,,MostlyPunishment
2917,118730_fnca,5,2,Reward,6,5,3.0,0,250,13,5,5,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
2918,118730_fnca,6,2,Punishment,7,5,3.0,0,265,14,6,6,0,0,3.0,3.0,0.0,Reward,,MostlyPunishment
2919,118730_fnca,7,2,Punishment,8,5,3.0,0,230,13,7,7,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
2921,118730_fnca,10,2,Reward,10,5,3.0,0,416,14,9,9,0,0,3.0,,0.0,,,MostlyReward
2922,118730_fnca,11,2,Neutral,11,5,3.0,0,379,13,10,10,0,0,3.0,3.0,0.0,Reward,,MostlyReward
2923,118730_fnca,12,2,Reward,12,5,3.0,0,308,13,11,11,0,0,3.0,3.0,0.0,Neutral,,MostlyReward
2924,118730_fnca,13,2,Reward,13,5,3.0,0,321,13,12,12,0,0,3.0,3.0,0.0,Reward,,MostlyReward
2925,118730_fnca,14,2,Reward,14,5,3.0,0,415,14,13,13,0,0,3.0,3.0,0.0,Reward,,MostlyReward
2926,118730_fnca,15,2,Reward,15,5,3.0,0,267,14,14,14,0,0,3.0,3.0,0.0,Reward,,MostlyReward
2927,118730_fnca,16,2,Neutral,16,5,3.0,0,245,13,15,15,0,0,3.0,3.0,0.0,Reward,,MostlyReward
2929,118730_fnca,19,2,Punishment,18,5,3.0,0,380,13,17,17,0,0,2.0,,1.0,,,MostlyPunishment
2930,118730_fnca,20,2,Punishment,19,5,2.0,0,268,14,1,0,1,0,3.0,3.0,1.0,Punishment,,MostlyPunishment
2931,118730_fnca,21,2,Reward,20,5,3.0,0,247,13,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
2932,118730_fnca,22,2,Punishment,21,5,3.0,0,924,13,2,2,0,0,3.0,3.0,0.0,Reward,,MostlyPunishment
2933,118730_fnca,23,2,Reward,22,5,3.0,0,263,13,3,3,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
2934,118730_fnca,24,2,Punishment,23,5,3.0,0,302,14,4,4,0,0,3.0,3.0,0.0,Reward,,MostlyPunishment
2935,118730_fnca,25,2,Punishment,24,5,3.0,0,263,14,5,5,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
2937,118730_fnca,28,2,Reward,26,5,2.0,0,329,13,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
2938,118730_fnca,29,2,Reward,27,5,2.0,0,237,14,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
2939,118730_fnca,30,2,Punishment,28,5,2.0,0,297,14,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
2940,118730_fnca,31,2,Reward,29,5,2.0,0,287,14,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
2941,118730_fnca,32,2,Punishment,30,5,2.0,0,383,13,5,0,5,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
2942,118730_fnca,33,2,Reward,31,5,2.0,0,235,13,6,0,6,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
2943,118730_fnca,34,2,Reward,32,5,3.0,0,221,14,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
