,HCPID,ans,bll,lf,LL
128,103818_fnca,0.45,0.75,0.1,-1.900635164094151
122,103818_fnca,0.45,0.45,0.1,-1.9032312062773649
92,103818_fnca,0.35,0.25,0.1,-1.9055119652924881
123,103818_fnca,0.45,0.5,0.1,-1.9064973542005292
110,103818_fnca,0.4,0.5,0.1,-1.9088550634095114
115,103818_fnca,0.4,0.75,0.1,-1.9096211528158376
118,103818_fnca,0.45,0.25,0.1,-1.9109690284341476
124,103818_fnca,0.45,0.55,0.1,-1.9113872306092894
121,103818_fnca,0.45,0.4,0.1,-1.9122161811634246
126,103818_fnca,0.45,0.65,0.1,-1.9128701227894243
111,103818_fnca,0.4,0.55,0.1,-1.9132148580671635
131,103818_fnca,0.5,0.25,0.1,-1.915263310300823
127,103818_fnca,0.45,0.7,0.1,-1.9155977909483692
100,103818_fnca,0.35,0.65,0.1,-1.9171094898066126
114,103818_fnca,0.4,0.7,0.1,-1.9173732545231452
129,103818_fnca,0.45,0.8,0.1,-1.9174400638807807
102,103818_fnca,0.35,0.75,0.1,-1.9179460473110292
109,103818_fnca,0.4,0.45,0.1,-1.9183155835959962
119,103818_fnca,0.45,0.3,0.1,-1.9195470901040386
125,103818_fnca,0.45,0.6,0.1,-1.9198109101676866
94,103818_fnca,0.35,0.35,0.1,-1.9198241082854635
133,103818_fnca,0.5,0.35,0.1,-1.920239363421087
112,103818_fnca,0.4,0.6,0.1,-1.9202777708795133
141,103818_fnca,0.5,0.75,0.1,-1.9208050503631933
95,103818_fnca,0.35,0.4,0.1,-1.921276150991258
142,103818_fnca,0.5,0.8,0.1,-1.9213011692822666
96,103818_fnca,0.35,0.45,0.1,-1.9217520282487648
117,103818_fnca,0.45,0.2,0.1,-1.9217543363792726
138,103818_fnca,0.5,0.6,0.1,-1.922793782104549
134,103818_fnca,0.5,0.4,0.1,-1.9229419390086946
108,103818_fnca,0.4,0.4,0.1,-1.923066153589069
79,103818_fnca,0.3,0.25,0.1,-1.9238582077119384
104,103818_fnca,0.4,0.2,0.1,-1.925521519727067
105,103818_fnca,0.4,0.25,0.1,-1.9257408777942069
86,103818_fnca,0.3,0.6,0.1,-1.9264421230354536
103,103818_fnca,0.35,0.8,0.1,-1.927685165696423
130,103818_fnca,0.5,0.2,0.1,-1.927999477417698
137,103818_fnca,0.5,0.55,0.1,-1.9320046458088944
120,103818_fnca,0.45,0.35,0.1,-1.9330448333905546
106,103818_fnca,0.4,0.3,0.1,-1.934142893436754
136,103818_fnca,0.5,0.5,0.1,-1.9345494878557543
98,103818_fnca,0.35,0.55,0.1,-1.935259434468534
135,103818_fnca,0.5,0.45,0.1,-1.9353727849477846
140,103818_fnca,0.5,0.7,0.1,-1.938088301173521
107,103818_fnca,0.4,0.35,0.1,-1.939056230372283
99,103818_fnca,0.35,0.6,0.1,-1.9394687040949274
116,103818_fnca,0.4,0.8,0.1,-1.9398510066287467
139,103818_fnca,0.5,0.65,0.1,-1.943293233316833
113,103818_fnca,0.4,0.65,0.1,-1.9452548359779744
93,103818_fnca,0.35,0.3,0.1,-1.945719738966798
82,103818_fnca,0.3,0.4,0.1,-1.9473126014110715
71,103818_fnca,0.25,0.5,0.1,-1.9475057434730942
132,103818_fnca,0.5,0.3,0.1,-1.952615233646507
74,103818_fnca,0.25,0.65,0.1,-1.960005088447562
84,103818_fnca,0.3,0.5,0.1,-1.9616951713472086
69,103818_fnca,0.25,0.4,0.1,-1.9637102343977242
85,103818_fnca,0.3,0.55,0.1,-1.9682450664650883
78,103818_fnca,0.3,0.2,0.1,-1.9719754755666503
91,103818_fnca,0.35,0.2,0.1,-1.9738937151432008
97,103818_fnca,0.35,0.5,0.1,-1.9752095857602228
81,103818_fnca,0.3,0.35,0.1,-1.9771785470236218
87,103818_fnca,0.3,0.65,0.1,-1.9847146854904496
88,103818_fnca,0.3,0.7,0.1,-1.986639564354284
80,103818_fnca,0.3,0.3,0.1,-1.9880544870172887
66,103818_fnca,0.25,0.25,0.1,-1.988627356857229
83,103818_fnca,0.3,0.45,0.1,-1.9886329814786339
73,103818_fnca,0.25,0.6,0.1,-1.9960090639256283
63,103818_fnca,0.2,0.75,0.1,-1.9965544794023116
90,103818_fnca,0.3,0.8,0.1,-1.9989579911143744
101,103818_fnca,0.35,0.7,0.1,-2.0001272107692585
2,103818_fnca,0.0,0.3,0.1,-2.000839529048271
89,103818_fnca,0.3,0.75,0.1,-2.0054825368902485
60,103818_fnca,0.2,0.6,0.1,-2.0154002977657175
67,103818_fnca,0.25,0.3,0.1,-2.015961568227545
45,103818_fnca,0.15,0.5,0.1,-2.0165733243150603
33,103818_fnca,0.1,0.55,0.1,-2.021710063922391
65,103818_fnca,0.25,0.2,0.1,-2.0223223088972464
40,103818_fnca,0.15,0.25,0.1,-2.024717218502747
57,103818_fnca,0.2,0.45,0.1,-2.0248238889055488
20,103818_fnca,0.05,0.55,0.1,-2.0295332010008114
70,103818_fnca,0.25,0.45,0.1,-2.031275391688512
47,103818_fnca,0.15,0.6,0.1,-2.0370376540927544
72,103818_fnca,0.25,0.55,0.1,-2.0459836233329
15,103818_fnca,0.05,0.3,0.1,-2.0459836233329
52,103818_fnca,0.2,0.2,0.1,-2.0545657648531117
76,103818_fnca,0.25,0.75,0.1,-2.0547153874132693
26,103818_fnca,0.1,0.2,0.1,-2.0568326988348096
43,103818_fnca,0.15,0.4,0.1,-2.063241527991207
23,103818_fnca,0.05,0.7,0.1,-2.0670271440535966
55,103818_fnca,0.2,0.35,0.1,-2.0704453624685275
61,103818_fnca,0.2,0.65,0.1,-2.0788823497989246
30,103818_fnca,0.1,0.4,0.1,-2.0870561364136053
5,103818_fnca,0.0,0.45,0.1,-2.0924043837055715
75,103818_fnca,0.25,0.7,0.1,-2.0935946829659997
13,103818_fnca,0.05,0.2,0.1,-2.0983852428407914
54,103818_fnca,0.2,0.3,0.1,-2.1043235272266614
42,103818_fnca,0.15,0.35,0.1,-2.1054612090516773
44,103818_fnca,0.15,0.45,0.1,-2.108275338826632
58,103818_fnca,0.2,0.5,0.1,-2.108370740267498
27,103818_fnca,0.1,0.25,0.1,-2.1173933435291445
68,103818_fnca,0.25,0.35,0.1,-2.119196049842669
29,103818_fnca,0.1,0.35,0.1,-2.1284153596743476
59,103818_fnca,0.2,0.55,0.1,-2.129715573511791
9,103818_fnca,0.0,0.65,0.1,-2.140092688284841
48,103818_fnca,0.15,0.65,0.1,-2.1484838568370206
62,103818_fnca,0.2,0.7,0.1,-2.157105316830393
34,103818_fnca,0.1,0.6,0.1,-2.1580929043699912
53,103818_fnca,0.2,0.25,0.1,-2.1702483537532724
6,103818_fnca,0.0,0.5,0.1,-2.1938055587329948
41,103818_fnca,0.15,0.3,0.1,-2.2047079426690033
17,103818_fnca,0.05,0.4,0.1,-2.2052394424056896
4,103818_fnca,0.0,0.4,0.1,-2.2054073228879973
19,103818_fnca,0.05,0.5,0.1,-2.207694868675543
50,103818_fnca,0.15,0.75,0.1,-2.218958824692359
64,103818_fnca,0.2,0.8,0.1,-2.222590896884692
0,103818_fnca,0.0,0.2,0.1,-2.2295520576504155
32,103818_fnca,0.1,0.5,0.1,-2.2326822671996567
56,103818_fnca,0.2,0.4,0.1,-2.233300823496649
1,103818_fnca,0.0,0.25,0.1,-2.236456523344469
31,103818_fnca,0.1,0.45,0.1,-2.2448153725684863
35,103818_fnca,0.1,0.65,0.1,-2.2489197454992134
16,103818_fnca,0.05,0.35,0.1,-2.249479998131382
21,103818_fnca,0.05,0.6,0.1,-2.2709016931217327
7,103818_fnca,0.0,0.55,0.1,-2.311258654556739
18,103818_fnca,0.05,0.45,0.1,-2.32491909128548
77,103818_fnca,0.25,0.8,0.1,-2.3366120959924612
36,103818_fnca,0.1,0.7,0.1,-2.35816032221666
25,103818_fnca,0.05,0.8,0.1,-2.3834090397863754
39,103818_fnca,0.15,0.2,0.1,-2.3860130471881322
38,103818_fnca,0.1,0.8,0.1,-2.391862396328943
28,103818_fnca,0.1,0.3,0.1,-2.395624449058304
12,103818_fnca,0.0,0.8,0.1,-2.4156828003542987
51,103818_fnca,0.15,0.8,0.1,-2.420993703331343
14,103818_fnca,0.05,0.25,0.1,-2.4305798016050897
3,103818_fnca,0.0,0.35,0.1,-2.450287060621089
46,103818_fnca,0.15,0.55,0.1,-2.4533804074833916
10,103818_fnca,0.0,0.7,0.1,-2.5177820749910276
8,103818_fnca,0.0,0.6,0.1,-2.5196022862887326
24,103818_fnca,0.05,0.75,0.1,-2.5638438264226266
11,103818_fnca,0.0,0.75,0.1,-2.5799153311731002
37,103818_fnca,0.1,0.75,0.1,-2.6092546237809806
49,103818_fnca,0.15,0.7,0.1,-2.6395473019837032
22,103818_fnca,0.05,0.65,0.1,-2.903842340505658
