,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.65,0.1,0.39,0.4885648904433402,130922_fnca,-1.838876997539931,0.6666666666666666
1,Punishment,0.5,0.65,0.1,0.384,0.4865525528751929,130922_fnca,-1.838876997539931,0.4
2,Reward,0.5,0.65,0.1,0.3624,0.4808858918629181,130922_fnca,-1.838876997539931,0.3478260869565217
