,HCPID,egs,alpha,r,LL
72,130922_fnca,0.35,0.15,1,-1.8393043456616094
82,130922_fnca,0.4,0.15,1,-1.8414587377185199
92,130922_fnca,0.45,0.15,1,-1.8430046362556933
62,130922_fnca,0.3,0.15,1,-1.8463372534968596
102,130922_fnca,0.5,0.15,1,-1.8472602367330526
52,130922_fnca,0.25,0.15,1,-1.85564385397791
103,130922_fnca,0.5,0.2,1,-1.8608991023812065
42,130922_fnca,0.2,0.15,1,-1.8690151886261903
51,130922_fnca,0.25,0.1,1,-1.8723488990827668
61,130922_fnca,0.3,0.1,1,-1.8726606151859113
31,130922_fnca,0.15,0.1,1,-1.8747242050386665
101,130922_fnca,0.5,0.1,1,-1.8762631559195149
81,130922_fnca,0.4,0.1,1,-1.8783804528678243
91,130922_fnca,0.45,0.1,1,-1.8810625429918666
93,130922_fnca,0.45,0.2,1,-1.8836554825528364
71,130922_fnca,0.35,0.1,1,-1.8841615394746734
83,130922_fnca,0.4,0.2,1,-1.8864295817514871
21,130922_fnca,0.1,0.1,1,-1.8870167292904465
41,130922_fnca,0.2,0.1,1,-1.8917690254306136
32,130922_fnca,0.15,0.15,1,-1.9027731093210012
11,130922_fnca,0.05,0.1,1,-1.909245719333068
70,130922_fnca,0.35,0.05,1,-1.9162895676894882
90,130922_fnca,0.45,0.05,1,-1.9253087839349594
80,130922_fnca,0.4,0.05,1,-1.9274488120764084
22,130922_fnca,0.1,0.15,1,-1.9303377151856895
100,130922_fnca,0.5,0.05,1,-1.9326313908323685
73,130922_fnca,0.35,0.2,1,-1.9349027790722744
60,130922_fnca,0.3,0.05,1,-1.9400825166060096
40,130922_fnca,0.2,0.05,1,-1.9405625255146381
50,130922_fnca,0.25,0.05,1,-1.9421873030035757
2,130922_fnca,0.0,0.15,1,-1.965240691270239
12,130922_fnca,0.05,0.15,1,-1.9770624703706599
20,130922_fnca,0.1,0.05,1,-1.9782126786239385
104,130922_fnca,0.5,0.25,1,-1.9832908668469464
30,130922_fnca,0.15,0.05,1,-1.9886120622677619
94,130922_fnca,0.45,0.25,1,-1.9943993302322558
63,130922_fnca,0.3,0.2,1,-2.0062563040916586
1,130922_fnca,0.0,0.1,1,-2.012821643651191
53,130922_fnca,0.25,0.2,1,-2.0264001300807886
105,130922_fnca,0.5,0.3,1,-2.0503921779153806
84,130922_fnca,0.4,0.25,1,-2.050588626005174
43,130922_fnca,0.2,0.2,1,-2.0632338476921284
10,130922_fnca,0.05,0.05,1,-2.1021349716665747
74,130922_fnca,0.35,0.25,1,-2.1034410293026555
13,130922_fnca,0.05,0.2,1,-2.130024762301666
23,130922_fnca,0.1,0.2,1,-2.139826238892389
4,130922_fnca,0.0,0.25,1,-2.1442526329577345
14,130922_fnca,0.05,0.25,1,-2.1451660473412044
5,130922_fnca,0.0,0.3,1,-2.1465333528937687
3,130922_fnca,0.0,0.2,1,-2.1511841350037315
64,130922_fnca,0.3,0.25,1,-2.1754944546787076
24,130922_fnca,0.1,0.25,1,-2.1821795838467857
33,130922_fnca,0.15,0.2,1,-2.189287284215693
54,130922_fnca,0.25,0.25,1,-2.190109609258474
85,130922_fnca,0.4,0.3,1,-2.207058816737998
75,130922_fnca,0.35,0.3,1,-2.2169655810003626
34,130922_fnca,0.15,0.25,1,-2.216984011155299
6,130922_fnca,0.0,0.35,1,-2.222490397856549
8,130922_fnca,0.0,0.45,1,-2.2267974869040366
95,130922_fnca,0.45,0.3,1,-2.230464538259743
7,130922_fnca,0.0,0.4,1,-2.231215310070989
44,130922_fnca,0.2,0.25,1,-2.2335409853808974
9,130922_fnca,0.0,0.5,1,-2.2380579690103772
96,130922_fnca,0.45,0.35,1,-2.2410515660595376
106,130922_fnca,0.5,0.35,1,-2.2410866293554594
107,130922_fnca,0.5,0.4,1,-2.246765188607011
18,130922_fnca,0.05,0.45,1,-2.2519603890986284
15,130922_fnca,0.05,0.3,1,-2.2572774056987353
17,130922_fnca,0.05,0.4,1,-2.259779662116376
25,130922_fnca,0.1,0.3,1,-2.2709593326151376
55,130922_fnca,0.25,0.3,1,-2.2725792024306397
97,130922_fnca,0.45,0.4,1,-2.2746417832635633
45,130922_fnca,0.2,0.3,1,-2.278747187197598
35,130922_fnca,0.15,0.3,1,-2.282832333731002
66,130922_fnca,0.3,0.35,1,-2.284630186562463
98,130922_fnca,0.45,0.45,1,-2.2847787478677013
76,130922_fnca,0.35,0.35,1,-2.2903018421730077
108,130922_fnca,0.5,0.45,1,-2.290974113295716
16,130922_fnca,0.05,0.35,1,-2.291545495478908
57,130922_fnca,0.25,0.4,1,-2.319623684486532
86,130922_fnca,0.4,0.35,1,-2.321742308502789
65,130922_fnca,0.3,0.3,1,-2.3302749998886263
27,130922_fnca,0.1,0.4,1,-2.336037500226296
19,130922_fnca,0.05,0.5,1,-2.3440591358328127
56,130922_fnca,0.25,0.35,1,-2.3492490959748507
46,130922_fnca,0.2,0.35,1,-2.3593406950538847
26,130922_fnca,0.1,0.35,1,-2.36481571705717
88,130922_fnca,0.4,0.45,1,-2.3659243554477642
77,130922_fnca,0.35,0.4,1,-2.3814790674353437
36,130922_fnca,0.15,0.35,1,-2.390633326499726
28,130922_fnca,0.1,0.45,1,-2.393916457230991
47,130922_fnca,0.2,0.4,1,-2.397915133504963
29,130922_fnca,0.1,0.5,1,-2.3983912616682743
37,130922_fnca,0.15,0.4,1,-2.4009794758568934
78,130922_fnca,0.35,0.45,1,-2.4108198169846644
87,130922_fnca,0.4,0.4,1,-2.42639672070165
48,130922_fnca,0.2,0.45,1,-2.4417546695927017
38,130922_fnca,0.15,0.45,1,-2.461144136594041
67,130922_fnca,0.3,0.4,1,-2.461802848563903
68,130922_fnca,0.3,0.45,1,-2.4682643527659307
79,130922_fnca,0.35,0.5,1,-2.469355907210356
109,130922_fnca,0.5,0.5,1,-2.4914447523558665
49,130922_fnca,0.2,0.5,1,-2.494995690067258
99,130922_fnca,0.45,0.5,1,-2.4969803043536394
39,130922_fnca,0.15,0.5,1,-2.5019482339173287
89,130922_fnca,0.4,0.5,1,-2.5129162797030404
58,130922_fnca,0.25,0.45,1,-2.514671297321082
59,130922_fnca,0.25,0.5,1,-2.526729050593776
69,130922_fnca,0.3,0.5,1,-2.552648891995104
0,130922_fnca,0.0,0.05,1,-2.9751689123411227
