,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.1,0.05,1,0.3,0.4590232468373728,169343_fnca,-1.8378877538665885,0.1666666666666666
1,Punishment,0.1,0.05,1,0.6416,0.4797223643290674,169343_fnca,-1.8378877538665885,0.64
2,Reward,0.1,0.05,1,0.4784,0.4997331553752112,169343_fnca,-1.8378877538665885,0.48
