,HCPID,egs,alpha,r,LL
90,100408_fnca,0.45,0.05,1,-1.8489630487356459
100,100408_fnca,0.5,0.05,1,-1.8495327239275143
50,100408_fnca,0.25,0.05,1,-1.8505562400192646
70,100408_fnca,0.35,0.05,1,-1.8526169501214176
60,100408_fnca,0.3,0.05,1,-1.8542457299556179
30,100408_fnca,0.15,0.05,1,-1.856219864176245
80,100408_fnca,0.4,0.05,1,-1.8565555794873017
40,100408_fnca,0.2,0.05,1,-1.857098754196294
101,100408_fnca,0.5,0.1,1,-1.8709396418792439
20,100408_fnca,0.1,0.05,1,-1.8763944477494923
91,100408_fnca,0.45,0.1,1,-1.8789886355923402
81,100408_fnca,0.4,0.1,1,-1.8844019182495804
71,100408_fnca,0.35,0.1,1,-1.8898931362491846
61,100408_fnca,0.3,0.1,1,-1.9077512171279913
51,100408_fnca,0.25,0.1,1,-1.930029252613396
10,100408_fnca,0.05,0.05,1,-1.9306175397225007
41,100408_fnca,0.2,0.1,1,-1.9313895020657545
31,100408_fnca,0.15,0.1,1,-1.9388070332341534
92,100408_fnca,0.45,0.15,1,-1.957337623166918
102,100408_fnca,0.5,0.15,1,-1.9728985545246014
21,100408_fnca,0.1,0.1,1,-1.9959404008037513
82,100408_fnca,0.4,0.15,1,-2.011449670157228
72,100408_fnca,0.35,0.15,1,-2.0386209134715223
62,100408_fnca,0.3,0.15,1,-2.071919208579049
52,100408_fnca,0.25,0.15,1,-2.1213975820346356
11,100408_fnca,0.05,0.1,1,-2.1413805111938955
93,100408_fnca,0.45,0.2,1,-2.2477813240180753
42,100408_fnca,0.2,0.15,1,-2.2746567974662373
103,100408_fnca,0.5,0.2,1,-2.276682213637166
0,100408_fnca,0.0,0.05,1,-2.3210847769938128
83,100408_fnca,0.4,0.2,1,-2.3775728394750457
1,100408_fnca,0.0,0.1,1,-2.3869554213417086
32,100408_fnca,0.15,0.15,1,-2.4275040750530144
63,100408_fnca,0.3,0.2,1,-2.434330050931039
22,100408_fnca,0.1,0.15,1,-2.493364104912027
73,100408_fnca,0.35,0.2,1,-2.511383525075008
12,100408_fnca,0.05,0.15,1,-2.603652198185932
2,100408_fnca,0.0,0.15,1,-2.606792733238292
53,100408_fnca,0.25,0.2,1,-2.672019628862773
104,100408_fnca,0.5,0.25,1,-2.6951977797733555
94,100408_fnca,0.45,0.25,1,-2.7726826736470898
84,100408_fnca,0.4,0.25,1,-2.7814936779279105
105,100408_fnca,0.5,0.3,1,-2.8529478155260417
43,100408_fnca,0.2,0.2,1,-2.9407833514840727
95,100408_fnca,0.45,0.3,1,-2.987144758372251
33,100408_fnca,0.15,0.2,1,-3.03549208189205
14,100408_fnca,0.05,0.25,1,-3.0363921774626923
5,100408_fnca,0.0,0.3,1,-3.0431706622064585
24,100408_fnca,0.1,0.25,1,-3.051937884390747
3,100408_fnca,0.0,0.2,1,-3.056396324338433
13,100408_fnca,0.05,0.2,1,-3.0668680399638357
4,100408_fnca,0.0,0.25,1,-3.0699293023574317
74,100408_fnca,0.35,0.25,1,-3.0846809183470665
44,100408_fnca,0.2,0.25,1,-3.115567985848834
54,100408_fnca,0.25,0.25,1,-3.1229530923274202
23,100408_fnca,0.1,0.2,1,-3.1242933543947053
34,100408_fnca,0.15,0.25,1,-3.127345363265035
106,100408_fnca,0.5,0.35,1,-3.1885732141684944
64,100408_fnca,0.3,0.25,1,-3.1891924283340716
55,100408_fnca,0.25,0.3,1,-3.219695468378565
8,100408_fnca,0.0,0.45,1,-3.230557765632772
7,100408_fnca,0.0,0.4,1,-3.2436336081948642
15,100408_fnca,0.05,0.3,1,-3.253496095297626
96,100408_fnca,0.45,0.35,1,-3.2701793769458836
9,100408_fnca,0.0,0.5,1,-3.277668110053893
6,100408_fnca,0.0,0.35,1,-3.2847162589508763
17,100408_fnca,0.05,0.4,1,-3.2924475214856006
85,100408_fnca,0.4,0.3,1,-3.2967066915620262
108,100408_fnca,0.5,0.45,1,-3.3005262733856053
16,100408_fnca,0.05,0.35,1,-3.347119077377832
18,100408_fnca,0.05,0.45,1,-3.34887290083398
65,100408_fnca,0.3,0.3,1,-3.349148773475414
86,100408_fnca,0.4,0.35,1,-3.3590288271124034
75,100408_fnca,0.35,0.3,1,-3.4013759916838042
76,100408_fnca,0.35,0.35,1,-3.4031324429526224
25,100408_fnca,0.1,0.3,1,-3.430536062953177
107,100408_fnca,0.5,0.4,1,-3.433583626578466
26,100408_fnca,0.1,0.35,1,-3.4381901505283388
66,100408_fnca,0.3,0.35,1,-3.4658399525652297
35,100408_fnca,0.15,0.3,1,-3.4748825263342304
109,100408_fnca,0.5,0.5,1,-3.4788229601415357
97,100408_fnca,0.45,0.4,1,-3.4870773657730956
56,100408_fnca,0.25,0.35,1,-3.541027044727456
19,100408_fnca,0.05,0.5,1,-3.542423299185936
27,100408_fnca,0.1,0.4,1,-3.5438525978719913
36,100408_fnca,0.15,0.35,1,-3.551425761972944
45,100408_fnca,0.2,0.3,1,-3.5560282365333666
37,100408_fnca,0.15,0.4,1,-3.5665033936912343
87,100408_fnca,0.4,0.4,1,-3.5726629357454236
46,100408_fnca,0.2,0.35,1,-3.605104483151048
88,100408_fnca,0.4,0.45,1,-3.612947016204796
98,100408_fnca,0.45,0.45,1,-3.619253344191217
28,100408_fnca,0.1,0.45,1,-3.6211163606861896
38,100408_fnca,0.15,0.45,1,-3.655176439689779
