,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.2,1,0.2933333333333333,0.4560506142576407,154734_fnca,-1.8386593837610972,0.1666666666666666
1,Punishment,0.5,0.2,1,0.3176,0.4657292808170949,154734_fnca,-1.8386593837610972,0.3333333333333333
2,Reward,0.5,0.2,1,0.2824,0.450347077254859,154734_fnca,-1.8386593837610972,0.2916666666666667
