,HCPID,egs,alpha,r,LL
91,176542_fnca,0.45,0.1,1,-1.838897854082894
100,176542_fnca,0.5,0.05,1,-1.842857197920682
71,176542_fnca,0.35,0.1,1,-1.8453137765616134
81,176542_fnca,0.4,0.1,1,-1.8460596776408724
101,176542_fnca,0.5,0.1,1,-1.8470727524160022
51,176542_fnca,0.25,0.1,1,-1.8495454472661559
90,176542_fnca,0.45,0.05,1,-1.8522244502653695
70,176542_fnca,0.35,0.05,1,-1.8527360616209705
61,176542_fnca,0.3,0.1,1,-1.8533646261815704
60,176542_fnca,0.3,0.05,1,-1.8540864436442646
50,176542_fnca,0.25,0.05,1,-1.8563889211814857
80,176542_fnca,0.4,0.05,1,-1.856503201596326
40,176542_fnca,0.2,0.05,1,-1.8654774310502567
41,176542_fnca,0.2,0.1,1,-1.8688395789979853
102,176542_fnca,0.5,0.15,1,-1.8709953363076663
92,176542_fnca,0.45,0.15,1,-1.8728197125927615
82,176542_fnca,0.4,0.15,1,-1.8728330708689804
30,176542_fnca,0.15,0.05,1,-1.8766699352449827
31,176542_fnca,0.15,0.1,1,-1.8823463185448772
20,176542_fnca,0.1,0.05,1,-1.8837091788600624
72,176542_fnca,0.35,0.15,1,-1.8990230777470734
62,176542_fnca,0.3,0.15,1,-1.910950120860908
21,176542_fnca,0.1,0.1,1,-1.916159660560075
10,176542_fnca,0.05,0.05,1,-1.9709439314180777
11,176542_fnca,0.05,0.1,1,-1.97852494806697
93,176542_fnca,0.45,0.2,1,-1.9877953355008688
52,176542_fnca,0.25,0.15,1,-1.9901715527371215
83,176542_fnca,0.4,0.2,1,-2.0073811743923193
103,176542_fnca,0.5,0.2,1,-2.0089673698309367
42,176542_fnca,0.2,0.15,1,-2.020583474540807
32,176542_fnca,0.15,0.15,1,-2.0507523915335977
73,176542_fnca,0.35,0.2,1,-2.1585113865690753
1,176542_fnca,0.0,0.1,1,-2.167175041596775
63,176542_fnca,0.3,0.2,1,-2.2047219917668386
12,176542_fnca,0.05,0.15,1,-2.212190883687302
22,176542_fnca,0.1,0.15,1,-2.216429111384291
2,176542_fnca,0.0,0.15,1,-2.255372276485138
