,HCPID,orig.model,orig.alpha,orig.proc.temp,orig.decay,orig.decl.temp,alpha,proc.temp,proc.LL,decay,decl.temp,decl.LL,best.model,diff.LL
0,153429_fnca,Procedural,0.6264739207291659,0.9335329866599165,,,0.5201540567046921,0.6419995976751007,-38.924219377319595,0.6013894108580248,0.9028925242146155,-40.80342197198502,Procedural,1.879202594665422
1,153429_fnca,Procedural,0.5100341326942905,1.0477695174194372,,,0.017525576163990374,0.18421753280488762,-44.235719420418874,0.010042167313560864,1.9999999991783808,-44.500466138939295,Procedural,0.26474671852042064
2,153429_fnca,Procedural,0.9727003400922831,1.6067835140844176,,,0.8259186993729541,1.0337763939170619,-40.23874290475947,0.13066848254485428,0.6776219659302565,-42.32493229598623,Procedural,2.0861893912267604
3,153429_fnca,Procedural,0.019019838182678734,1.7597777790080626,,,0.283236524072803,1.9999999998311289,-44.07889718888156,0.010038454830886733,1.9999999991541166,-44.62816521043509,Procedural,0.5492680215535302
4,153429_fnca,Procedural,1.4599449575566061,0.7810892730536347,,,1.3095858563691816,0.9704509117010778,-34.623142160028216,1.999999999782748,1.620910958869648,-34.075216050148036,Declarative,-0.54792610988018
5,153429_fnca,Procedural,0.18589889518311728,1.126154014684698,,,0.23420516708243064,0.45987173244380586,-40.87603247872964,0.5130247419487628,1.0377318467142658,-40.913922675984935,Procedural,0.037890197255293856
6,153429_fnca,Procedural,1.7014313266059318,1.8770899541434434,,,1.6533732668231518,1.3537814563191155,-28.278038036549958,0.8273291696340924,0.9884146656524235,-40.164250577137274,Procedural,11.886212540587316
7,153429_fnca,Procedural,0.3795074295409818,1.5925563000889764,,,0.14159431196383623,0.9727737121844056,-44.16410236298327,0.010000000704746353,1.0591968955722966,-44.11564435998871,Declarative,-0.04845800299456471
8,153429_fnca,Procedural,1.940034227654716,0.9118851943772159,,,1.907282593422954,0.9075574136868109,-20.560648269118758,1.910883154509621,1.6555209760688556,-36.21940917321447,Procedural,15.658760904095715
9,153429_fnca,Procedural,1.7778786740021542,1.9430967226935538,,,1.7083260371578362,1.7913239565590373,-34.9758651125607,0.8681406893784666,1.9999884107748915,-42.660069501839,Procedural,7.6842043892783
10,153429_fnca,Procedural,1.4804592505149743,1.1795968851487635,,,1.6336591727093803,1.927410898182242,-38.37586298957137,0.16604997157798482,1.4951555828302285,-43.82648863377594,Procedural,5.450625644204571
11,153429_fnca,Procedural,1.7111000643007621,0.5411398660893552,,,1.7570863736279714,0.5201351422686582,-15.817067161010694,0.6149327413371425,0.5333555003688903,-36.78372582698838,Procedural,20.966658665977686
12,153429_fnca,Procedural,1.4393408820474822,0.9670607023096742,,,1.4924909623811382,0.6736668993017153,-25.08072878487213,0.01000000081660871,1.8970431760605118,-44.00402201696442,Procedural,18.92329323209229
13,153429_fnca,Procedural,1.984804119554461,0.8392887971492802,,,1.9858466275350397,0.5344109136848882,-9.880228666456464,0.8434466715239343,1.999999999999864,-43.701715152891644,Procedural,33.82148648643518
14,153429_fnca,Procedural,0.21817028436082758,0.1800760967415702,,,0.23160051240824842,0.08730626277699702,-11.867881734242541,0.010000001142003506,0.20577812621709407,-34.14176765966867,Procedural,22.273885925426132
15,153429_fnca,Procedural,1.1273832026073212,1.509455924090841,,,1.5363573787921843,1.9999999996085271,-38.38883695211516,1.4008981788636274,1.9999999999999125,-42.71441886731268,Procedural,4.3255819151975174
16,153429_fnca,Procedural,1.3162481692379893,0.5221870711182308,,,1.438162410063329,0.37040124747536435,-17.230091482672368,1.7102191048469135,1.9999999999999056,-41.937653716074145,Procedural,24.707562233401777
17,153429_fnca,Procedural,1.5873599533855913,0.22766244489088727,,,1.6193771817295313,0.20976390993497743,-9.440288175301234,0.05700662305326595,0.23449877482772902,-38.6088698118049,Procedural,29.168581636503667
18,153429_fnca,Procedural,1.44650748039743,0.7725666647938025,,,1.4766033417745024,0.8528472322580194,-28.93166101000734,0.20930531728514737,1.9987057590209836,-44.10173968577766,Procedural,15.17007867577032
19,153429_fnca,Procedural,0.18690790896661788,0.9114369559278375,,,0.056790924517624485,0.17190123980369215,-40.36254688261428,0.010000001070232453,1.3123566005934624,-42.96387062817821,Procedural,2.6013237455639313
20,153429_fnca,Declarative,,,1.0249523254132922,1.8535413262528866,0.7693525558259355,1.1534910074492135,-41.37936992633797,1.3393715499351952,1.9999999994821767,-41.13856194101818,Declarative,-0.24080798531979042
21,153429_fnca,Declarative,,,1.7507093112003003,0.9271826451512066,0.9426987972553148,0.49165082110427344,-31.245895461839364,1.9999999979470209,0.8690413781494252,-23.847586362618742,Declarative,-7.398309099220622
22,153429_fnca,Declarative,,,0.1678903313211303,1.9279029712873255,0.32429453846739337,1.2353937990269417,-43.037956148731254,0.2675843946848831,1.938260431329844,-43.07767831164435,Procedural,0.03972216291309394
23,153429_fnca,Declarative,,,1.7569572807255494,1.246562125038828,0.6416035404167116,0.5135455006928457,-36.22228867436922,1.9998941995984187,1.314564377389193,-31.792253554565725,Declarative,-4.430035119803492
24,153429_fnca,Declarative,,,1.5602342936519575,0.9151485824717878,0.7312532822838496,0.3631173438910043,-30.346840759641427,1.0120625487899566,0.48330399357870174,-26.168943736502793,Declarative,-4.177897023138634
