,HCPID,egs,alpha,r,LL
60,149741_fnca,0.3,0.05,1,-1.839761274992465
40,149741_fnca,0.2,0.05,1,-1.841545570200502
100,149741_fnca,0.5,0.05,1,-1.8419383995988174
70,149741_fnca,0.35,0.05,1,-1.8443729141353868
30,149741_fnca,0.15,0.05,1,-1.8447316304249624
50,149741_fnca,0.25,0.05,1,-1.8448491234809898
20,149741_fnca,0.1,0.05,1,-1.8455080450302557
80,149741_fnca,0.4,0.05,1,-1.8483762366400416
90,149741_fnca,0.45,0.05,1,-1.849365589055612
10,149741_fnca,0.05,0.05,1,-1.8761715183299579
71,149741_fnca,0.35,0.1,1,-1.8766972273682092
41,149741_fnca,0.2,0.1,1,-1.8784060855988094
61,149741_fnca,0.3,0.1,1,-1.87896424219998
91,149741_fnca,0.45,0.1,1,-1.8821168311407048
81,149741_fnca,0.4,0.1,1,-1.8834857008466264
101,149741_fnca,0.5,0.1,1,-1.8902466117635104
51,149741_fnca,0.25,0.1,1,-1.8938551939645727
31,149741_fnca,0.15,0.1,1,-1.89516257302502
92,149741_fnca,0.45,0.15,1,-1.9236157491395987
21,149741_fnca,0.1,0.1,1,-1.9396346395298172
102,149741_fnca,0.5,0.15,1,-1.9424044360532375
82,149741_fnca,0.4,0.15,1,-1.9932439612962276
72,149741_fnca,0.35,0.15,1,-2.0131509259724574
52,149741_fnca,0.25,0.15,1,-2.018812284689774
62,149741_fnca,0.3,0.15,1,-2.022458713192538
11,149741_fnca,0.05,0.1,1,-2.0623439032504636
103,149741_fnca,0.5,0.2,1,-2.171749990199575
42,149741_fnca,0.2,0.15,1,-2.1736183255798034
0,149741_fnca,0.0,0.05,1,-2.2093656799599075
1,149741_fnca,0.0,0.1,1,-2.2396806028512906
73,149741_fnca,0.35,0.2,1,-2.25004287439295
93,149741_fnca,0.45,0.2,1,-2.2538068486449543
83,149741_fnca,0.4,0.2,1,-2.265360165827677
32,149741_fnca,0.15,0.15,1,-2.2923102567927556
22,149741_fnca,0.1,0.15,1,-2.3675807595657936
63,149741_fnca,0.3,0.2,1,-2.4362162242832257
12,149741_fnca,0.05,0.15,1,-2.4662400707953696
2,149741_fnca,0.0,0.15,1,-2.477408723391007
104,149741_fnca,0.5,0.25,1,-2.527854862987553
53,149741_fnca,0.25,0.2,1,-2.537231401973175
43,149741_fnca,0.2,0.2,1,-2.7076672951745033
94,149741_fnca,0.45,0.25,1,-2.7240870619668356
84,149741_fnca,0.4,0.25,1,-2.807754051674494
74,149741_fnca,0.35,0.25,1,-2.8353719013956358
33,149741_fnca,0.15,0.2,1,-2.8477475760330155
95,149741_fnca,0.45,0.3,1,-2.855849430917643
13,149741_fnca,0.05,0.2,1,-2.910959805405546
64,149741_fnca,0.3,0.25,1,-2.92590321937639
14,149741_fnca,0.05,0.25,1,-2.9351754256381346
4,149741_fnca,0.0,0.25,1,-2.942162215471388
5,149741_fnca,0.0,0.3,1,-2.9531455976813046
23,149741_fnca,0.1,0.2,1,-2.958245087140237
3,149741_fnca,0.0,0.2,1,-2.9643925879446025
105,149741_fnca,0.5,0.3,1,-2.99651502773564
24,149741_fnca,0.1,0.25,1,-3.004847756162948
85,149741_fnca,0.4,0.3,1,-3.0225737787559486
54,149741_fnca,0.25,0.25,1,-3.0416935377191265
34,149741_fnca,0.15,0.25,1,-3.06189585005679
44,149741_fnca,0.2,0.25,1,-3.1259828874231874
7,149741_fnca,0.0,0.4,1,-3.141012979025051
9,149741_fnca,0.0,0.5,1,-3.156828485166211
15,149741_fnca,0.05,0.3,1,-3.15686785738649
8,149741_fnca,0.0,0.45,1,-3.1676834261621147
106,149741_fnca,0.5,0.35,1,-3.170086806186827
17,149741_fnca,0.05,0.4,1,-3.1760017744775055
6,149741_fnca,0.0,0.35,1,-3.1787974741539244
16,149741_fnca,0.05,0.35,1,-3.1952058036931934
107,149741_fnca,0.5,0.4,1,-3.2539990764458686
55,149741_fnca,0.25,0.3,1,-3.255435989902584
25,149741_fnca,0.1,0.3,1,-3.310685450560993
26,149741_fnca,0.1,0.35,1,-3.3118934675642833
35,149741_fnca,0.15,0.3,1,-3.3289419751107916
56,149741_fnca,0.25,0.35,1,-3.3318514889489577
45,149741_fnca,0.2,0.3,1,-3.335349763088435
18,149741_fnca,0.05,0.45,1,-3.335614333331434
65,149741_fnca,0.3,0.3,1,-3.3406551963844433
88,149741_fnca,0.4,0.45,1,-3.361643926621994
75,149741_fnca,0.35,0.3,1,-3.3677730005491506
77,149741_fnca,0.35,0.4,1,-3.411640730090391
108,149741_fnca,0.5,0.45,1,-3.4245168223503333
97,149741_fnca,0.45,0.4,1,-3.4295004396973687
67,149741_fnca,0.3,0.4,1,-3.4377815069150586
19,149741_fnca,0.05,0.5,1,-3.449163246585968
96,149741_fnca,0.45,0.35,1,-3.453286120408075
46,149741_fnca,0.2,0.35,1,-3.454931810284834
57,149741_fnca,0.25,0.4,1,-3.5011613405738586
98,149741_fnca,0.45,0.45,1,-3.5011613405738586
36,149741_fnca,0.15,0.35,1,-3.5029283485963623
86,149741_fnca,0.4,0.35,1,-3.5118190328986296
28,149741_fnca,0.1,0.45,1,-3.518415262028893
27,149741_fnca,0.1,0.4,1,-3.538057885036576
37,149741_fnca,0.15,0.4,1,-3.5409986007227103
78,149741_fnca,0.35,0.45,1,-3.542313435759242
109,149741_fnca,0.5,0.5,1,-3.5490116660589788
66,149741_fnca,0.3,0.35,1,-3.5547126768386557
68,149741_fnca,0.3,0.45,1,-3.5894076964288315
29,149741_fnca,0.1,0.5,1,-3.6290476150236803
38,149741_fnca,0.15,0.45,1,-3.6450249907866104
76,149741_fnca,0.35,0.35,1,-3.6454942396018506
87,149741_fnca,0.4,0.4,1,-3.6768043685181517
99,149741_fnca,0.45,0.5,1,-3.692857835375369
58,149741_fnca,0.25,0.45,1,-3.704181786926183
47,149741_fnca,0.2,0.4,1,-3.739550085468548
79,149741_fnca,0.35,0.5,1,-3.7727413013323217
69,149741_fnca,0.3,0.5,1,-3.834924500433818
89,149741_fnca,0.4,0.5,1,-3.8721012244294304
49,149741_fnca,0.2,0.5,1,-3.883118443717023
39,149741_fnca,0.15,0.5,1,-3.889161401341428
48,149741_fnca,0.2,0.45,1,-3.890892244995733
59,149741_fnca,0.25,0.5,1,-3.9263816253541384
