,HCPID,egs,alpha,r,LL
12,133625_fnca,0.05,0.15,1,-1.8466575474543843
22,133625_fnca,0.1,0.15,1,-1.8541206920190758
2,133625_fnca,0.0,0.15,1,-1.8554714722876386
32,133625_fnca,0.15,0.15,1,-1.862857198709805
63,133625_fnca,0.3,0.2,1,-1.8635263939185944
53,133625_fnca,0.25,0.2,1,-1.8659886352065405
73,133625_fnca,0.35,0.2,1,-1.8681686497627066
83,133625_fnca,0.4,0.2,1,-1.8737603923711073
43,133625_fnca,0.2,0.2,1,-1.8749038209104287
94,133625_fnca,0.45,0.25,1,-1.8751370465483177
33,133625_fnca,0.15,0.2,1,-1.878111985726609
84,133625_fnca,0.4,0.25,1,-1.8803895185246287
104,133625_fnca,0.5,0.25,1,-1.8806350496240989
42,133625_fnca,0.2,0.15,1,-1.8807785721882664
23,133625_fnca,0.1,0.2,1,-1.881304736015859
3,133625_fnca,0.0,0.2,1,-1.8839295195683867
13,133625_fnca,0.05,0.2,1,-1.884163711482922
14,133625_fnca,0.05,0.25,1,-1.884500867073797
5,133625_fnca,0.0,0.3,1,-1.8848937580075342
4,133625_fnca,0.0,0.25,1,-1.8850327402483409
24,133625_fnca,0.1,0.25,1,-1.890906299848768
105,133625_fnca,0.5,0.3,1,-1.8948598807520745
74,133625_fnca,0.35,0.25,1,-1.896814756409461
93,133625_fnca,0.45,0.2,1,-1.9003422424473175
44,133625_fnca,0.2,0.25,1,-1.907018323079291
64,133625_fnca,0.3,0.25,1,-1.907207233613776
34,133625_fnca,0.15,0.25,1,-1.9083266791715694
103,133625_fnca,0.5,0.2,1,-1.91231814964207
52,133625_fnca,0.25,0.15,1,-1.9137078277396846
95,133625_fnca,0.45,0.3,1,-1.915302194571981
85,133625_fnca,0.4,0.3,1,-1.9159111245812044
54,133625_fnca,0.25,0.25,1,-1.9185278218676707
75,133625_fnca,0.35,0.3,1,-1.9237004587967093
96,133625_fnca,0.45,0.35,1,-1.9237291647071992
62,133625_fnca,0.3,0.15,1,-1.9288476291613967
8,133625_fnca,0.0,0.45,1,-1.9344574285646732
9,133625_fnca,0.0,0.5,1,-1.9346987718357016
6,133625_fnca,0.0,0.35,1,-1.9346987718357016
7,133625_fnca,0.0,0.4,1,-1.9348256733889577
106,133625_fnca,0.5,0.35,1,-1.9349566548397226
17,133625_fnca,0.05,0.4,1,-1.945600937617474
16,133625_fnca,0.05,0.35,1,-1.9459419080315792
65,133625_fnca,0.3,0.3,1,-1.9475063785479314
97,133625_fnca,0.45,0.4,1,-1.9508171476221983
72,133625_fnca,0.35,0.15,1,-1.9508218773365273
107,133625_fnca,0.5,0.4,1,-1.9510513790627468
35,133625_fnca,0.15,0.3,1,-1.9524536215982957
18,133625_fnca,0.05,0.45,1,-1.9593474646138165
25,133625_fnca,0.1,0.3,1,-1.960132256933615
15,133625_fnca,0.05,0.3,1,-1.9636328783435073
77,133625_fnca,0.35,0.4,1,-1.9688778751196498
45,133625_fnca,0.2,0.3,1,-1.9707280585468694
92,133625_fnca,0.45,0.15,1,-1.9720955685874408
82,133625_fnca,0.4,0.15,1,-1.973355864609432
55,133625_fnca,0.25,0.3,1,-1.9747992973272517
109,133625_fnca,0.5,0.5,1,-1.9832434540859927
108,133625_fnca,0.5,0.45,1,-1.9884697714506576
46,133625_fnca,0.2,0.35,1,-1.9886401872590584
36,133625_fnca,0.15,0.35,1,-1.9947379639919833
102,133625_fnca,0.5,0.15,1,-1.995166665542137
56,133625_fnca,0.25,0.35,1,-1.9963312521532082
11,133625_fnca,0.05,0.1,1,-1.9981732802050693
99,133625_fnca,0.45,0.5,1,-1.9985779042640057
19,133625_fnca,0.05,0.5,1,-1.9988434153563315
27,133625_fnca,0.1,0.4,1,-1.9999722791353172
26,133625_fnca,0.1,0.35,1,-2.000095046086143
76,133625_fnca,0.35,0.35,1,-2.0007860194756617
87,133625_fnca,0.4,0.4,1,-2.0014416775728754
98,133625_fnca,0.45,0.45,1,-2.003227360506508
57,133625_fnca,0.25,0.4,1,-2.0052270431750827
86,133625_fnca,0.4,0.35,1,-2.008347093750528
1,133625_fnca,0.0,0.1,1,-2.0135490085184897
78,133625_fnca,0.35,0.45,1,-2.0154562625164703
66,133625_fnca,0.3,0.35,1,-2.0172374812762692
28,133625_fnca,0.1,0.45,1,-2.0174807288510936
67,133625_fnca,0.3,0.4,1,-2.0175539970598306
47,133625_fnca,0.2,0.4,1,-2.0194780840391258
29,133625_fnca,0.1,0.5,1,-2.019663404204193
48,133625_fnca,0.2,0.45,1,-2.020027884155912
89,133625_fnca,0.4,0.5,1,-2.027322714325945
38,133625_fnca,0.15,0.45,1,-2.030150469292678
88,133625_fnca,0.4,0.45,1,-2.032407251684911
58,133625_fnca,0.25,0.45,1,-2.0352486580940625
37,133625_fnca,0.15,0.4,1,-2.035816762600345
39,133625_fnca,0.15,0.5,1,-2.046587358782646
69,133625_fnca,0.3,0.5,1,-2.0522135626119145
79,133625_fnca,0.35,0.5,1,-2.055253641277891
21,133625_fnca,0.1,0.1,1,-2.0573779580637845
68,133625_fnca,0.3,0.45,1,-2.0582582875530426
31,133625_fnca,0.15,0.1,1,-2.0660987652119616
61,133625_fnca,0.3,0.1,1,-2.0674365054214454
71,133625_fnca,0.35,0.1,1,-2.074033293793761
41,133625_fnca,0.2,0.1,1,-2.0830323362181766
59,133625_fnca,0.25,0.5,1,-2.0953247162578066
81,133625_fnca,0.4,0.1,1,-2.101753277946357
49,133625_fnca,0.2,0.5,1,-2.1065538547506093
91,133625_fnca,0.45,0.1,1,-2.1095230060508756
51,133625_fnca,0.25,0.1,1,-2.123483232967465
101,133625_fnca,0.5,0.1,1,-2.172048997887645
50,133625_fnca,0.25,0.05,1,-2.206664369332606
40,133625_fnca,0.2,0.05,1,-2.212248127786775
70,133625_fnca,0.35,0.05,1,-2.2166771923446014
60,133625_fnca,0.3,0.05,1,-2.2222274907712256
100,133625_fnca,0.5,0.05,1,-2.2388593967903683
90,133625_fnca,0.45,0.05,1,-2.24368611460586
30,133625_fnca,0.15,0.05,1,-2.247320946222363
20,133625_fnca,0.1,0.05,1,-2.2537351078413606
80,133625_fnca,0.4,0.05,1,-2.257726944594883
10,133625_fnca,0.05,0.05,1,-2.463587814487978
