,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.2,0.25,0.1,0.2266666666666666,0.4193747004212347,133625_fnca,-1.880267739275034,0.1666666666666666
1,Punishment,0.2,0.25,0.1,0.2296,0.4207439368170321,133625_fnca,-1.880267739275034,0.32
2,Reward,0.2,0.25,0.1,0.1984,0.3989545986919488,133625_fnca,-1.880267739275034,0.12
