,HCPID,egs,alpha,r,LL
0,175035_fnca,0.0,0.05,1,-1.950968339136618
10,175035_fnca,0.05,0.05,1,-2.107726168416244
20,175035_fnca,0.1,0.05,1,-2.200352701380827
30,175035_fnca,0.15,0.05,1,-2.2139296194846327
60,175035_fnca,0.3,0.05,1,-2.2820786242711817
40,175035_fnca,0.2,0.05,1,-2.2893842075089186
100,175035_fnca,0.5,0.05,1,-2.2926372552065764
50,175035_fnca,0.25,0.05,1,-2.3097370184501806
70,175035_fnca,0.35,0.05,1,-2.323790961519258
80,175035_fnca,0.4,0.05,1,-2.34981173822281
90,175035_fnca,0.45,0.05,1,-2.364468463552524
51,175035_fnca,0.25,0.1,1,-2.379992009974467
91,175035_fnca,0.45,0.1,1,-2.399939715074198
31,175035_fnca,0.15,0.1,1,-2.425194983487504
71,175035_fnca,0.35,0.1,1,-2.4273922663123093
101,175035_fnca,0.5,0.1,1,-2.4412594328510524
41,175035_fnca,0.2,0.1,1,-2.441855867295428
61,175035_fnca,0.3,0.1,1,-2.4480777116603436
81,175035_fnca,0.4,0.1,1,-2.489150891846756
21,175035_fnca,0.1,0.1,1,-2.5093981074253096
11,175035_fnca,0.05,0.1,1,-2.647289001755518
92,175035_fnca,0.45,0.15,1,-2.6505233959927974
72,175035_fnca,0.35,0.15,1,-2.6974220541708576
102,175035_fnca,0.5,0.15,1,-2.7235583117038367
82,175035_fnca,0.4,0.15,1,-2.7745398770056173
1,175035_fnca,0.0,0.1,1,-2.8837821794041747
62,175035_fnca,0.3,0.15,1,-2.898072147574469
52,175035_fnca,0.25,0.15,1,-3.060476474676195
42,175035_fnca,0.2,0.15,1,-3.3293996881213253
93,175035_fnca,0.45,0.2,1,-3.3708859510494817
103,175035_fnca,0.5,0.2,1,-3.4179497012291296
32,175035_fnca,0.15,0.15,1,-3.425117903619257
73,175035_fnca,0.35,0.2,1,-3.712512310093947
83,175035_fnca,0.4,0.2,1,-3.7278728063420448
