,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
7873,151526_fnca,1,1,Reward,2,5,3.0,0,704,26,1,1,0,0,3.0,,0.0,,MostlyReward,MostlyReward
7874,151526_fnca,2,1,Reward,3,5,3.0,0,28,13,2,2,0,1,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
7875,151526_fnca,3,1,Punishment,4,5,2.0,0,682,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
7876,151526_fnca,4,1,Reward,5,5,2.0,0,632,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
7877,151526_fnca,5,1,Reward,6,5,3.0,0,525,14,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
7878,151526_fnca,6,1,Reward,7,5,2.0,0,308,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
7879,151526_fnca,7,1,Neutral,8,5,2.0,0,402,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
7881,151526_fnca,10,1,Reward,10,5,2.0,0,897,13,1,0,1,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
7882,151526_fnca,11,1,Punishment,11,5,3.0,0,360,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
7883,151526_fnca,12,1,Punishment,12,5,3.0,0,403,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7884,151526_fnca,13,1,Punishment,13,5,3.0,0,545,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7885,151526_fnca,14,1,Neutral,14,5,3.0,0,395,13,4,4,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7886,151526_fnca,15,1,Punishment,15,5,2.0,0,492,14,1,0,1,0,2.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
7887,151526_fnca,16,1,Punishment,16,5,2.0,0,305,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7889,151526_fnca,19,1,Punishment,18,5,3.0,0,608,13,2,2,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
7890,151526_fnca,20,1,Punishment,19,5,3.0,0,282,13,3,3,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7891,151526_fnca,21,1,Punishment,20,5,2.0,0,552,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7892,151526_fnca,22,1,Neutral,21,5,3.0,0,506,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7893,151526_fnca,23,1,Punishment,22,5,3.0,0,447,14,2,2,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
7894,151526_fnca,24,1,Neutral,23,5,3.0,0,418,14,3,3,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7895,151526_fnca,25,1,Punishment,24,5,2.0,0,610,14,1,0,1,0,2.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
7897,151526_fnca,28,1,Reward,26,5,2.0,0,893,14,3,0,3,0,2.0,,0.0,,MostlyReward,MostlyReward
7898,151526_fnca,29,1,Reward,27,5,2.0,0,476,13,4,0,4,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
7899,151526_fnca,30,1,Punishment,28,5,3.0,0,514,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7900,151526_fnca,31,1,Reward,29,5,3.0,0,397,14,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
7901,151526_fnca,32,1,Punishment,30,5,2.0,0,379,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
7902,151526_fnca,33,1,Reward,31,5,2.0,0,317,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
7903,151526_fnca,34,1,Reward,32,5,3.0,0,425,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
7905,151526_fnca,1,2,Punishment,2,5,2.0,0,362,26,1,0,1,0,3.0,,1.0,,,MostlyPunishment
7906,151526_fnca,2,2,Punishment,3,5,3.0,0,271,13,1,1,0,0,2.0,2.0,1.0,Punishment,,MostlyPunishment
7907,151526_fnca,3,2,Reward,4,5,2.0,0,480,13,1,0,1,0,2.0,3.0,0.0,Punishment,,MostlyPunishment
7908,151526_fnca,4,2,Punishment,5,5,2.0,0,324,13,2,0,2,0,2.0,2.0,0.0,Reward,,MostlyPunishment
7909,151526_fnca,5,2,Reward,6,5,2.0,0,286,13,3,0,3,0,3.0,2.0,1.0,Punishment,,MostlyPunishment
7910,151526_fnca,6,2,Punishment,7,5,3.0,0,229,13,1,1,0,0,3.0,2.0,0.0,Reward,,MostlyPunishment
