,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.05,1,0.0,0.0
1,Neutral,0.0,0.1,1,0.0,0.0
2,Neutral,0.0,0.15,1,0.0,0.0
3,Neutral,0.0,0.2,1,0.0,0.0
4,Neutral,0.0,0.25,1,0.0,0.0
5,Neutral,0.0,0.3,1,0.0,0.0
6,Neutral,0.0,0.35,1,0.0,0.0
7,Neutral,0.0,0.4,1,0.0,0.0
8,Neutral,0.0,0.45,1,0.0,0.0
9,Neutral,0.0,0.5,1,0.0,0.0
10,Neutral,0.05,0.05,1,0.2,0.40066833797650675
11,Neutral,0.05,0.1,1,0.13333333333333333,0.3405026123034994
12,Neutral,0.05,0.15,1,0.02,0.14023391829177734
13,Neutral,0.05,0.2,1,0.0033333333333333335,0.05773502691896259
14,Neutral,0.05,0.25,1,0.0033333333333333335,0.05773502691896259
15,Neutral,0.05,0.3,1,0.11333333333333333,0.31752948229939215
16,Neutral,0.05,0.35,1,0.02666666666666667,0.16137646493112862
17,Neutral,0.05,0.4,1,0.013333333333333334,0.11488931224930926
18,Neutral,0.05,0.45,1,0.05333333333333334,0.2250727616773127
19,Neutral,0.05,0.5,1,0.05,0.21830909938949905
20,Neutral,0.1,0.05,1,0.2866666666666667,0.4529600404188833
21,Neutral,0.1,0.1,1,0.21,0.4079887859958013
22,Neutral,0.1,0.15,1,0.11666666666666667,0.32155905051085154
23,Neutral,0.1,0.2,1,0.06333333333333334,0.24396849039011778
24,Neutral,0.1,0.25,1,0.03,0.17087224588772665
25,Neutral,0.1,0.3,1,0.13666666666666666,0.3440690345808725
26,Neutral,0.1,0.35,1,0.07333333333333333,0.261118424591396
27,Neutral,0.1,0.4,1,0.08666666666666667,0.2818160567729818
28,Neutral,0.1,0.45,1,0.06666666666666667,0.24986060773937238
29,Neutral,0.1,0.5,1,0.07666666666666666,0.26650636207348033
30,Neutral,0.15,0.05,1,0.32,0.4672555609057258
31,Neutral,0.15,0.1,1,0.24333333333333335,0.42981160478467845
32,Neutral,0.15,0.15,1,0.18,0.384829371910396
33,Neutral,0.15,0.2,1,0.11333333333333333,0.317529482299392
34,Neutral,0.15,0.25,1,0.09666666666666666,0.29599707733047426
35,Neutral,0.15,0.3,1,0.16333333333333333,0.37028718253185633
36,Neutral,0.15,0.35,1,0.12333333333333334,0.3293688434044334
37,Neutral,0.15,0.4,1,0.09333333333333334,0.29138503682901845
38,Neutral,0.15,0.45,1,0.11666666666666667,0.32155905051085154
39,Neutral,0.15,0.5,1,0.12333333333333334,0.3293688434044333
40,Neutral,0.2,0.05,1,0.32,0.4672555609057258
41,Neutral,0.2,0.1,1,0.30333333333333334,0.46046605250251216
42,Neutral,0.2,0.15,1,0.21666666666666667,0.4126619137653288
43,Neutral,0.2,0.2,1,0.13333333333333333,0.34050261230349943
44,Neutral,0.2,0.25,1,0.11333333333333333,0.3175294822993921
45,Neutral,0.2,0.3,1,0.17666666666666667,0.3820235974197238
46,Neutral,0.2,0.35,1,0.13666666666666666,0.3440690345808725
47,Neutral,0.2,0.4,1,0.13,0.3368653453081294
48,Neutral,0.2,0.45,1,0.14,0.34756679298414617
49,Neutral,0.2,0.5,1,0.12,0.32550449652428004
50,Neutral,0.25,0.05,1,0.38333333333333336,0.48701076700570695
51,Neutral,0.25,0.1,1,0.3,0.45902324683737294
52,Neutral,0.25,0.15,1,0.2833333333333333,0.45136977205609985
53,Neutral,0.25,0.2,1,0.19333333333333333,0.3955719227174287
54,Neutral,0.25,0.25,1,0.16333333333333333,0.3702871825318562
55,Neutral,0.25,0.3,1,0.13666666666666666,0.3440690345808725
