,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1921,111312_fnca,1,1,Reward,2,5,3.0,0,293,27,1,1,0,0,2.0,,1.0,,MostlyReward,MostlyReward
1922,111312_fnca,2,1,Reward,3,5,2.0,0,540,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1923,111312_fnca,3,1,Punishment,4,5,3.0,0,547,14,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
1924,111312_fnca,4,1,Reward,5,5,2.0,0,678,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
1925,111312_fnca,5,1,Reward,6,5,3.0,0,488,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
1926,111312_fnca,6,1,Reward,7,5,2.0,0,309,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1927,111312_fnca,7,1,Neutral,8,5,3.0,0,685,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
1929,111312_fnca,10,1,Reward,10,5,2.0,0,460,13,1,0,1,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
1930,111312_fnca,11,1,Punishment,11,5,3.0,0,267,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
1931,111312_fnca,12,1,Punishment,12,5,3.0,0,586,14,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1932,111312_fnca,13,1,Punishment,13,5,2.0,0,954,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1933,111312_fnca,14,1,Neutral,14,5,3.0,0,710,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1934,111312_fnca,15,1,Punishment,15,5,2.0,0,486,13,1,0,1,0,2.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
1935,111312_fnca,16,1,Punishment,16,5,2.0,0,377,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1937,111312_fnca,19,1,Punishment,18,5,3.0,0,609,13,2,2,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
1938,111312_fnca,20,1,Punishment,19,5,3.0,0,225,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1939,111312_fnca,21,1,Punishment,20,5,3.0,0,505,14,4,4,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1940,111312_fnca,22,1,Neutral,21,5,2.0,0,264,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1941,111312_fnca,23,1,Punishment,22,5,3.0,0,352,13,1,1,0,0,2.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
1942,111312_fnca,24,1,Neutral,23,5,2.0,0,484,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1943,111312_fnca,25,1,Punishment,24,5,3.0,0,432,13,1,1,0,0,2.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
1945,111312_fnca,28,1,Reward,26,5,3.0,0,567,13,1,1,0,0,3.0,,0.0,,MostlyReward,MostlyReward
1946,111312_fnca,29,1,Reward,27,5,3.0,0,316,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
1947,111312_fnca,30,1,Punishment,28,5,3.0,0,517,13,3,3,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1948,111312_fnca,31,1,Reward,29,5,2.0,0,254,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
1949,111312_fnca,32,1,Punishment,30,5,2.0,0,345,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
1950,111312_fnca,33,1,Reward,31,5,3.0,0,263,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
1951,111312_fnca,34,1,Reward,32,5,3.0,0,342,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1953,111312_fnca,1,2,Punishment,2,5,3.0,0,315,27,1,1,0,0,2.0,,1.0,,,MostlyPunishment
1954,111312_fnca,2,2,Punishment,3,5,2.0,0,95,13,1,0,1,1,3.0,3.0,1.0,Punishment,,MostlyPunishment
1955,111312_fnca,3,2,Reward,4,5,3.0,0,407,14,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
1956,111312_fnca,4,2,Punishment,5,5,3.0,0,438,14,2,2,0,0,3.0,3.0,0.0,Reward,,MostlyPunishment
1957,111312_fnca,5,2,Reward,6,5,3.0,0,341,13,3,3,0,0,2.0,3.0,1.0,Punishment,,MostlyPunishment
1958,111312_fnca,6,2,Punishment,7,5,2.0,0,481,13,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyPunishment
1959,111312_fnca,7,2,Punishment,8,5,3.0,0,198,13,1,1,0,1,2.0,2.0,1.0,Punishment,,MostlyPunishment
1961,111312_fnca,10,2,Reward,10,5,2.0,0,609,14,2,0,2,0,2.0,,0.0,,,MostlyReward
1962,111312_fnca,11,2,Neutral,11,5,2.0,0,303,13,3,0,3,0,3.0,2.0,1.0,Reward,,MostlyReward
1963,111312_fnca,12,2,Reward,12,5,3.0,0,263,14,1,1,0,0,2.0,2.0,1.0,Neutral,,MostlyReward
1964,111312_fnca,13,2,Reward,13,5,2.0,0,233,13,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyReward
1965,111312_fnca,14,2,Reward,14,5,3.0,0,373,13,1,1,0,0,2.0,2.0,1.0,Reward,,MostlyReward
1966,111312_fnca,15,2,Reward,15,5,2.0,0,323,14,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyReward
1967,111312_fnca,16,2,Neutral,16,5,3.0,0,380,13,1,1,0,0,2.0,2.0,1.0,Reward,,MostlyReward
1969,111312_fnca,19,2,Punishment,18,5,2.0,0,371,14,2,0,2,0,3.0,,1.0,,,MostlyPunishment
1970,111312_fnca,20,2,Punishment,19,5,3.0,0,293,14,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
1971,111312_fnca,21,2,Reward,20,5,3.0,0,533,14,2,2,0,0,2.0,3.0,1.0,Punishment,,MostlyPunishment
1972,111312_fnca,22,2,Punishment,21,5,2.0,0,391,13,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyPunishment
1973,111312_fnca,23,2,Reward,22,5,3.0,0,209,13,1,1,0,0,2.0,2.0,1.0,Punishment,,MostlyPunishment
1974,111312_fnca,24,2,Punishment,23,5,2.0,0,502,13,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyPunishment
1975,111312_fnca,25,2,Punishment,24,5,3.0,0,380,13,1,1,0,0,2.0,2.0,1.0,Punishment,,MostlyPunishment
1977,111312_fnca,28,2,Reward,26,5,2.0,0,498,14,2,0,2,0,2.0,,0.0,,MostlyReward,MostlyReward
