,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.0,0.1,1,0.0,0.0,163129_fnca,-1.8694214361950237,0.1666666666666666
1,Punishment,0.0,0.1,1,0.6,0.4900940253900043,163129_fnca,-1.8694214361950237,0.48
2,Reward,0.0,0.1,1,0.1816,0.3856688117360239,163129_fnca,-1.8694214361950237,0.16
