,HCPID,ans,bll,lf,LL
128,162329_fnca,0.45,0.75,0.1,-2.0792939628122076
138,162329_fnca,0.5,0.6,0.1,-2.0894423261733164
122,162329_fnca,0.45,0.45,0.1,-2.0950282843411046
126,162329_fnca,0.45,0.65,0.1,-2.0973428787097554
130,162329_fnca,0.5,0.2,0.1,-2.112717706815162
131,162329_fnca,0.5,0.25,0.1,-2.1267061834727246
139,162329_fnca,0.5,0.65,0.1,-2.12996606819474
123,162329_fnca,0.45,0.5,0.1,-2.1306142429695027
141,162329_fnca,0.5,0.75,0.1,-2.132307602615175
137,162329_fnca,0.5,0.55,0.1,-2.132475816592773
135,162329_fnca,0.5,0.45,0.1,-2.1455970304976857
134,162329_fnca,0.5,0.4,0.1,-2.1565681901063085
132,162329_fnca,0.5,0.3,0.1,-2.1621085756193326
142,162329_fnca,0.5,0.8,0.1,-2.1647262279518547
140,162329_fnca,0.5,0.7,0.1,-2.17167051741597
120,162329_fnca,0.45,0.35,0.1,-2.1735405710036924
133,162329_fnca,0.5,0.35,0.1,-2.174459188854535
124,162329_fnca,0.45,0.55,0.1,-2.178032291333386
121,162329_fnca,0.45,0.4,0.1,-2.1862672717612748
136,162329_fnca,0.5,0.5,0.1,-2.1906129651906827
109,162329_fnca,0.4,0.45,0.1,-2.1925774576251245
117,162329_fnca,0.45,0.2,0.1,-2.199862510146331
127,162329_fnca,0.45,0.7,0.1,-2.213198267673673
129,162329_fnca,0.45,0.8,0.1,-2.2153514045992835
125,162329_fnca,0.45,0.6,0.1,-2.2407423906950528
118,162329_fnca,0.45,0.25,0.1,-2.2435926463543927
110,162329_fnca,0.4,0.5,0.1,-2.2495097914459463
119,162329_fnca,0.45,0.3,0.1,-2.255395085751868
111,162329_fnca,0.4,0.55,0.1,-2.262041435659185
115,162329_fnca,0.4,0.75,0.1,-2.2764884379475214
107,162329_fnca,0.4,0.35,0.1,-2.302843143296616
116,162329_fnca,0.4,0.8,0.1,-2.3073480729691074
105,162329_fnca,0.4,0.25,0.1,-2.3181660867625484
103,162329_fnca,0.35,0.8,0.1,-2.3304869163845083
114,162329_fnca,0.4,0.7,0.1,-2.3343604450350677
113,162329_fnca,0.4,0.65,0.1,-2.3393694906517695
91,162329_fnca,0.35,0.2,0.1,-2.377515362793864
99,162329_fnca,0.35,0.6,0.1,-2.3836558883829646
106,162329_fnca,0.4,0.3,0.1,-2.3841547815625015
93,162329_fnca,0.35,0.3,0.1,-2.3871471812518883
108,162329_fnca,0.4,0.4,0.1,-2.3891648307627333
82,162329_fnca,0.3,0.4,0.1,-2.4045295436965164
101,162329_fnca,0.35,0.7,0.1,-2.432070103256873
92,162329_fnca,0.35,0.25,0.1,-2.4356407366477506
104,162329_fnca,0.4,0.2,0.1,-2.491389814180626
112,162329_fnca,0.4,0.6,0.1,-2.495953147570309
96,162329_fnca,0.35,0.45,0.1,-2.4981767946065796
90,162329_fnca,0.3,0.8,0.1,-2.5129043292453375
97,162329_fnca,0.35,0.5,0.1,-2.5273635928206097
98,162329_fnca,0.35,0.55,0.1,-2.557151900801179
84,162329_fnca,0.3,0.5,0.1,-2.559193696416114
89,162329_fnca,0.3,0.75,0.1,-2.560376254795295
73,162329_fnca,0.25,0.6,0.1,-2.5835467472356424
78,162329_fnca,0.3,0.2,0.1,-2.5942915608269215
94,162329_fnca,0.35,0.35,0.1,-2.6666544710449847
102,162329_fnca,0.35,0.75,0.1,-2.675674578016314
69,162329_fnca,0.25,0.4,0.1,-2.679800952443797
71,162329_fnca,0.25,0.5,0.1,-2.689234802229662
100,162329_fnca,0.35,0.65,0.1,-2.692665228002134
95,162329_fnca,0.35,0.4,0.1,-2.716526359739495
86,162329_fnca,0.3,0.6,0.1,-2.740906237829661
85,162329_fnca,0.3,0.55,0.1,-2.76779294780333
83,162329_fnca,0.3,0.45,0.1,-2.7749813390807923
72,162329_fnca,0.25,0.55,0.1,-2.785680954055907
70,162329_fnca,0.25,0.45,0.1,-2.791173209426365
68,162329_fnca,0.25,0.35,0.1,-2.821700397279584
87,162329_fnca,0.3,0.65,0.1,-2.8413838655270762
79,162329_fnca,0.3,0.25,0.1,-2.8671929099300177
66,162329_fnca,0.25,0.25,0.1,-2.871265047163013
57,162329_fnca,0.2,0.45,0.1,-2.8854692124159715
77,162329_fnca,0.25,0.8,0.1,-2.902221356493257
88,162329_fnca,0.3,0.7,0.1,-2.91051940489832
60,162329_fnca,0.2,0.6,0.1,-2.9230931256760373
52,162329_fnca,0.2,0.2,0.1,-2.9765754804209332
63,162329_fnca,0.2,0.75,0.1,-3.024341623442397
81,162329_fnca,0.3,0.35,0.1,-3.029025815303388
80,162329_fnca,0.3,0.3,0.1,-3.035835604117942
67,162329_fnca,0.25,0.3,0.1,-3.0479481591441244
76,162329_fnca,0.25,0.75,0.1,-3.063835739758293
59,162329_fnca,0.2,0.55,0.1,-3.122378660283055
61,162329_fnca,0.2,0.65,0.1,-3.1268842569916666
56,162329_fnca,0.2,0.4,0.1,-3.156655665286082
13,162329_fnca,0.05,0.2,0.1,-3.1637283403715695
46,162329_fnca,0.15,0.55,0.1,-3.1703809809533707
29,162329_fnca,0.1,0.35,0.1,-3.2168970640290997
23,162329_fnca,0.05,0.7,0.1,-3.2173571991054084
53,162329_fnca,0.2,0.25,0.1,-3.241886540140868
64,162329_fnca,0.2,0.8,0.1,-3.242964610496698
