,HCPID,egs,alpha,r,LL
68,147030_fnca,0.3,0.45,1,-1.9080818005026243
79,147030_fnca,0.35,0.5,1,-1.9091028635036011
97,147030_fnca,0.45,0.4,1,-1.909150924317439
66,147030_fnca,0.3,0.35,1,-1.9098341189592665
45,147030_fnca,0.2,0.3,1,-1.9100650377598685
76,147030_fnca,0.35,0.35,1,-1.9119673931402568
56,147030_fnca,0.25,0.35,1,-1.9121693738824832
65,147030_fnca,0.3,0.3,1,-1.9128365737314974
54,147030_fnca,0.25,0.25,1,-1.91290747288287
98,147030_fnca,0.45,0.45,1,-1.9133036278594706
87,147030_fnca,0.4,0.4,1,-1.9133730540418021
35,147030_fnca,0.15,0.3,1,-1.9141545639123208
75,147030_fnca,0.35,0.3,1,-1.9144974646337536
46,147030_fnca,0.2,0.35,1,-1.9145574611655687
47,147030_fnca,0.2,0.4,1,-1.9156010469564255
19,147030_fnca,0.05,0.5,1,-1.9158022765491474
89,147030_fnca,0.4,0.5,1,-1.9158250640433216
39,147030_fnca,0.15,0.5,1,-1.9159287688210755
96,147030_fnca,0.45,0.35,1,-1.9164384294009038
67,147030_fnca,0.3,0.4,1,-1.9165952469417733
55,147030_fnca,0.25,0.3,1,-1.9165982308891398
109,147030_fnca,0.5,0.5,1,-1.9166484589096682
108,147030_fnca,0.5,0.45,1,-1.916870768426094
29,147030_fnca,0.1,0.5,1,-1.9170391845052641
36,147030_fnca,0.15,0.35,1,-1.9172716761007291
26,147030_fnca,0.1,0.35,1,-1.9173744645256203
28,147030_fnca,0.1,0.45,1,-1.9179019727782318
34,147030_fnca,0.15,0.25,1,-1.9181591352029634
9,147030_fnca,0.0,0.5,1,-1.9186674009818359
24,147030_fnca,0.1,0.25,1,-1.9188564292074743
77,147030_fnca,0.35,0.4,1,-1.919236291019366
64,147030_fnca,0.3,0.25,1,-1.9192400494523567
57,147030_fnca,0.25,0.4,1,-1.9193091607177846
16,147030_fnca,0.05,0.35,1,-1.9193194606930688
17,147030_fnca,0.05,0.4,1,-1.9193647028742271
15,147030_fnca,0.05,0.3,1,-1.919407367193461
25,147030_fnca,0.1,0.3,1,-1.9194553625225987
78,147030_fnca,0.35,0.45,1,-1.919650081656083
7,147030_fnca,0.0,0.4,1,-1.9197482023497552
88,147030_fnca,0.4,0.45,1,-1.920119997187114
18,147030_fnca,0.05,0.45,1,-1.920189798137753
33,147030_fnca,0.15,0.2,1,-1.920226467862229
8,147030_fnca,0.0,0.45,1,-1.9202901139396342
23,147030_fnca,0.1,0.2,1,-1.9207955098433933
6,147030_fnca,0.0,0.35,1,-1.920833036558599
86,147030_fnca,0.4,0.35,1,-1.9208670996319368
85,147030_fnca,0.4,0.3,1,-1.9209208294358249
5,147030_fnca,0.0,0.3,1,-1.9209788943464405
44,147030_fnca,0.2,0.25,1,-1.9211239230084054
14,147030_fnca,0.05,0.25,1,-1.9211499879497769
107,147030_fnca,0.5,0.4,1,-1.9219802294083324
38,147030_fnca,0.15,0.45,1,-1.9221443951757669
105,147030_fnca,0.5,0.3,1,-1.9226414269691756
37,147030_fnca,0.15,0.4,1,-1.9233701377471109
95,147030_fnca,0.45,0.3,1,-1.923621217767694
3,147030_fnca,0.0,0.2,1,-1.923663400981836
27,147030_fnca,0.1,0.4,1,-1.923790785206017
13,147030_fnca,0.05,0.2,1,-1.9242310341739024
59,147030_fnca,0.25,0.5,1,-1.9248061073314569
48,147030_fnca,0.2,0.45,1,-1.9248320552809233
49,147030_fnca,0.2,0.5,1,-1.9252942577387646
106,147030_fnca,0.5,0.35,1,-1.9258160349271676
58,147030_fnca,0.25,0.45,1,-1.9260125161724617
4,147030_fnca,0.0,0.25,1,-1.9263729730386636
69,147030_fnca,0.3,0.5,1,-1.92645374844186
99,147030_fnca,0.45,0.5,1,-1.9271517068887711
94,147030_fnca,0.45,0.25,1,-1.9351871816378776
74,147030_fnca,0.35,0.25,1,-1.9402408415538883
43,147030_fnca,0.2,0.2,1,-1.9436666558924882
84,147030_fnca,0.4,0.25,1,-1.9508122739992624
53,147030_fnca,0.25,0.2,1,-1.9575477321573063
104,147030_fnca,0.5,0.25,1,-1.9813676498324102
12,147030_fnca,0.05,0.15,1,-1.9836599951405693
22,147030_fnca,0.1,0.15,1,-1.9837647396325346
2,147030_fnca,0.0,0.15,1,-1.9838260619450596
63,147030_fnca,0.3,0.2,1,-2.0047708615031405
32,147030_fnca,0.15,0.15,1,-2.0206737560083323
83,147030_fnca,0.4,0.2,1,-2.0260734510608516
73,147030_fnca,0.35,0.2,1,-2.028720390778163
93,147030_fnca,0.45,0.2,1,-2.0409547771099694
42,147030_fnca,0.2,0.15,1,-2.0807976562758292
103,147030_fnca,0.5,0.2,1,-2.1426178697017306
52,147030_fnca,0.25,0.15,1,-2.1516300016972245
62,147030_fnca,0.3,0.15,1,-2.1693718862360023
72,147030_fnca,0.35,0.15,1,-2.2090500513247937
82,147030_fnca,0.4,0.15,1,-2.246559955982964
92,147030_fnca,0.45,0.15,1,-2.2523602842530366
102,147030_fnca,0.5,0.15,1,-2.2936838933386787
11,147030_fnca,0.05,0.1,1,-2.3307177720154404
1,147030_fnca,0.0,0.1,1,-2.351151014326012
21,147030_fnca,0.1,0.1,1,-2.363717900845776
31,147030_fnca,0.15,0.1,1,-2.387878455163773
41,147030_fnca,0.2,0.1,1,-2.38977237523494
61,147030_fnca,0.3,0.1,1,-2.42898410790099
51,147030_fnca,0.25,0.1,1,-2.4490850433252715
91,147030_fnca,0.45,0.1,1,-2.4646740526411737
101,147030_fnca,0.5,0.1,1,-2.4728888378208103
71,147030_fnca,0.35,0.1,1,-2.4811150840817846
81,147030_fnca,0.4,0.1,1,-2.5017979206296133
90,147030_fnca,0.45,0.05,1,-2.614821543788003
50,147030_fnca,0.25,0.05,1,-2.644580022168271
60,147030_fnca,0.3,0.05,1,-2.64679133145089
70,147030_fnca,0.35,0.05,1,-2.657937500520263
80,147030_fnca,0.4,0.05,1,-2.6623474297854095
40,147030_fnca,0.2,0.05,1,-2.6634865425590997
100,147030_fnca,0.5,0.05,1,-2.670031404588408
30,147030_fnca,0.15,0.05,1,-2.7288886547753086
20,147030_fnca,0.1,0.05,1,-2.7711457198361176
10,147030_fnca,0.05,0.05,1,-2.999042565417937
0,147030_fnca,0.0,0.05,1,-4.78846271845698
