,HCPID,egs,alpha,r,LL
101,172029_fnca,0.5,0.1,1,-1.8385714257014567
81,172029_fnca,0.4,0.1,1,-1.8388464864139318
61,172029_fnca,0.3,0.1,1,-1.8388469212475749
71,172029_fnca,0.35,0.1,1,-1.8389704985432376
91,172029_fnca,0.45,0.1,1,-1.8409395217499678
51,172029_fnca,0.25,0.1,1,-1.8459480332444382
80,172029_fnca,0.4,0.05,1,-1.8490137934482478
90,172029_fnca,0.45,0.05,1,-1.8515797268908143
70,172029_fnca,0.35,0.05,1,-1.8548147308699086
41,172029_fnca,0.2,0.1,1,-1.8581796837341367
100,172029_fnca,0.5,0.05,1,-1.8584679139347964
31,172029_fnca,0.15,0.1,1,-1.8594289772296235
60,172029_fnca,0.3,0.05,1,-1.8596168610584667
30,172029_fnca,0.15,0.05,1,-1.860530923611797
102,172029_fnca,0.5,0.15,1,-1.8605859404759109
92,172029_fnca,0.45,0.15,1,-1.8625565096023928
50,172029_fnca,0.25,0.05,1,-1.8629669692320823
40,172029_fnca,0.2,0.05,1,-1.8665267297287675
82,172029_fnca,0.4,0.15,1,-1.8689212981742618
52,172029_fnca,0.25,0.15,1,-1.87343306013417
62,172029_fnca,0.3,0.15,1,-1.8886651155529885
21,172029_fnca,0.1,0.1,1,-1.896189559495225
72,172029_fnca,0.35,0.15,1,-1.9012326866106373
20,172029_fnca,0.1,0.05,1,-1.9051741158517146
11,172029_fnca,0.05,0.1,1,-1.9355242520916964
42,172029_fnca,0.2,0.15,1,-1.953968167724934
103,172029_fnca,0.5,0.2,1,-1.9639464801951036
32,172029_fnca,0.15,0.15,1,-2.000321142894017
10,172029_fnca,0.05,0.05,1,-2.005021021161115
93,172029_fnca,0.45,0.2,1,-2.0067964879688596
73,172029_fnca,0.35,0.2,1,-2.046410316411439
83,172029_fnca,0.4,0.2,1,-2.0572954305308437
1,172029_fnca,0.0,0.1,1,-2.0966671585502663
22,172029_fnca,0.1,0.15,1,-2.136248259103226
63,172029_fnca,0.3,0.2,1,-2.1450928021495805
2,172029_fnca,0.0,0.15,1,-2.1748011632275595
94,172029_fnca,0.45,0.25,1,-2.176547563080537
12,172029_fnca,0.05,0.15,1,-2.1982078773923823
104,172029_fnca,0.5,0.25,1,-2.2084732724021388
53,172029_fnca,0.25,0.2,1,-2.2781997230121105
84,172029_fnca,0.4,0.25,1,-2.2940609039118653
43,172029_fnca,0.2,0.2,1,-2.3483627197111936
74,172029_fnca,0.35,0.25,1,-2.39605540297321
95,172029_fnca,0.45,0.3,1,-2.4211536035767236
13,172029_fnca,0.05,0.2,1,-2.432992631075411
33,172029_fnca,0.15,0.2,1,-2.4382055070160398
23,172029_fnca,0.1,0.2,1,-2.4456997003922365
5,172029_fnca,0.0,0.3,1,-2.4523804146402584
4,172029_fnca,0.0,0.25,1,-2.4599374523427726
14,172029_fnca,0.05,0.25,1,-2.464241842015041
105,172029_fnca,0.5,0.3,1,-2.4689680142772144
3,172029_fnca,0.0,0.2,1,-2.479653164346277
54,172029_fnca,0.25,0.25,1,-2.4979747654840545
24,172029_fnca,0.1,0.25,1,-2.5027728451671374
34,172029_fnca,0.15,0.25,1,-2.5213212461835512
64,172029_fnca,0.3,0.25,1,-2.5307991598742827
106,172029_fnca,0.5,0.35,1,-2.5363916621359754
44,172029_fnca,0.2,0.25,1,-2.539799553895937
6,172029_fnca,0.0,0.35,1,-2.5772216876842977
17,172029_fnca,0.05,0.4,1,-2.5841721973426237
9,172029_fnca,0.0,0.5,1,-2.5882240336878763
86,172029_fnca,0.4,0.35,1,-2.5912934738181064
7,172029_fnca,0.0,0.4,1,-2.5996285245303907
0,172029_fnca,0.0,0.05,1,-2.602041003379043
8,172029_fnca,0.0,0.45,1,-2.611456275870907
97,172029_fnca,0.45,0.4,1,-2.6283884669194446
15,172029_fnca,0.05,0.3,1,-2.648368779433472
55,172029_fnca,0.25,0.3,1,-2.667792406128168
56,172029_fnca,0.25,0.35,1,-2.669590588417411
85,172029_fnca,0.4,0.3,1,-2.674741928837274
75,172029_fnca,0.35,0.3,1,-2.6801666003105193
77,172029_fnca,0.35,0.4,1,-2.7040293277406073
18,172029_fnca,0.05,0.45,1,-2.7040293277406082
16,172029_fnca,0.05,0.35,1,-2.7048332257686853
26,172029_fnca,0.1,0.35,1,-2.705204787590617
45,172029_fnca,0.2,0.3,1,-2.7059657247088476
87,172029_fnca,0.4,0.4,1,-2.708719369415733
96,172029_fnca,0.45,0.35,1,-2.709101948330761
27,172029_fnca,0.1,0.4,1,-2.7109013439956464
35,172029_fnca,0.15,0.3,1,-2.722764695607011
76,172029_fnca,0.35,0.35,1,-2.751937253184856
