,HCPID,ans,bll,lf,LL
85,163432_fnca,0.3,0.55,0.1,-1.8395627183004035
94,163432_fnca,0.35,0.35,0.1,-1.8396538139130447
96,163432_fnca,0.35,0.45,0.1,-1.8398066270386617
97,163432_fnca,0.35,0.5,0.1,-1.8414485669628335
81,163432_fnca,0.3,0.35,0.1,-1.8418579837012605
95,163432_fnca,0.35,0.4,0.1,-1.8421824640738704
69,163432_fnca,0.25,0.4,0.1,-1.842703841502635
101,163432_fnca,0.35,0.7,0.1,-1.8430654777790745
98,163432_fnca,0.35,0.55,0.1,-1.8431809461300221
91,163432_fnca,0.35,0.2,0.1,-1.8436646985268368
89,163432_fnca,0.3,0.75,0.1,-1.843793135310002
107,163432_fnca,0.4,0.35,0.1,-1.8443798117251067
72,163432_fnca,0.25,0.55,0.1,-1.8447947251527497
100,163432_fnca,0.35,0.65,0.1,-1.844992435041989
83,163432_fnca,0.3,0.45,0.1,-1.8463096895532356
92,163432_fnca,0.35,0.25,0.1,-1.8470765703798615
104,163432_fnca,0.4,0.2,0.1,-1.8477995685708657
113,163432_fnca,0.4,0.65,0.1,-1.8478385524956915
99,163432_fnca,0.35,0.6,0.1,-1.8480698360151144
76,163432_fnca,0.25,0.75,0.1,-1.8484272631107868
88,163432_fnca,0.3,0.7,0.1,-1.8484303346188387
110,163432_fnca,0.4,0.5,0.1,-1.8486029926648238
78,163432_fnca,0.3,0.2,0.1,-1.8497035505741861
93,163432_fnca,0.35,0.3,0.1,-1.8504379002180362
90,163432_fnca,0.3,0.8,0.1,-1.8506002322023156
102,163432_fnca,0.35,0.75,0.1,-1.851151522884159
60,163432_fnca,0.2,0.6,0.1,-1.851170105308396
30,163432_fnca,0.1,0.4,0.1,-1.851194534464494
103,163432_fnca,0.35,0.8,0.1,-1.8521542989035686
115,163432_fnca,0.4,0.75,0.1,-1.8523496776064845
86,163432_fnca,0.3,0.6,0.1,-1.852649983168213
109,163432_fnca,0.4,0.45,0.1,-1.8541515268317021
84,163432_fnca,0.3,0.5,0.1,-1.8553665576444711
82,163432_fnca,0.3,0.4,0.1,-1.85544176048022
59,163432_fnca,0.2,0.55,0.1,-1.8562242495616972
87,163432_fnca,0.3,0.65,0.1,-1.8579714581033733
62,163432_fnca,0.2,0.7,0.1,-1.8584237700378177
108,163432_fnca,0.4,0.4,0.1,-1.8586135304871754
55,163432_fnca,0.2,0.35,0.1,-1.8590266929022419
71,163432_fnca,0.25,0.5,0.1,-1.860964778302308
123,163432_fnca,0.45,0.5,0.1,-1.861539676329341
80,163432_fnca,0.3,0.3,0.1,-1.8617891410118972
5,163432_fnca,0.0,0.45,0.1,-1.86243991861453
117,163432_fnca,0.45,0.2,0.1,-1.8624759201153274
118,163432_fnca,0.45,0.25,0.1,-1.8632055912021668
128,163432_fnca,0.45,0.75,0.1,-1.8640745733944053
111,163432_fnca,0.4,0.55,0.1,-1.8643535605130972
48,163432_fnca,0.15,0.65,0.1,-1.8649630766867824
116,163432_fnca,0.4,0.8,0.1,-1.8659197069308
139,163432_fnca,0.5,0.65,0.1,-1.8661068738484188
73,163432_fnca,0.25,0.6,0.1,-1.8667570219975669
127,163432_fnca,0.45,0.7,0.1,-1.86714126366701
124,163432_fnca,0.45,0.55,0.1,-1.8682167258932436
106,163432_fnca,0.4,0.3,0.1,-1.8706085075100616
119,163432_fnca,0.45,0.3,0.1,-1.8713252245769731
105,163432_fnca,0.4,0.25,0.1,-1.8713935340869345
32,163432_fnca,0.1,0.5,0.1,-1.8714990325981686
74,163432_fnca,0.25,0.65,0.1,-1.873250988930277
31,163432_fnca,0.1,0.45,0.1,-1.8746289725368772
126,163432_fnca,0.45,0.65,0.1,-1.875465757558441
138,163432_fnca,0.5,0.6,0.1,-1.876426265647221
125,163432_fnca,0.45,0.6,0.1,-1.8769883726312275
79,163432_fnca,0.3,0.25,0.1,-1.8775830823446775
70,163432_fnca,0.25,0.45,0.1,-1.8776388648560003
122,163432_fnca,0.45,0.45,0.1,-1.8785243400359084
121,163432_fnca,0.45,0.4,0.1,-1.879759041321618
120,163432_fnca,0.45,0.35,0.1,-1.883635622423871
136,163432_fnca,0.5,0.5,0.1,-1.8836793666915586
67,163432_fnca,0.25,0.3,0.1,-1.8841108229436743
114,163432_fnca,0.4,0.7,0.1,-1.8852148873992725
112,163432_fnca,0.4,0.6,0.1,-1.885228742200783
66,163432_fnca,0.25,0.25,0.1,-1.8858600707760038
141,163432_fnca,0.5,0.75,0.1,-1.8862274012552365
129,163432_fnca,0.45,0.8,0.1,-1.8868948578705889
11,163432_fnca,0.0,0.75,0.1,-1.8874083781680984
65,163432_fnca,0.25,0.2,0.1,-1.8880889735868895
135,163432_fnca,0.5,0.45,0.1,-1.8916931007454452
134,163432_fnca,0.5,0.4,0.1,-1.8921637528900752
140,163432_fnca,0.5,0.7,0.1,-1.8959256459933709
40,163432_fnca,0.15,0.25,0.1,-1.89660551199555
