,HCPID,egs,alpha,r,LL
93,163432_fnca,0.45,0.2,1,-1.838752604619072
42,163432_fnca,0.2,0.15,1,-1.8390758784228067
83,163432_fnca,0.4,0.2,1,-1.8400105435481593
32,163432_fnca,0.15,0.15,1,-1.8424560132124677
73,163432_fnca,0.35,0.2,1,-1.8431107482620823
103,163432_fnca,0.5,0.2,1,-1.8448752725757882
52,163432_fnca,0.25,0.15,1,-1.8475285274891478
2,163432_fnca,0.0,0.15,1,-1.8563366150838876
22,163432_fnca,0.1,0.15,1,-1.8569376795144747
104,163432_fnca,0.5,0.25,1,-1.8603210224865783
62,163432_fnca,0.3,0.15,1,-1.8610907843858664
12,163432_fnca,0.05,0.15,1,-1.8684482625823087
63,163432_fnca,0.3,0.2,1,-1.8715261709213085
72,163432_fnca,0.35,0.15,1,-1.873489280146572
94,163432_fnca,0.45,0.25,1,-1.8760301657607161
53,163432_fnca,0.25,0.2,1,-1.8784667589696693
82,163432_fnca,0.4,0.15,1,-1.8798552698749738
84,163432_fnca,0.4,0.25,1,-1.901027872943617
74,163432_fnca,0.35,0.25,1,-1.9072600738823953
92,163432_fnca,0.45,0.15,1,-1.9078641420782145
43,163432_fnca,0.2,0.2,1,-1.9087734849205544
102,163432_fnca,0.5,0.15,1,-1.9097515441261539
4,163432_fnca,0.0,0.25,1,-1.9274906749142215
23,163432_fnca,0.1,0.2,1,-1.9280999917674402
5,163432_fnca,0.0,0.3,1,-1.9283815778319828
33,163432_fnca,0.15,0.2,1,-1.9301476522217587
3,163432_fnca,0.0,0.2,1,-1.9311389423682965
13,163432_fnca,0.05,0.2,1,-1.9334913605625377
54,163432_fnca,0.25,0.25,1,-1.9350958445228594
14,163432_fnca,0.05,0.25,1,-1.9375172864627408
24,163432_fnca,0.1,0.25,1,-1.940192382138409
64,163432_fnca,0.3,0.25,1,-1.9413243077599724
11,163432_fnca,0.05,0.1,1,-1.9427388018735265
95,163432_fnca,0.45,0.3,1,-1.9478540649431129
61,163432_fnca,0.3,0.1,1,-1.9507943855880603
34,163432_fnca,0.15,0.25,1,-1.9612808185649007
31,163432_fnca,0.15,0.1,1,-1.9641106652743865
81,163432_fnca,0.4,0.1,1,-1.9650200713224923
21,163432_fnca,0.1,0.1,1,-1.9668337111748144
71,163432_fnca,0.35,0.1,1,-1.967809242100775
85,163432_fnca,0.4,0.3,1,-1.9680931406551654
105,163432_fnca,0.5,0.3,1,-1.9711601954537237
106,163432_fnca,0.5,0.35,1,-1.971436548489727
41,163432_fnca,0.2,0.1,1,-1.9734300368255968
75,163432_fnca,0.35,0.3,1,-1.979008266616288
7,163432_fnca,0.0,0.4,1,-1.979484344627895
8,163432_fnca,0.0,0.45,1,-1.9794843446278951
6,163432_fnca,0.0,0.35,1,-1.9822849510468212
44,163432_fnca,0.2,0.25,1,-1.9836603356626439
9,163432_fnca,0.0,0.5,1,-1.9852195675613507
96,163432_fnca,0.45,0.35,1,-1.9863405955186895
107,163432_fnca,0.5,0.4,1,-1.9887297777325834
51,163432_fnca,0.25,0.1,1,-1.9914575505081256
17,163432_fnca,0.05,0.4,1,-1.9935280872426984
91,163432_fnca,0.45,0.1,1,-1.994301979182182
101,163432_fnca,0.5,0.1,1,-1.9944671233350766
15,163432_fnca,0.05,0.3,1,-1.9954691992997855
16,163432_fnca,0.05,0.35,1,-1.9961615594147621
25,163432_fnca,0.1,0.3,1,-1.997112814776488
18,163432_fnca,0.05,0.45,1,-2.013456205115481
1,163432_fnca,0.0,0.1,1,-2.017232474796836
97,163432_fnca,0.45,0.4,1,-2.019685338832157
35,163432_fnca,0.15,0.3,1,-2.020108755864607
76,163432_fnca,0.35,0.35,1,-2.021885695531282
77,163432_fnca,0.35,0.4,1,-2.0219050388608144
26,163432_fnca,0.1,0.35,1,-2.027576925131904
65,163432_fnca,0.3,0.3,1,-2.028974252376434
45,163432_fnca,0.2,0.3,1,-2.0308003983927314
56,163432_fnca,0.25,0.35,1,-2.0341797448492667
86,163432_fnca,0.4,0.35,1,-2.035335062787927
100,163432_fnca,0.5,0.05,1,-2.0398764156513134
19,163432_fnca,0.05,0.5,1,-2.0463213484823184
60,163432_fnca,0.3,0.05,1,-2.0492978726566817
109,163432_fnca,0.5,0.5,1,-2.051664048019679
55,163432_fnca,0.25,0.3,1,-2.052892288369485
87,163432_fnca,0.4,0.4,1,-2.0541051211991146
