,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.45,0.15,1,0.3766666666666666,0.4853598005695552,156637_fnca,-1.8428013046367444,0.3333333333333333
1,Punishment,0.45,0.15,1,0.4088,0.4918089678408465,156637_fnca,-1.8428013046367444,0.36
2,Reward,0.45,0.15,1,0.3608,0.4804248186814704,156637_fnca,-1.8428013046367444,0.36
