,HCPID,ans,bll,lf,LL
118,167036_fnca,0.45,0.25,0.1,-1.9184345422115971
136,167036_fnca,0.5,0.5,0.1,-1.9210499460267625
138,167036_fnca,0.5,0.6,0.1,-1.9258439978811857
134,167036_fnca,0.5,0.4,0.1,-1.9259038496804295
135,167036_fnca,0.5,0.45,0.1,-1.9369433224948853
139,167036_fnca,0.5,0.65,0.1,-1.9383892327801502
140,167036_fnca,0.5,0.7,0.1,-1.9446688896645012
117,167036_fnca,0.45,0.2,0.1,-1.9467012627135327
137,167036_fnca,0.5,0.55,0.1,-1.9472073114591861
142,167036_fnca,0.5,0.8,0.1,-1.9497493215410358
121,167036_fnca,0.45,0.4,0.1,-1.9501145970539366
132,167036_fnca,0.5,0.3,0.1,-1.9506157272588882
115,167036_fnca,0.4,0.75,0.1,-1.9576352389630987
141,167036_fnca,0.5,0.75,0.1,-1.9623650197858415
127,167036_fnca,0.45,0.7,0.1,-1.9655294811898674
126,167036_fnca,0.45,0.65,0.1,-1.9690427580731662
133,167036_fnca,0.5,0.35,0.1,-1.97012521219068
122,167036_fnca,0.45,0.45,0.1,-1.9777613140353716
131,167036_fnca,0.5,0.25,0.1,-1.982807918180628
107,167036_fnca,0.4,0.35,0.1,-2.0012100486407265
125,167036_fnca,0.45,0.6,0.1,-2.0073554795430413
105,167036_fnca,0.4,0.25,0.1,-2.0112115631052774
123,167036_fnca,0.45,0.5,0.1,-2.0160657565334947
124,167036_fnca,0.45,0.55,0.1,-2.0245841009091228
130,167036_fnca,0.5,0.2,0.1,-2.030755001853189
106,167036_fnca,0.4,0.3,0.1,-2.037027741694524
129,167036_fnca,0.45,0.8,0.1,-2.0401337934111434
116,167036_fnca,0.4,0.8,0.1,-2.0404674994851755
120,167036_fnca,0.45,0.35,0.1,-2.0425043950355017
128,167036_fnca,0.45,0.75,0.1,-2.048212297911693
119,167036_fnca,0.45,0.3,0.1,-2.048232614757107
110,167036_fnca,0.4,0.5,0.1,-2.0486127221258124
100,167036_fnca,0.35,0.65,0.1,-2.057720401470154
109,167036_fnca,0.4,0.45,0.1,-2.0586807675089935
111,167036_fnca,0.4,0.55,0.1,-2.067860322113353
97,167036_fnca,0.35,0.5,0.1,-2.074087636505748
114,167036_fnca,0.4,0.7,0.1,-2.0753334991176082
113,167036_fnca,0.4,0.65,0.1,-2.0786243285583517
94,167036_fnca,0.35,0.35,0.1,-2.1021372884343386
91,167036_fnca,0.35,0.2,0.1,-2.102342147853844
112,167036_fnca,0.4,0.6,0.1,-2.1060358690046574
104,167036_fnca,0.4,0.2,0.1,-2.1085135813960916
99,167036_fnca,0.35,0.6,0.1,-2.1101989887642993
101,167036_fnca,0.35,0.7,0.1,-2.1108685963149334
98,167036_fnca,0.35,0.55,0.1,-2.1187259554710582
93,167036_fnca,0.35,0.3,0.1,-2.134036016744351
108,167036_fnca,0.4,0.4,0.1,-2.1354448435378677
103,167036_fnca,0.35,0.8,0.1,-2.144348428008816
96,167036_fnca,0.35,0.45,0.1,-2.149108981883122
88,167036_fnca,0.3,0.7,0.1,-2.1602210392300596
102,167036_fnca,0.35,0.75,0.1,-2.1790026755194702
83,167036_fnca,0.3,0.45,0.1,-2.2033029794086443
95,167036_fnca,0.35,0.4,0.1,-2.2208344053682567
71,167036_fnca,0.25,0.5,0.1,-2.241166266871266
92,167036_fnca,0.35,0.25,0.1,-2.2468010540964025
90,167036_fnca,0.3,0.8,0.1,-2.2788238952951057
85,167036_fnca,0.3,0.55,0.1,-2.2802351696331833
57,167036_fnca,0.2,0.45,0.1,-2.2855193041168005
79,167036_fnca,0.3,0.25,0.1,-2.286054710407097
76,167036_fnca,0.25,0.75,0.1,-2.2913899868746297
