,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
8961,158035_fnca,1,1,Reward,2,5,2.0,0,451,27,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
8962,158035_fnca,2,1,Reward,3,5,3.0,0,380,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8963,158035_fnca,3,1,Punishment,4,5,3.0,0,270,14,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8964,158035_fnca,4,1,Reward,5,5,3.0,0,277,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
8965,158035_fnca,5,1,Reward,6,5,3.0,0,331,14,4,4,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
8966,158035_fnca,6,1,Reward,7,5,2.0,0,248,14,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8967,158035_fnca,7,1,Neutral,8,5,2.0,0,252,14,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
8969,158035_fnca,10,1,Reward,10,5,2.0,0,628,13,1,0,1,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
8970,158035_fnca,11,1,Punishment,11,5,2.0,0,367,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
8971,158035_fnca,12,1,Punishment,12,5,2.0,0,367,13,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8972,158035_fnca,13,1,Punishment,13,5,2.0,0,431,14,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8973,158035_fnca,14,1,Neutral,14,5,2.0,0,351,14,5,0,5,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8974,158035_fnca,15,1,Punishment,15,5,2.0,0,343,14,6,0,6,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
8975,158035_fnca,16,1,Punishment,16,5,2.0,0,323,13,7,0,7,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
8977,158035_fnca,19,1,Punishment,18,5,3.0,0,603,13,2,2,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
8978,158035_fnca,20,1,Punishment,19,5,3.0,0,328,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8979,158035_fnca,21,1,Punishment,20,5,3.0,0,260,14,4,4,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8980,158035_fnca,22,1,Neutral,21,5,3.0,0,447,13,5,5,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8981,158035_fnca,23,1,Punishment,22,5,3.0,0,340,13,6,6,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
8982,158035_fnca,24,1,Neutral,23,5,3.0,0,305,14,7,7,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8983,158035_fnca,25,1,Punishment,24,5,3.0,0,325,14,8,8,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
8985,158035_fnca,28,1,Reward,26,5,2.0,0,383,13,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
8986,158035_fnca,29,1,Reward,27,5,2.0,0,343,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
8987,158035_fnca,30,1,Punishment,28,5,3.0,0,473,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8988,158035_fnca,31,1,Reward,29,5,3.0,0,406,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
8989,158035_fnca,32,1,Punishment,30,5,3.0,0,400,13,3,3,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8990,158035_fnca,33,1,Reward,31,5,3.0,0,362,14,4,4,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
8991,158035_fnca,34,1,Reward,32,5,2.0,0,334,14,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8993,158035_fnca,1,2,Punishment,2,5,2.0,0,346,27,1,0,1,0,2.0,,0.0,,,MostlyPunishment
8994,158035_fnca,2,2,Punishment,3,5,2.0,0,375,14,2,0,2,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
8995,158035_fnca,3,2,Reward,4,5,2.0,0,332,13,3,0,3,0,3.0,2.0,1.0,Punishment,,MostlyPunishment
8996,158035_fnca,4,2,Punishment,5,5,3.0,0,319,13,1,1,0,0,3.0,2.0,0.0,Reward,,MostlyPunishment
8997,158035_fnca,5,2,Reward,6,5,3.0,0,402,14,2,2,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
8998,158035_fnca,6,2,Punishment,7,5,3.0,0,492,14,3,3,0,0,3.0,3.0,0.0,Reward,,MostlyPunishment
8999,158035_fnca,7,2,Punishment,8,5,3.0,0,389,14,4,4,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
9001,158035_fnca,10,2,Reward,10,5,2.0,0,454,13,1,0,1,0,2.0,,0.0,,,MostlyReward
9002,158035_fnca,11,2,Neutral,11,5,2.0,0,410,13,2,0,2,0,3.0,2.0,1.0,Reward,,MostlyReward
9003,158035_fnca,12,2,Reward,12,5,3.0,0,325,13,1,1,0,0,3.0,2.0,0.0,Neutral,,MostlyReward
9004,158035_fnca,13,2,Reward,13,5,3.0,0,378,13,2,2,0,0,2.0,3.0,1.0,Reward,,MostlyReward
9005,158035_fnca,14,2,Reward,14,5,2.0,0,590,13,1,0,1,0,2.0,3.0,0.0,Reward,,MostlyReward
9006,158035_fnca,15,2,Reward,15,5,2.0,0,483,13,2,0,2,0,2.0,2.0,0.0,Reward,,MostlyReward
9007,158035_fnca,16,2,Neutral,16,5,2.0,0,457,13,3,0,3,0,3.0,2.0,1.0,Reward,,MostlyReward
9009,158035_fnca,19,2,Punishment,18,5,3.0,0,332,13,2,2,0,0,3.0,,0.0,,,MostlyPunishment
9010,158035_fnca,20,2,Punishment,19,5,3.0,0,293,13,3,3,0,0,2.0,3.0,1.0,Punishment,,MostlyPunishment
9011,158035_fnca,21,2,Reward,20,5,2.0,0,288,14,1,0,1,0,2.0,3.0,0.0,Punishment,,MostlyPunishment
9012,158035_fnca,22,2,Punishment,21,5,2.0,0,309,13,2,0,2,0,2.0,2.0,0.0,Reward,,MostlyPunishment
9013,158035_fnca,23,2,Reward,22,5,2.0,0,275,13,3,0,3,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
9014,158035_fnca,24,2,Punishment,23,5,2.0,0,463,13,4,0,4,0,3.0,2.0,1.0,Reward,,MostlyPunishment
9015,158035_fnca,25,2,Punishment,24,5,3.0,0,310,13,1,1,0,0,2.0,2.0,1.0,Punishment,,MostlyPunishment
9017,158035_fnca,28,2,Reward,26,5,2.0,0,460,13,2,0,2,0,2.0,,0.0,,MostlyReward,MostlyReward
9018,158035_fnca,29,2,Reward,27,5,2.0,0,314,13,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
9019,158035_fnca,30,2,Punishment,28,5,2.0,0,300,14,4,0,4,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
9020,158035_fnca,31,2,Reward,29,5,3.0,0,306,14,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
9021,158035_fnca,32,2,Punishment,30,5,2.0,0,333,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
9022,158035_fnca,33,2,Reward,31,5,3.0,0,297,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
9023,158035_fnca,34,2,Reward,32,5,2.0,0,310,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
