,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.3,0.05,1,0.36,0.4808020055718079,173940_fnca,-1.8379029851216981,0.8333333333333334
1,Punishment,0.3,0.05,1,0.5632,0.4961881922997995,173940_fnca,-1.8379029851216981,0.56
2,Reward,0.3,0.05,1,0.5184,0.499861309828287,173940_fnca,-1.8379029851216981,0.52
