,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.25,0.1,0.4333333333333333,0.4963635881027164,173940_fnca,-1.8793431563092977,0.8333333333333334
1,Punishment,0.5,0.25,0.1,0.4512,0.4978120262215049,173940_fnca,-1.8793431563092977,0.56
2,Reward,0.5,0.25,0.1,0.4272,0.4948697574731044,173940_fnca,-1.8793431563092977,0.52
