,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.2,0.1,0.17,0.3762604235825436
1,Neutral,0.0,0.25,0.1,0.10666666666666667,0.3092047555018716
2,Neutral,0.0,0.3,0.1,0.15333333333333332,0.36091052943411095
3,Neutral,0.0,0.35,0.1,0.2733333333333333,0.4464151773751184
4,Neutral,0.0,0.4,0.1,0.17333333333333334,0.3791676620467902
5,Neutral,0.0,0.45,0.1,0.14333333333333334,0.3509979402633573
6,Neutral,0.0,0.5,0.1,0.12666666666666668,0.3331549132304482
7,Neutral,0.0,0.55,0.1,0.11,0.31341254721080325
8,Neutral,0.0,0.6,0.1,0.12333333333333334,0.3293688434044334
9,Neutral,0.0,0.65,0.1,0.24,0.427796719768649
10,Neutral,0.0,0.7,0.1,0.21666666666666667,0.41266191376532896
11,Neutral,0.0,0.75,0.1,0.24333333333333335,0.4298116047846787
12,Neutral,0.0,0.8,0.1,0.15666666666666668,0.3640935354604675
13,Neutral,0.05,0.2,0.1,0.21,0.40798878599580146
14,Neutral,0.05,0.25,0.1,0.18666666666666668,0.39029474612365445
15,Neutral,0.05,0.3,0.1,0.17666666666666667,0.38202359741972364
16,Neutral,0.05,0.35,0.1,0.12666666666666668,0.3331549132304482
17,Neutral,0.05,0.4,0.1,0.13666666666666666,0.3440690345808725
18,Neutral,0.05,0.45,0.1,0.14666666666666667,0.354364411318234
19,Neutral,0.05,0.5,0.1,0.15666666666666668,0.36409353546046747
20,Neutral,0.05,0.55,0.1,0.20666666666666667,0.4055908059796305
21,Neutral,0.05,0.6,0.1,0.1,0.30050125348238005
22,Neutral,0.05,0.65,0.1,0.22333333333333333,0.4171758315991676
23,Neutral,0.05,0.7,0.1,0.18,0.3848293719103959
24,Neutral,0.05,0.75,0.1,0.14333333333333334,0.35099794026335723
25,Neutral,0.05,0.8,0.1,0.16666666666666666,0.3733006833947205
26,Neutral,0.1,0.2,0.1,0.14666666666666667,0.3543644113182341
27,Neutral,0.1,0.25,0.1,0.11333333333333333,0.31752948229939215
28,Neutral,0.1,0.3,0.1,0.12666666666666668,0.33315491323044827
29,Neutral,0.1,0.35,0.1,0.11,0.3134125472108032
30,Neutral,0.1,0.4,0.1,0.20333333333333334,0.40315091187798285
31,Neutral,0.1,0.45,0.1,0.10333333333333333,0.3049023456071545
32,Neutral,0.1,0.5,0.1,0.16,0.3672185974698982
33,Neutral,0.1,0.55,0.1,0.20666666666666667,0.40559080597963043
34,Neutral,0.1,0.6,0.1,0.19666666666666666,0.39814228589993766
35,Neutral,0.1,0.65,0.1,0.15333333333333332,0.3609105294341109
36,Neutral,0.1,0.7,0.1,0.13,0.3368653453081293
37,Neutral,0.1,0.75,0.1,0.16,0.3672185974698982
38,Neutral,0.1,0.8,0.1,0.24,0.4277967197686491
39,Neutral,0.15,0.2,0.1,0.16,0.3672185974698984
