,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.1,1,0.4266666666666667,0.495419374615794,105014_fnca,-1.8395198296605497,0.0
1,Punishment,0.5,0.1,1,0.5032,0.5001898758766954,105014_fnca,-1.8395198296605497,0.48
2,Reward,0.5,0.1,1,0.4632,0.4988434983726807,105014_fnca,-1.8395198296605497,0.48
