,HCPID,egs,alpha,r,LL
101,105014_fnca,0.5,0.1,1,-1.8395198296605497
91,105014_fnca,0.45,0.1,1,-1.8406865965385755
70,105014_fnca,0.35,0.05,1,-1.843901093130372
100,105014_fnca,0.5,0.05,1,-1.845435676859524
81,105014_fnca,0.4,0.1,1,-1.8454831767048494
90,105014_fnca,0.45,0.05,1,-1.8454865418715118
60,105014_fnca,0.3,0.05,1,-1.846281229400112
40,105014_fnca,0.2,0.05,1,-1.8494214411737915
71,105014_fnca,0.35,0.1,1,-1.8508778720698873
50,105014_fnca,0.25,0.05,1,-1.8511197137853292
80,105014_fnca,0.4,0.05,1,-1.8525318367362344
51,105014_fnca,0.25,0.1,1,-1.852627773385159
61,105014_fnca,0.3,0.1,1,-1.853235425833883
41,105014_fnca,0.2,0.1,1,-1.8624298798597838
102,105014_fnca,0.5,0.15,1,-1.8650702246858657
92,105014_fnca,0.45,0.15,1,-1.8668747152942553
30,105014_fnca,0.15,0.05,1,-1.8765576131381492
31,105014_fnca,0.15,0.1,1,-1.8838483502701204
20,105014_fnca,0.1,0.05,1,-1.8947991571078577
82,105014_fnca,0.4,0.15,1,-1.9007954559913827
72,105014_fnca,0.35,0.15,1,-1.9046400203872218
21,105014_fnca,0.1,0.1,1,-1.9282415251906029
52,105014_fnca,0.25,0.15,1,-1.9310904676230818
62,105014_fnca,0.3,0.15,1,-1.9421927194641075
10,105014_fnca,0.05,0.05,1,-1.9765488758246823
11,105014_fnca,0.05,0.1,1,-1.992204344443863
93,105014_fnca,0.45,0.2,1,-2.0003788404700242
103,105014_fnca,0.5,0.2,1,-2.0056246801297624
42,105014_fnca,0.2,0.15,1,-2.017137685348505
32,105014_fnca,0.15,0.15,1,-2.0983675898486607
83,105014_fnca,0.4,0.2,1,-2.164145873985478
1,105014_fnca,0.0,0.1,1,-2.1671750415967743
63,105014_fnca,0.3,0.2,1,-2.1970447714811776
22,105014_fnca,0.1,0.15,1,-2.21642911138429
73,105014_fnca,0.35,0.2,1,-2.2306689397754766
12,105014_fnca,0.05,0.15,1,-2.23718216385445
2,105014_fnca,0.0,0.15,1,-2.2389694888659752
94,105014_fnca,0.45,0.25,1,-2.2578799944621717
104,105014_fnca,0.5,0.25,1,-2.3377373371206183
105,105014_fnca,0.5,0.3,1,-2.3437484678862583
53,105014_fnca,0.25,0.2,1,-2.3811328136981764
43,105014_fnca,0.2,0.2,1,-2.388459880692711
74,105014_fnca,0.35,0.25,1,-2.423302595005315
84,105014_fnca,0.4,0.25,1,-2.438671837669177
33,105014_fnca,0.15,0.2,1,-2.5405603362101434
13,105014_fnca,0.05,0.2,1,-2.552456972132365
23,105014_fnca,0.1,0.2,1,-2.5611404262884108
3,105014_fnca,0.0,0.2,1,-2.5623634584359225
24,105014_fnca,0.1,0.25,1,-2.5645639174755646
5,105014_fnca,0.0,0.3,1,-2.571576941807179
4,105014_fnca,0.0,0.25,1,-2.5715769418071797
14,105014_fnca,0.05,0.25,1,-2.589699443024111
0,105014_fnca,0.0,0.05,1,-2.5957791464306457
34,105014_fnca,0.15,0.25,1,-2.6005898715138183
54,105014_fnca,0.25,0.25,1,-2.6241041891384276
95,105014_fnca,0.45,0.3,1,-2.6435382823675813
97,105014_fnca,0.45,0.4,1,-2.657171603855437
64,105014_fnca,0.3,0.25,1,-2.657751309843464
8,105014_fnca,0.0,0.45,1,-2.6892094880854245
106,105014_fnca,0.5,0.35,1,-2.6918498374931903
9,105014_fnca,0.0,0.5,1,-2.6936817533425224
85,105014_fnca,0.4,0.3,1,-2.6952869013016487
44,105014_fnca,0.2,0.25,1,-2.6972296389951556
7,105014_fnca,0.0,0.4,1,-2.7027863698564003
17,105014_fnca,0.05,0.4,1,-2.705448639899365
96,105014_fnca,0.45,0.35,1,-2.719071763295647
6,105014_fnca,0.0,0.35,1,-2.721662158223848
18,105014_fnca,0.05,0.45,1,-2.733312952902053
86,105014_fnca,0.4,0.35,1,-2.7345542945828933
75,105014_fnca,0.35,0.3,1,-2.7498775256412324
16,105014_fnca,0.05,0.35,1,-2.7554671952821095
