,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.2,0.1,0.14666666666666667,0.3543644113182344
1,Neutral,0.0,0.25,0.1,0.21333333333333335,0.41034558674051
2,Neutral,0.0,0.3,0.1,0.19333333333333333,0.39557192271742875
3,Neutral,0.0,0.35,0.1,0.13666666666666666,0.3440690345808724
4,Neutral,0.0,0.4,0.1,0.15666666666666668,0.36409353546046735
5,Neutral,0.0,0.45,0.1,0.19333333333333333,0.39557192271742897
6,Neutral,0.0,0.5,0.1,0.13333333333333333,0.3405026123034995
7,Neutral,0.0,0.55,0.1,0.15666666666666668,0.3640935354604674
8,Neutral,0.0,0.6,0.1,0.18333333333333332,0.38758607487931873
9,Neutral,0.0,0.65,0.1,0.22333333333333333,0.41717583159916755
10,Neutral,0.0,0.7,0.1,0.18333333333333332,0.3875860748793187
11,Neutral,0.0,0.75,0.1,0.19,0.39295637890109847
12,Neutral,0.0,0.8,0.1,0.16333333333333333,0.3702871825318563
13,Neutral,0.05,0.2,0.1,0.13,0.33686534530812945
14,Neutral,0.05,0.25,0.1,0.11666666666666667,0.32155905051085154
15,Neutral,0.05,0.3,0.1,0.17,0.37626042358254347
16,Neutral,0.05,0.35,0.1,0.19,0.3929563789010983
17,Neutral,0.05,0.4,0.1,0.08666666666666667,0.28181605677298177
18,Neutral,0.05,0.45,0.1,0.15666666666666668,0.36409353546046735
19,Neutral,0.05,0.5,0.1,0.19666666666666666,0.3981422858999376
20,Neutral,0.05,0.55,0.1,0.12,0.32550449652428015
21,Neutral,0.05,0.6,0.1,0.16333333333333333,0.37028718253185616
22,Neutral,0.05,0.65,0.1,0.14666666666666667,0.35436441131823426
23,Neutral,0.05,0.7,0.1,0.08666666666666667,0.28181605677298166
24,Neutral,0.05,0.75,0.1,0.13,0.33686534530812934
25,Neutral,0.05,0.8,0.1,0.18666666666666668,0.3902947461236546
26,Neutral,0.1,0.2,0.1,0.18,0.3848293719103959
27,Neutral,0.1,0.25,0.1,0.17333333333333334,0.37916766204679037
28,Neutral,0.1,0.3,0.1,0.17,0.3762604235825436
29,Neutral,0.1,0.35,0.1,0.12,0.3255044965242802
30,Neutral,0.1,0.4,0.1,0.16333333333333333,0.3702871825318562
31,Neutral,0.1,0.45,0.1,0.24,0.42779671976864886
32,Neutral,0.1,0.5,0.1,0.18,0.3848293719103959
33,Neutral,0.1,0.55,0.1,0.16,0.3672185974698984
34,Neutral,0.1,0.6,0.1,0.15,0.35766803240530487
35,Neutral,0.1,0.65,0.1,0.18666666666666668,0.3902947461236548
36,Neutral,0.1,0.7,0.1,0.14,0.3475667929841462
37,Neutral,0.1,0.75,0.1,0.15666666666666668,0.36409353546046724
38,Neutral,0.1,0.8,0.1,0.2,0.40066833797650675
39,Neutral,0.15,0.2,0.1,0.16,0.3672185974698983
40,Neutral,0.15,0.25,0.1,0.24333333333333335,0.42981160478467884
41,Neutral,0.15,0.3,0.1,0.13,0.33686534530812934
42,Neutral,0.15,0.35,0.1,0.17333333333333334,0.37916766204679025
43,Neutral,0.15,0.4,0.1,0.08666666666666667,0.28181605677298166
44,Neutral,0.15,0.45,0.1,0.2,0.40066833797650686
45,Neutral,0.15,0.5,0.1,0.23666666666666666,0.4257461153528187
46,Neutral,0.15,0.55,0.1,0.15666666666666668,0.36409353546046747
47,Neutral,0.15,0.6,0.1,0.11333333333333333,0.3175294822993922
48,Neutral,0.15,0.65,0.1,0.14333333333333334,0.35099794026335723
49,Neutral,0.15,0.7,0.1,0.15333333333333332,0.3609105294341109
