,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.05,1,0.0,0.0
1,Neutral,0.0,0.1,1,0.0,0.0
2,Neutral,0.0,0.15,1,0.0,0.0
3,Neutral,0.0,0.2,1,0.0,0.0
4,Neutral,0.0,0.25,1,0.0,0.0
5,Neutral,0.0,0.3,1,0.0,0.0
6,Neutral,0.0,0.35,1,0.0,0.0
7,Neutral,0.0,0.4,1,0.0,0.0
8,Neutral,0.0,0.45,1,0.0,0.0
9,Neutral,0.0,0.5,1,0.0,0.0
10,Neutral,0.05,0.05,1,0.16333333333333333,0.37028718253185605
11,Neutral,0.05,0.1,1,0.13333333333333333,0.34050261230349943
12,Neutral,0.05,0.15,1,0.043333333333333335,0.2039465687344377
13,Neutral,0.05,0.2,1,0.0,0.0
14,Neutral,0.05,0.25,1,0.0033333333333333335,0.057735026918962595
15,Neutral,0.05,0.3,1,0.09666666666666666,0.2959970773304743
16,Neutral,0.05,0.35,1,0.02,0.14023391829177742
17,Neutral,0.05,0.4,1,0.043333333333333335,0.2039465687344377
18,Neutral,0.05,0.45,1,0.043333333333333335,0.20394656873443773
19,Neutral,0.05,0.5,1,0.06333333333333334,0.2439684903901178
20,Neutral,0.1,0.05,1,0.27666666666666667,0.44809767608554546
21,Neutral,0.1,0.1,1,0.18,0.38482937191039596
22,Neutral,0.1,0.15,1,0.10666666666666667,0.30920475550187143
23,Neutral,0.1,0.2,1,0.05,0.21830909938949902
24,Neutral,0.1,0.25,1,0.05,0.21830909938949905
25,Neutral,0.1,0.3,1,0.06666666666666667,0.24986060773937238
26,Neutral,0.1,0.35,1,0.06666666666666667,0.2498606077393723
27,Neutral,0.1,0.4,1,0.08,0.2717464881947029
28,Neutral,0.1,0.45,1,0.1,0.30050125348238005
29,Neutral,0.1,0.5,1,0.09666666666666666,0.29599707733047437
30,Neutral,0.15,0.05,1,0.37333333333333335,0.4844976941199833
31,Neutral,0.15,0.1,1,0.2733333333333333,0.44641517737511827
32,Neutral,0.15,0.15,1,0.18666666666666668,0.3902947461236547
33,Neutral,0.15,0.2,1,0.10333333333333333,0.3049023456071545
34,Neutral,0.15,0.25,1,0.12333333333333334,0.3293688434044333
35,Neutral,0.15,0.3,1,0.13,0.33686534530812934
36,Neutral,0.15,0.35,1,0.13333333333333333,0.34050261230349954
37,Neutral,0.15,0.4,1,0.13666666666666666,0.3440690345808724
38,Neutral,0.15,0.45,1,0.10333333333333333,0.30490234560715457
39,Neutral,0.15,0.5,1,0.09666666666666666,0.2959970773304744
40,Neutral,0.2,0.05,1,0.37333333333333335,0.4844976941199832
41,Neutral,0.2,0.1,1,0.28,0.4497490939308702
42,Neutral,0.2,0.15,1,0.23,0.42153565411754623
43,Neutral,0.2,0.2,1,0.15666666666666668,0.3640935354604673
44,Neutral,0.2,0.25,1,0.13,0.3368653453081292
45,Neutral,0.2,0.3,1,0.22333333333333333,0.41717583159916766
46,Neutral,0.2,0.35,1,0.13333333333333333,0.34050261230349943
47,Neutral,0.2,0.4,1,0.13,0.3368653453081293
48,Neutral,0.2,0.45,1,0.12,0.3255044965242801
49,Neutral,0.2,0.5,1,0.16,0.3672185974698983
50,Neutral,0.25,0.05,1,0.38666666666666666,0.4877998748961688
51,Neutral,0.25,0.1,1,0.36,0.4808020055718079
52,Neutral,0.25,0.15,1,0.29333333333333333,0.45605061425764065
53,Neutral,0.25,0.2,1,0.19333333333333333,0.39557192271742886
54,Neutral,0.25,0.25,1,0.13666666666666666,0.3440690345808725
55,Neutral,0.25,0.3,1,0.2,0.40066833797650675
56,Neutral,0.25,0.35,1,0.17666666666666667,0.38202359741972386
