,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
10433,165032_fnca,1,1,Reward,2,5,2.0,0,260,27,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
10436,165032_fnca,4,1,Reward,5,5,2.0,0,185,13,1,0,1,2,2.0,,0.0,Punishment,MostlyReward,MostlyReward
10437,165032_fnca,5,1,Reward,6,5,2.0,0,424,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
10438,165032_fnca,6,1,Reward,7,5,2.0,0,426,13,3,0,3,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
10439,165032_fnca,7,1,Neutral,8,5,3.0,0,299,14,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
10441,165032_fnca,10,1,Reward,10,5,3.0,0,600,13,1,1,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
10442,165032_fnca,11,1,Punishment,11,5,3.0,0,271,14,2,2,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
10443,165032_fnca,12,1,Punishment,12,5,3.0,0,373,14,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
10444,165032_fnca,13,1,Punishment,13,5,3.0,0,492,13,4,4,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
10445,165032_fnca,14,1,Neutral,14,5,2.0,0,362,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
10446,165032_fnca,15,1,Punishment,15,5,3.0,0,250,13,1,1,0,0,2.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
10447,165032_fnca,16,1,Punishment,16,5,2.0,0,364,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
10449,165032_fnca,19,1,Punishment,18,5,2.0,0,683,13,1,0,1,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
10450,165032_fnca,20,1,Punishment,19,5,3.0,0,196,14,1,1,0,1,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
10451,165032_fnca,21,1,Punishment,20,5,3.0,0,265,14,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
10452,165032_fnca,22,1,Neutral,21,5,2.0,0,342,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
10453,165032_fnca,23,1,Punishment,22,5,3.0,0,602,13,1,1,0,0,2.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
10454,165032_fnca,24,1,Neutral,23,5,2.0,0,284,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
10455,165032_fnca,25,1,Punishment,24,5,2.0,0,215,13,2,0,2,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
10457,165032_fnca,28,1,Reward,26,5,2.0,0,552,13,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
10458,165032_fnca,29,1,Reward,27,5,2.0,0,366,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
10459,165032_fnca,30,1,Punishment,28,5,3.0,0,292,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
10460,165032_fnca,31,1,Reward,29,5,2.0,0,467,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
10461,165032_fnca,32,1,Punishment,30,5,2.0,0,338,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
10462,165032_fnca,33,1,Reward,31,5,3.0,0,1043,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
10463,165032_fnca,34,1,Reward,32,5,2.0,0,247,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
10465,165032_fnca,1,2,Punishment,2,5,2.0,0,561,27,1,0,1,0,3.0,,1.0,,,MostlyPunishment
10466,165032_fnca,2,2,Punishment,3,5,3.0,0,222,14,1,1,0,0,2.0,2.0,1.0,Punishment,,MostlyPunishment
10467,165032_fnca,3,2,Reward,4,5,2.0,0,210,13,1,0,1,0,2.0,3.0,0.0,Punishment,,MostlyPunishment
10468,165032_fnca,4,2,Punishment,5,5,2.0,0,226,13,2,0,2,0,2.0,2.0,0.0,Reward,,MostlyPunishment
10469,165032_fnca,5,2,Reward,6,5,2.0,0,418,13,3,0,3,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
