,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.1,1,0.41,0.4926550822840806,992774_fnca,-1.9177542486121038,0.3333333333333333
1,Punishment,0.5,0.1,1,0.4816,0.4998613098282866,992774_fnca,-1.9177542486121038,0.32
2,Reward,0.5,0.1,1,0.4432,0.4969621082835753,992774_fnca,-1.9177542486121038,0.56
