,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.45,0.15,1,0.33,0.4709983703612392,171633_fnca,-1.848190465055898,0.6666666666666666
1,Punishment,0.45,0.15,1,0.4152,0.4929537125229425,171633_fnca,-1.848190465055898,0.36
2,Reward,0.45,0.15,1,0.396,0.4892601561544942,171633_fnca,-1.848190465055898,0.44
