,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1345,107321_fnca,1,1,Reward,2,5,3.0,0,417,27,1,1,0,0,3.0,,0.0,,MostlyReward,MostlyReward
1346,107321_fnca,2,1,Reward,3,5,3.0,0,442,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1347,107321_fnca,3,1,Punishment,4,5,2.0,0,257,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
1348,107321_fnca,4,1,Reward,5,5,2.0,0,666,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
1349,107321_fnca,5,1,Reward,6,5,3.0,0,422,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
1350,107321_fnca,6,1,Reward,7,5,3.0,0,307,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1351,107321_fnca,7,1,Neutral,8,5,2.0,0,242,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
1353,107321_fnca,10,1,Reward,10,5,3.0,0,757,13,1,1,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
1354,107321_fnca,11,1,Punishment,11,5,3.0,0,349,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
1355,107321_fnca,12,1,Punishment,12,5,3.0,0,362,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1356,107321_fnca,13,1,Punishment,13,5,3.0,0,557,14,4,4,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1357,107321_fnca,14,1,Neutral,14,5,3.0,0,342,13,5,5,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1358,107321_fnca,15,1,Punishment,15,5,2.0,0,173,14,1,0,1,1,2.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
