,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
110,Punishment,0.0,0.05,1,0.88,0.3250915988427114,136833_fnca,0.76,0.3691267335950426,0.3726685702540755,-0.9870658059319454
220,Reward,0.0,0.05,1,0.5064,0.5001591420076881,136833_fnca,0.75,-0.48704498136766156,0.35432350042422495,-1.0375449401423855
111,Punishment,0.0,0.1,1,0.6,0.4900940253900043,136833_fnca,0.76,-0.3264679667797952,0.37823892743887966,-0.9722291998713394
221,Reward,0.0,0.1,1,0.1784,0.3830023402462542,136833_fnca,0.75,-1.4924190792998433,0.1309950310608258,-2.0325958873337684
112,Punishment,0.0,0.15,1,0.28,0.4491785937990611,136833_fnca,0.76,-1.0686172641048135,0.22539294860662107,-1.489909961776101
222,Reward,0.0,0.15,1,0.1784,0.3830023402462541,136833_fnca,0.75,-1.4924190792998435,0.13099503106082575,-2.032595887333769
113,Punishment,0.0,0.2,1,0.2,0.4001600960640447,136833_fnca,0.76,-1.3994398879551782,0.14984489799627346,-1.8981545332046734
223,Reward,0.0,0.2,1,0.1392,0.34629365491783,136833_fnca,0.75,-1.7638209401928926,0.08420755055233144,-2.4744706877361424
114,Punishment,0.0,0.25,1,0.2,0.4001600960640447,136833_fnca,0.76,-1.3994398879551782,0.14984489799627346,-1.8981545332046734
224,Reward,0.0,0.25,1,0.1416,0.3487789520683905,136833_fnca,0.75,-1.7443713171106199,0.08712998636896124,-2.440354179183792
115,Punishment,0.0,0.3,1,0.2,0.4001600960640447,136833_fnca,0.76,-1.3994398879551782,0.14984489799627346,-1.8981545332046734
225,Reward,0.0,0.3,1,0.1424,0.3495997940686041,136833_fnca,0.75,-1.7379872937818923,0.08810390257827778,-2.4292384498783255
116,Punishment,0.0,0.35,1,0.16,0.3667527860628576,136833_fnca,0.76,-1.6359793921161003,0.10464801283793027,-2.2571528189189554
226,Reward,0.0,0.35,1,0.144,0.3512302523304645,136833_fnca,0.75,-1.7253639058113606,0.09005102391188843,-2.4073788369429896
117,Punishment,0.0,0.4,1,0.16,0.3667527860628576,136833_fnca,0.76,-1.6359793921161003,0.10464801283793027,-2.2571528189189554
227,Reward,0.0,0.4,1,0.14,0.347125909602977,136833_fnca,0.75,-1.7572874369927716,0.0851817473302605,-2.4629681013109845
118,Punishment,0.0,0.45,1,0.16,0.3667527860628576,136833_fnca,0.76,-1.6359793921161003,0.10464801283793027,-2.2571528189189554
228,Reward,0.0,0.45,1,0.1432,0.350416885430591,136833_fnca,0.75,-1.7316517132282776,0.08907760159115462,-2.418247361167887
119,Punishment,0.0,0.5,1,0.16,0.3667527860628576,136833_fnca,0.76,-1.6359793921161003,0.10464801283793027,-2.2571528189189554
229,Reward,0.0,0.5,1,0.144,0.3512302523304643,136833_fnca,0.75,-1.7253639058113617,0.09005102391188827,-2.4073788369429914
120,Punishment,0.05,0.05,1,0.6976,0.4594813799391749,136833_fnca,0.76,-0.1358052855335735,0.39528032944646757,-0.9281600709941004
230,Reward,0.05,0.05,1,0.4504,0.4977328906394869,136833_fnca,0.75,-0.601929279005601,0.3328384766890442,-1.1000979616667739
121,Punishment,0.05,0.1,1,0.5312,0.4992253406555019,136833_fnca,0.76,-0.45831006835425636,0.3591688766583733,-1.023962592582114
231,Reward,0.05,0.1,1,0.2584,0.4379302071027237,136833_fnca,0.75,-1.12255330193445,0.21246001117191807,-1.549001491046641
122,Punishment,0.05,0.15,1,0.2912,0.4544973204006832,136833_fnca,0.76,-1.031469227556078,0.23435858620490427,-1.4509029169022387
232,Reward,0.05,0.15,1,0.1656,0.3718699635838485,136833_fnca,0.75,-1.5715170818528093,0.11604566489157543,-2.153771502482257
123,Punishment,0.05,0.2,1,0.2032,0.4025411674763346,136833_fnca,0.76,-1.3832125630547694,0.15326650187753443,-1.8755770305009447
233,Reward,0.05,0.2,1,0.14,0.3471259096029769,136833_fnca,0.75,-1.7572874369927722,0.08518174733026039,-2.462968101310986
124,Punishment,0.05,0.25,1,0.1992,0.3995586035391172,136833_fnca,0.76,-1.4035488036865587,0.14898447764097783,-1.9039131553696578
234,Reward,0.05,0.25,1,0.1392,0.3462936549178298,136833_fnca,0.75,-1.7638209401928935,0.0842075505523313,-2.474470687736144
125,Punishment,0.05,0.3,1,0.1552,0.3622401611465493,136833_fnca,0.76,-1.6696105646754054,0.09898982102702236,-2.3127382520425357
235,Reward,0.05,0.3,1,0.1392,0.3462936549178297,136833_fnca,0.75,-1.7638209401928941,0.08420755055233119,-2.474470687736145
126,Punishment,0.05,0.35,1,0.148,0.355242111194679,136833_fnca,0.76,-1.7227687279017803,0.09045483821107263,-2.4029045781228318
236,Reward,0.05,0.35,1,0.1424,0.3495997940686038,136833_fnca,0.75,-1.7379872937818936,0.08810390257827758,-2.4292384498783277
127,Punishment,0.05,0.4,1,0.1568,0.3637576331742798,136833_fnca,0.76,-1.6582469891731482,0.10087934585281189,-2.293830071755578
237,Reward,0.05,0.4,1,0.1448,0.3520399205836571,136833_fnca,0.75,-1.7191232147667275,0.09102411141291888,-2.3966308469796167
128,Punishment,0.05,0.45,1,0.148,0.3552421111946795,136833_fnca,0.76,-1.722768727901778,0.09045483821107297,-2.4029045781228278
238,Reward,0.05,0.45,1,0.1416,0.3487789520683909,136833_fnca,0.75,-1.7443713171106179,0.08712998636896155,-2.4403541791837884
129,Punishment,0.05,0.5,1,0.1312,0.3377540854790749,136833_fnca,0.76,-1.8617095307910243,0.07051571249521187,-2.6519197217237407
239,Reward,0.05,0.5,1,0.1264,0.3324326234883202,136833_fnca,0.75,-1.87586884059804,0.06867428305273059,-2.67838048676799
130,Punishment,0.1,0.05,1,0.644,0.4790068455110394,136833_fnca,0.76,-0.24216772909840723,0.3874140978572702,-0.9482611377130125
240,Reward,0.1,0.05,1,0.4808,0.4998311964853579,136833_fnca,0.75,-0.5385818290113189,0.3450818214400526,-1.0639737264752613
131,Punishment,0.1,0.1,1,0.5616,0.496389526530969,136833_fnca,0.76,-0.39968611220813527,0.3683163632623402,-0.9988130273506995
241,Reward,0.1,0.1,1,0.3208,0.4669708871520345,136833_fnca,0.75,-0.919115113615772,0.26149899747211797,-1.3413248292431394
