,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
8705,156233_fnca,1,1,Reward,2,5,3.0,0,537,26,1,1,0,0,3.0,,0.0,,MostlyReward,MostlyReward
8706,156233_fnca,2,1,Reward,3,5,3.0,0,419,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
8707,156233_fnca,3,1,Punishment,4,5,2.0,0,526,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8708,156233_fnca,4,1,Reward,5,5,2.0,0,293,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
8709,156233_fnca,5,1,Reward,6,5,3.0,0,344,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8710,156233_fnca,6,1,Reward,7,5,3.0,0,334,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
8711,156233_fnca,7,1,Neutral,8,5,2.0,0,824,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
8713,156233_fnca,10,1,Reward,10,5,3.0,0,1292,13,2,2,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
8714,156233_fnca,11,1,Punishment,11,5,2.0,0,762,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
8715,156233_fnca,12,1,Punishment,12,5,2.0,0,350,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
8716,156233_fnca,13,1,Punishment,13,5,3.0,0,244,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
8717,156233_fnca,14,1,Neutral,14,5,2.0,0,484,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
8718,156233_fnca,15,1,Punishment,15,5,3.0,0,616,14,1,1,0,0,2.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
8719,156233_fnca,16,1,Punishment,16,5,2.0,0,276,14,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8721,156233_fnca,19,1,Punishment,18,5,3.0,0,815,13,1,1,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
8722,156233_fnca,20,1,Punishment,19,5,3.0,0,419,13,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
8723,156233_fnca,21,1,Punishment,20,5,2.0,0,274,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
8724,156233_fnca,22,1,Neutral,21,5,3.0,0,386,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8725,156233_fnca,23,1,Punishment,22,5,3.0,0,713,14,2,2,0,0,2.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
8726,156233_fnca,24,1,Neutral,23,5,2.0,0,371,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8727,156233_fnca,25,1,Punishment,24,5,2.0,0,319,13,2,0,2,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
8729,156233_fnca,28,1,Reward,26,5,3.0,0,830,13,2,2,0,0,2.0,,1.0,,MostlyReward,MostlyReward
8730,156233_fnca,29,1,Reward,27,5,2.0,0,253,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
8731,156233_fnca,30,1,Punishment,28,5,3.0,0,468,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
8732,156233_fnca,31,1,Reward,29,5,2.0,0,315,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
8733,156233_fnca,32,1,Punishment,30,5,2.0,0,691,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8734,156233_fnca,33,1,Reward,31,5,2.0,0,478,13,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
8735,156233_fnca,34,1,Reward,32,5,2.0,0,1040,14,4,0,4,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
8737,156233_fnca,1,2,Punishment,2,5,2.0,0,416,27,1,0,1,0,3.0,,1.0,,,MostlyPunishment
8738,156233_fnca,2,2,Punishment,3,5,3.0,0,463,13,1,1,0,0,2.0,2.0,1.0,Punishment,,MostlyPunishment
8739,156233_fnca,3,2,Reward,4,5,2.0,0,502,14,1,0,1,0,2.0,3.0,0.0,Punishment,,MostlyPunishment
8740,156233_fnca,4,2,Punishment,5,5,2.0,0,218,13,2,0,2,0,3.0,2.0,1.0,Reward,,MostlyPunishment
8741,156233_fnca,5,2,Reward,6,5,3.0,0,239,13,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
8742,156233_fnca,6,2,Punishment,7,5,3.0,0,462,13,2,2,0,0,2.0,3.0,1.0,Reward,,MostlyPunishment
8743,156233_fnca,7,2,Punishment,8,5,2.0,0,269,14,1,0,1,0,3.0,3.0,1.0,Punishment,,MostlyPunishment
8745,156233_fnca,10,2,Reward,10,5,3.0,0,701,14,2,2,0,0,3.0,,0.0,,,MostlyReward
8746,156233_fnca,11,2,Neutral,11,5,3.0,0,585,13,3,3,0,0,3.0,3.0,0.0,Reward,,MostlyReward
8747,156233_fnca,12,2,Reward,12,5,3.0,0,329,13,4,4,0,0,3.0,3.0,0.0,Neutral,,MostlyReward
8748,156233_fnca,13,2,Reward,13,5,3.0,0,1001,13,5,5,0,0,3.0,3.0,0.0,Reward,,MostlyReward
8749,156233_fnca,14,2,Reward,14,5,3.0,0,493,13,6,6,0,0,3.0,3.0,0.0,Reward,,MostlyReward
8750,156233_fnca,15,2,Reward,15,5,3.0,0,972,14,7,7,0,0,3.0,3.0,0.0,Reward,,MostlyReward
8751,156233_fnca,16,2,Neutral,16,5,3.0,0,930,14,8,8,0,0,2.0,3.0,1.0,Reward,,MostlyReward
8753,156233_fnca,19,2,Punishment,18,5,2.0,0,854,13,2,0,2,0,3.0,,1.0,,,MostlyPunishment
8754,156233_fnca,20,2,Punishment,19,5,3.0,0,40,13,1,1,0,1,2.0,2.0,1.0,Punishment,,MostlyPunishment
8755,156233_fnca,21,2,Reward,20,5,2.0,0,199,13,1,0,1,2,2.0,3.0,0.0,Punishment,,MostlyPunishment
8756,156233_fnca,22,2,Punishment,21,5,2.0,0,276,14,2,0,2,0,3.0,2.0,1.0,Reward,,MostlyPunishment
8757,156233_fnca,23,2,Reward,22,5,3.0,0,262,13,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
8758,156233_fnca,24,2,Punishment,23,5,3.0,0,248,13,2,2,0,0,2.0,3.0,1.0,Reward,,MostlyPunishment
8759,156233_fnca,25,2,Punishment,24,5,2.0,0,319,13,1,0,1,0,3.0,3.0,1.0,Punishment,,MostlyPunishment
8761,156233_fnca,28,2,Reward,26,5,3.0,0,820,14,2,2,0,0,3.0,,0.0,,MostlyReward,MostlyReward
8762,156233_fnca,29,2,Reward,27,5,3.0,0,516,13,3,3,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8763,156233_fnca,30,2,Punishment,28,5,3.0,0,353,14,4,4,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8764,156233_fnca,31,2,Reward,29,5,3.0,0,459,14,5,5,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
8765,156233_fnca,32,2,Punishment,30,5,3.0,0,1001,13,6,6,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8766,156233_fnca,33,2,Reward,31,5,3.0,0,333,13,7,7,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
8767,156233_fnca,34,2,Reward,32,5,3.0,0,513,13,8,8,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
