,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.7,0.1,0.45,0.4983249534162668,172938_fnca,-1.914650610665449,0.6
1,Punishment,0.5,0.7,0.1,0.4496,0.4976524554074846,172938_fnca,-1.914650610665449,0.5909090909090909
2,Reward,0.5,0.7,0.1,0.4264,0.4947513143898384,172938_fnca,-1.914650610665449,0.56
