,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
10881,168341_fnca,1,1,Reward,2,5,3.0,0,280,27,1,1,0,0,3.0,,0.0,,MostlyReward,MostlyReward
10882,168341_fnca,2,1,Reward,3,5,3.0,0,355,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
10883,168341_fnca,3,1,Punishment,4,5,3.0,0,430,13,3,3,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
10884,168341_fnca,4,1,Reward,5,5,2.0,0,472,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
10885,168341_fnca,5,1,Reward,6,5,2.0,0,772,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
10886,168341_fnca,6,1,Reward,7,5,2.0,0,773,13,3,0,3,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
10887,168341_fnca,7,1,Neutral,8,5,3.0,0,676,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
10889,168341_fnca,10,1,Reward,10,5,3.0,0,1017,13,3,3,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
10890,168341_fnca,11,1,Punishment,11,5,3.0,0,602,13,4,4,0,0,2.0,3.0,1.0,Reward,MostlyPunishment,MostlyPunishment
10891,168341_fnca,12,1,Punishment,12,5,2.0,0,361,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
10892,168341_fnca,13,1,Punishment,13,5,2.0,0,332,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
10893,168341_fnca,14,1,Neutral,14,5,2.0,0,511,13,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
10894,168341_fnca,15,1,Punishment,15,5,2.0,0,864,13,4,0,4,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
10895,168341_fnca,16,1,Punishment,16,5,3.0,0,460,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
10897,168341_fnca,19,1,Punishment,18,5,3.0,0,743,13,3,3,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
10898,168341_fnca,20,1,Punishment,19,5,3.0,0,428,13,4,4,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
10899,168341_fnca,21,1,Punishment,20,5,2.0,0,961,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
10900,168341_fnca,22,1,Neutral,21,5,2.0,0,585,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
10901,168341_fnca,23,1,Punishment,22,5,2.0,0,314,14,3,0,3,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
10902,168341_fnca,24,1,Neutral,23,5,2.0,0,359,14,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
10903,168341_fnca,25,1,Punishment,24,5,2.0,0,287,14,5,0,5,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
10905,168341_fnca,28,1,Reward,26,5,3.0,0,566,13,2,2,0,0,3.0,,0.0,,MostlyReward,MostlyReward
10906,168341_fnca,29,1,Reward,27,5,3.0,0,381,13,3,3,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
10907,168341_fnca,30,1,Punishment,28,5,3.0,0,526,14,4,4,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
10908,168341_fnca,31,1,Reward,29,5,3.0,0,274,13,5,5,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
10909,168341_fnca,32,1,Punishment,30,5,2.0,0,402,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
10910,168341_fnca,33,1,Reward,31,5,2.0,0,581,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
10911,168341_fnca,34,1,Reward,32,5,3.0,0,489,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
10913,168341_fnca,1,2,Punishment,2,5,3.0,0,370,27,1,1,0,0,2.0,,1.0,,,MostlyPunishment
10914,168341_fnca,2,2,Punishment,3,5,2.0,0,417,13,1,0,1,0,2.0,3.0,0.0,Punishment,,MostlyPunishment
10915,168341_fnca,3,2,Reward,4,5,2.0,0,527,13,2,0,2,0,3.0,2.0,1.0,Punishment,,MostlyPunishment
10916,168341_fnca,4,2,Punishment,5,5,3.0,0,254,13,1,1,0,0,3.0,2.0,0.0,Reward,,MostlyPunishment
10917,168341_fnca,5,2,Reward,6,5,3.0,0,324,14,2,2,0,0,2.0,3.0,1.0,Punishment,,MostlyPunishment
10918,168341_fnca,6,2,Punishment,7,5,2.0,0,479,13,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyPunishment
10919,168341_fnca,7,2,Punishment,8,5,3.0,0,363,13,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
10921,168341_fnca,10,2,Reward,10,5,3.0,0,307,14,3,3,0,0,3.0,,0.0,,,MostlyReward
10922,168341_fnca,11,2,Neutral,11,5,3.0,0,299,13,4,4,0,0,3.0,3.0,0.0,Reward,,MostlyReward
10923,168341_fnca,12,2,Reward,12,5,3.0,0,291,12,5,5,0,0,3.0,3.0,0.0,Neutral,,MostlyReward
10924,168341_fnca,13,2,Reward,13,5,3.0,0,527,13,6,6,0,0,3.0,3.0,0.0,Reward,,MostlyReward
10925,168341_fnca,14,2,Reward,14,5,3.0,0,448,13,7,7,0,0,2.0,3.0,1.0,Reward,,MostlyReward
10926,168341_fnca,15,2,Reward,15,5,2.0,0,444,13,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyReward
10927,168341_fnca,16,2,Neutral,16,5,3.0,0,538,13,1,1,0,0,3.0,2.0,0.0,Reward,,MostlyReward
10929,168341_fnca,19,2,Punishment,18,5,3.0,0,343,13,3,3,0,0,2.0,,1.0,,,MostlyPunishment
