,HCPID,egs,alpha,r,LL
49,152831_fnca,0.2,0.5,1,-1.9248848839083021
39,152831_fnca,0.15,0.5,1,-1.9252854373282362
59,152831_fnca,0.25,0.5,1,-1.9267541167434514
79,152831_fnca,0.35,0.5,1,-1.9270503073179361
69,152831_fnca,0.3,0.5,1,-1.92762617718082
58,152831_fnca,0.25,0.45,1,-1.9280399473660963
89,152831_fnca,0.4,0.5,1,-1.930311768359715
67,152831_fnca,0.3,0.4,1,-1.9357890862127962
48,152831_fnca,0.2,0.45,1,-1.9367997123409082
68,152831_fnca,0.3,0.45,1,-1.9370677247408237
57,152831_fnca,0.25,0.4,1,-1.938304502529682
99,152831_fnca,0.45,0.5,1,-1.938444975713423
29,152831_fnca,0.1,0.5,1,-1.9389739514174895
47,152831_fnca,0.2,0.4,1,-1.939364033565926
98,152831_fnca,0.45,0.45,1,-1.9393795582139184
109,152831_fnca,0.5,0.5,1,-1.9417748361500087
77,152831_fnca,0.35,0.4,1,-1.9424497161775391
38,152831_fnca,0.15,0.45,1,-1.943665873181228
26,152831_fnca,0.1,0.35,1,-1.9446628653582438
36,152831_fnca,0.15,0.35,1,-1.9465036546443282
66,152831_fnca,0.3,0.35,1,-1.948047197367289
28,152831_fnca,0.1,0.45,1,-1.948301368133087
37,152831_fnca,0.15,0.4,1,-1.9487816455085558
56,152831_fnca,0.25,0.35,1,-1.9491635100068692
88,152831_fnca,0.4,0.45,1,-1.949172670149375
19,152831_fnca,0.05,0.5,1,-1.9498720125821318
27,152831_fnca,0.1,0.4,1,-1.9502008099394283
78,152831_fnca,0.35,0.45,1,-1.950607790175634
45,152831_fnca,0.2,0.3,1,-1.9506826054356465
108,152831_fnca,0.5,0.45,1,-1.951450350723071
46,152831_fnca,0.2,0.35,1,-1.951539030875126
25,152831_fnca,0.1,0.3,1,-1.952522753504379
87,152831_fnca,0.4,0.4,1,-1.9532626747381074
65,152831_fnca,0.3,0.3,1,-1.9556330338521883
85,152831_fnca,0.4,0.3,1,-1.9600665787229832
97,152831_fnca,0.45,0.4,1,-1.9601199531626277
35,152831_fnca,0.15,0.3,1,-1.9610764212420886
96,152831_fnca,0.45,0.35,1,-1.9610958233258629
15,152831_fnca,0.05,0.3,1,-1.9614288239234527
76,152831_fnca,0.35,0.35,1,-1.9629151752929892
17,152831_fnca,0.05,0.4,1,-1.963451892894418
55,152831_fnca,0.25,0.3,1,-1.9672422078783272
75,152831_fnca,0.35,0.3,1,-1.9679126489080274
18,152831_fnca,0.05,0.45,1,-1.9684266507996397
16,152831_fnca,0.05,0.35,1,-1.9698821823076242
7,152831_fnca,0.0,0.4,1,-1.9711191814371745
6,152831_fnca,0.0,0.35,1,-1.9727358703960562
8,152831_fnca,0.0,0.45,1,-1.973276773778326
9,152831_fnca,0.0,0.5,1,-1.9732767737783266
86,152831_fnca,0.4,0.35,1,-1.9736927203319847
44,152831_fnca,0.2,0.25,1,-1.9791366331540465
107,152831_fnca,0.5,0.4,1,-1.9804482254733324
64,152831_fnca,0.3,0.25,1,-1.9808721659493504
106,152831_fnca,0.5,0.35,1,-1.981029071124306
54,152831_fnca,0.25,0.25,1,-1.9833813285840385
34,152831_fnca,0.15,0.25,1,-1.9849823622507383
95,152831_fnca,0.45,0.3,1,-1.9859439833114978
24,152831_fnca,0.1,0.25,1,-1.9930801137331013
105,152831_fnca,0.5,0.3,1,-1.9955847102157485
14,152831_fnca,0.05,0.25,1,-1.9964100614283442
3,152831_fnca,0.0,0.2,1,-1.9991432989674849
13,152831_fnca,0.05,0.2,1,-1.9991861701276807
5,152831_fnca,0.0,0.3,1,-2.000769036558599
4,152831_fnca,0.0,0.25,1,-2.000769036558599
23,152831_fnca,0.1,0.2,1,-2.0030916113330317
33,152831_fnca,0.15,0.2,1,-2.0055280338339645
74,152831_fnca,0.35,0.25,1,-2.009634902349184
43,152831_fnca,0.2,0.2,1,-2.011675752639559
53,152831_fnca,0.25,0.2,1,-2.017772575617226
94,152831_fnca,0.45,0.25,1,-2.0430642934698025
84,152831_fnca,0.4,0.25,1,-2.050386581176218
104,152831_fnca,0.5,0.25,1,-2.075476206386024
63,152831_fnca,0.3,0.2,1,-2.0864404754226165
2,152831_fnca,0.0,0.15,1,-2.090288216235129
12,152831_fnca,0.05,0.15,1,-2.0944118285416233
73,152831_fnca,0.35,0.2,1,-2.128702860496646
22,152831_fnca,0.1,0.15,1,-2.1371175971839955
83,152831_fnca,0.4,0.2,1,-2.157721266073356
93,152831_fnca,0.45,0.2,1,-2.1791577137613025
32,152831_fnca,0.15,0.15,1,-2.191701822247624
42,152831_fnca,0.2,0.15,1,-2.1983748082159
103,152831_fnca,0.5,0.2,1,-2.2023912754226336
52,152831_fnca,0.25,0.15,1,-2.2865871246144107
72,152831_fnca,0.35,0.15,1,-2.3591694435663904
62,152831_fnca,0.3,0.15,1,-2.3626602131145296
82,152831_fnca,0.4,0.15,1,-2.38133420062372
102,152831_fnca,0.5,0.15,1,-2.4363916514392834
11,152831_fnca,0.05,0.1,1,-2.471947224500459
92,152831_fnca,0.45,0.15,1,-2.4928025426701588
71,152831_fnca,0.35,0.1,1,-2.5871967074675464
1,152831_fnca,0.0,0.1,1,-2.6015471661160907
31,152831_fnca,0.15,0.1,1,-2.605242137682616
21,152831_fnca,0.1,0.1,1,-2.6132397159173015
41,152831_fnca,0.2,0.1,1,-2.6374742806857263
61,152831_fnca,0.3,0.1,1,-2.638668537340547
91,152831_fnca,0.45,0.1,1,-2.6397184356550274
81,152831_fnca,0.4,0.1,1,-2.6438805007239856
51,152831_fnca,0.25,0.1,1,-2.6622623486650623
101,152831_fnca,0.5,0.1,1,-2.7104827488146475
80,152831_fnca,0.4,0.05,1,-2.830313697538604
100,152831_fnca,0.5,0.05,1,-2.8360955724322605
70,152831_fnca,0.35,0.05,1,-2.860615065887292
90,152831_fnca,0.45,0.05,1,-2.873441513400534
50,152831_fnca,0.25,0.05,1,-2.874341180907539
60,152831_fnca,0.3,0.05,1,-2.881624284101087
30,152831_fnca,0.15,0.05,1,-2.9836801210027413
40,152831_fnca,0.2,0.05,1,-2.9958004340813544
20,152831_fnca,0.1,0.05,1,-3.0288017381366577
10,152831_fnca,0.05,0.05,1,-3.30659651731475
0,152831_fnca,0.0,0.05,1,-5.682149500899174
