,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
11521,172534_fnca,1,1,Reward,2,5,2.0,0,641,27,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
11522,172534_fnca,2,1,Reward,3,5,2.0,0,577,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
11523,172534_fnca,3,1,Punishment,4,5,2.0,0,449,13,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
11524,172534_fnca,4,1,Reward,5,5,2.0,0,995,13,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
11525,172534_fnca,5,1,Reward,6,5,2.0,0,490,13,5,0,5,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
11526,172534_fnca,6,1,Reward,7,5,2.0,0,347,13,6,0,6,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
11527,172534_fnca,7,1,Neutral,8,5,2.0,0,669,14,7,0,7,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
11529,172534_fnca,10,1,Reward,10,5,2.0,0,757,13,9,0,9,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
11530,172534_fnca,11,1,Punishment,11,5,2.0,0,285,13,10,0,10,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
11531,172534_fnca,12,1,Punishment,12,5,2.0,0,594,14,11,0,11,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
11532,172534_fnca,13,1,Punishment,13,5,2.0,0,612,13,12,0,12,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
11533,172534_fnca,14,1,Neutral,14,5,2.0,0,711,13,13,0,13,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
11534,172534_fnca,15,1,Punishment,15,5,2.0,0,478,13,14,0,14,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
11535,172534_fnca,16,1,Punishment,16,5,2.0,0,636,13,15,0,15,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
11537,172534_fnca,19,1,Punishment,18,5,2.0,0,990,13,17,0,17,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
