,HCPID,egs,alpha,r,LL
30,173132_fnca,0.15,0.05,1,-1.8380204735929144
40,173132_fnca,0.2,0.05,1,-1.8419284105430354
20,173132_fnca,0.1,0.05,1,-1.8422700902093738
60,173132_fnca,0.3,0.05,1,-1.8450941482271452
80,173132_fnca,0.4,0.05,1,-1.8495354434632572
50,173132_fnca,0.25,0.05,1,-1.850947909434454
100,173132_fnca,0.5,0.05,1,-1.8551228073062591
90,173132_fnca,0.45,0.05,1,-1.8553084645729911
70,173132_fnca,0.35,0.05,1,-1.8563395385679118
101,173132_fnca,0.5,0.1,1,-1.858995298494246
10,173132_fnca,0.05,0.05,1,-1.8610641491482673
81,173132_fnca,0.4,0.1,1,-1.8629714983637502
71,173132_fnca,0.35,0.1,1,-1.8647641186162307
51,173132_fnca,0.25,0.1,1,-1.867204681481128
91,173132_fnca,0.45,0.1,1,-1.8722658766741838
41,173132_fnca,0.2,0.1,1,-1.8741829188843238
61,173132_fnca,0.3,0.1,1,-1.8745533448749936
31,173132_fnca,0.15,0.1,1,-1.8855751996723134
21,173132_fnca,0.1,0.1,1,-1.9213654499206814
92,173132_fnca,0.45,0.15,1,-1.9478036263478178
72,173132_fnca,0.35,0.15,1,-1.9568507429691007
102,173132_fnca,0.5,0.15,1,-1.971396360342573
82,173132_fnca,0.4,0.15,1,-1.9897153019466411
52,173132_fnca,0.25,0.15,1,-2.0153442134010158
11,173132_fnca,0.05,0.1,1,-2.0171968739934565
62,173132_fnca,0.3,0.15,1,-2.0429106068027334
42,173132_fnca,0.2,0.15,1,-2.1381073353877547
0,173132_fnca,0.0,0.05,1,-2.1455155612977106
93,173132_fnca,0.45,0.2,1,-2.1572147527927665
103,173132_fnca,0.5,0.2,1,-2.1732040249955613
1,173132_fnca,0.0,0.1,1,-2.1887333312032737
83,173132_fnca,0.4,0.2,1,-2.2487599930033286
32,173132_fnca,0.15,0.15,1,-2.26260528937396
73,173132_fnca,0.35,0.2,1,-2.353657338154175
22,173132_fnca,0.1,0.15,1,-2.3989400731344817
2,173132_fnca,0.0,0.15,1,-2.4853743540820448
12,173132_fnca,0.05,0.15,1,-2.4951042105368533
63,173132_fnca,0.3,0.2,1,-2.555604048342803
104,173132_fnca,0.5,0.25,1,-2.583951206668182
53,173132_fnca,0.25,0.2,1,-2.6378431155466115
94,173132_fnca,0.45,0.25,1,-2.655608744984195
43,173132_fnca,0.2,0.2,1,-2.783803448995491
84,173132_fnca,0.4,0.25,1,-2.824052477124223
74,173132_fnca,0.35,0.25,1,-2.8865908097089052
105,173132_fnca,0.5,0.3,1,-2.9068860598213595
33,173132_fnca,0.15,0.2,1,-2.9234458218488077
23,173132_fnca,0.1,0.2,1,-2.9246401023515416
3,173132_fnca,0.0,0.2,1,-2.9396540441917374
4,173132_fnca,0.0,0.25,1,-2.9396540441917374
13,173132_fnca,0.05,0.2,1,-2.9412928284929456
64,173132_fnca,0.3,0.25,1,-2.9477587654692443
5,173132_fnca,0.0,0.3,1,-2.949698136103917
106,173132_fnca,0.5,0.35,1,-2.9631615750663527
54,173132_fnca,0.25,0.25,1,-2.9765370274176557
14,173132_fnca,0.05,0.25,1,-2.987476002281057
24,173132_fnca,0.1,0.25,1,-3.017618020174596
44,173132_fnca,0.2,0.25,1,-3.0434902490139133
85,173132_fnca,0.4,0.3,1,-3.096320720278809
34,173132_fnca,0.15,0.25,1,-3.113557698178969
75,173132_fnca,0.35,0.3,1,-3.1282132466649863
95,173132_fnca,0.45,0.3,1,-3.164299099419935
8,173132_fnca,0.0,0.45,1,-3.1744836693879535
9,173132_fnca,0.0,0.5,1,-3.1844097203521375
7,173132_fnca,0.0,0.4,1,-3.1894615289610595
6,173132_fnca,0.0,0.35,1,-3.1894615289610595
17,173132_fnca,0.05,0.4,1,-3.226709812752816
107,173132_fnca,0.5,0.4,1,-3.227713051254593
96,173132_fnca,0.45,0.35,1,-3.2344718004969986
35,173132_fnca,0.15,0.3,1,-3.2358632094694766
15,173132_fnca,0.05,0.3,1,-3.2462247475949892
16,173132_fnca,0.05,0.35,1,-3.253033090608483
108,173132_fnca,0.5,0.45,1,-3.2539699373975948
45,173132_fnca,0.2,0.3,1,-3.256511097567275
86,173132_fnca,0.4,0.35,1,-3.2701243075517494
76,173132_fnca,0.35,0.35,1,-3.289217539206799
55,173132_fnca,0.25,0.3,1,-3.292560294309517
25,173132_fnca,0.1,0.3,1,-3.294269347815722
65,173132_fnca,0.3,0.3,1,-3.2979415684486515
99,173132_fnca,0.45,0.5,1,-3.316959921470475
18,173132_fnca,0.05,0.45,1,-3.3488670554184354
97,173132_fnca,0.45,0.4,1,-3.3599358104264874
98,173132_fnca,0.45,0.45,1,-3.3774552016510486
26,173132_fnca,0.1,0.35,1,-3.407496471318508
36,173132_fnca,0.15,0.35,1,-3.448099647691514
66,173132_fnca,0.3,0.35,1,-3.466316911019227
19,173132_fnca,0.05,0.5,1,-3.5030018200543456
87,173132_fnca,0.4,0.4,1,-3.511808748899554
28,173132_fnca,0.1,0.45,1,-3.560651370573212
27,173132_fnca,0.1,0.4,1,-3.562922949083089
46,173132_fnca,0.2,0.35,1,-3.5874043605028794
77,173132_fnca,0.35,0.4,1,-3.592066893317752
47,173132_fnca,0.2,0.4,1,-3.6058049606512714
67,173132_fnca,0.3,0.4,1,-3.6159515293479134
88,173132_fnca,0.4,0.45,1,-3.6567540889813364
29,173132_fnca,0.1,0.5,1,-3.68502030235282
89,173132_fnca,0.4,0.5,1,-3.711906582519787
68,173132_fnca,0.3,0.45,1,-3.720135385115788
57,173132_fnca,0.25,0.4,1,-3.740533291942751
48,173132_fnca,0.2,0.45,1,-3.740533291942751
58,173132_fnca,0.25,0.45,1,-3.7452797620978293
78,173132_fnca,0.35,0.45,1,-3.7453312745316865
38,173132_fnca,0.15,0.45,1,-3.7674316712874556
56,173132_fnca,0.25,0.35,1,-3.7814737780493646
39,173132_fnca,0.15,0.5,1,-3.8051905161409083
37,173132_fnca,0.15,0.4,1,-3.8178307533404934
79,173132_fnca,0.35,0.5,1,-3.8445472828796383
109,173132_fnca,0.5,0.5,1,-3.8538757428535986
49,173132_fnca,0.2,0.5,1,-3.8675324335708234
69,173132_fnca,0.3,0.5,1,-3.910735056749028
59,173132_fnca,0.25,0.5,1,-4.093665299782865
