,HCPID,ans,bll,lf,LL
131,171431_fnca,0.5,0.25,0.1,-1.9967460938365735
136,171431_fnca,0.5,0.5,0.1,-2.0022054527106405
133,171431_fnca,0.5,0.35,0.1,-2.0083720611617744
121,171431_fnca,0.45,0.4,0.1,-2.017539498914987
138,171431_fnca,0.5,0.6,0.1,-2.0185399736743097
137,171431_fnca,0.5,0.55,0.1,-2.01861032080226
140,171431_fnca,0.5,0.7,0.1,-2.021772749290256
117,171431_fnca,0.45,0.2,0.1,-2.0299186586545943
130,171431_fnca,0.5,0.2,0.1,-2.031045018844049
119,171431_fnca,0.45,0.3,0.1,-2.032169503537901
142,171431_fnca,0.5,0.8,0.1,-2.0356691212103932
135,171431_fnca,0.5,0.45,0.1,-2.041067942251278
124,171431_fnca,0.45,0.55,0.1,-2.042286570074279
126,171431_fnca,0.45,0.65,0.1,-2.0431560253788716
134,171431_fnca,0.5,0.4,0.1,-2.0455740167790606
125,171431_fnca,0.45,0.6,0.1,-2.0471250633592017
118,171431_fnca,0.45,0.25,0.1,-2.055686476590235
141,171431_fnca,0.5,0.75,0.1,-2.0563667540506385
139,171431_fnca,0.5,0.65,0.1,-2.058618923966554
106,171431_fnca,0.4,0.3,0.1,-2.0647318312342584
132,171431_fnca,0.5,0.3,0.1,-2.0670659720047806
105,171431_fnca,0.4,0.25,0.1,-2.0803205815109513
104,171431_fnca,0.4,0.2,0.1,-2.0827708108510796
110,171431_fnca,0.4,0.5,0.1,-2.0857392843137
120,171431_fnca,0.45,0.35,0.1,-2.0893806321966464
114,171431_fnca,0.4,0.7,0.1,-2.1003742153095972
112,171431_fnca,0.4,0.6,0.1,-2.100955969532779
122,171431_fnca,0.45,0.45,0.1,-2.1101342532274536
103,171431_fnca,0.35,0.8,0.1,-2.1111562648274145
127,171431_fnca,0.45,0.7,0.1,-2.122855590419915
115,171431_fnca,0.4,0.75,0.1,-2.132795554858447
111,171431_fnca,0.4,0.55,0.1,-2.1344028256770264
107,171431_fnca,0.4,0.35,0.1,-2.137355941715979
102,171431_fnca,0.35,0.75,0.1,-2.1379656043895285
123,171431_fnca,0.45,0.5,0.1,-2.1388579317517977
93,171431_fnca,0.35,0.3,0.1,-2.142914618865088
129,171431_fnca,0.45,0.8,0.1,-2.149030645768231
113,171431_fnca,0.4,0.65,0.1,-2.151201587589399
90,171431_fnca,0.3,0.8,0.1,-2.153153377701473
109,171431_fnca,0.4,0.45,0.1,-2.1564145462060487
85,171431_fnca,0.3,0.55,0.1,-2.1567310026218487
83,171431_fnca,0.3,0.45,0.1,-2.1567775699883582
108,171431_fnca,0.4,0.4,0.1,-2.1585507376711943
97,171431_fnca,0.35,0.5,0.1,-2.1758652996283816
92,171431_fnca,0.35,0.25,0.1,-2.179645838610661
100,171431_fnca,0.35,0.65,0.1,-2.1801287239073712
116,171431_fnca,0.4,0.8,0.1,-2.183553109283088
128,171431_fnca,0.45,0.75,0.1,-2.1937075337656755
