,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.05,1,0.0,0.0
1,Neutral,0.0,0.1,1,0.0,0.0
2,Neutral,0.0,0.15,1,0.0,0.0
3,Neutral,0.0,0.2,1,0.0,0.0
4,Neutral,0.0,0.25,1,0.0,0.0
5,Neutral,0.0,0.3,1,0.0,0.0
6,Neutral,0.0,0.35,1,0.0,0.0
7,Neutral,0.0,0.4,1,0.0,0.0
8,Neutral,0.0,0.45,1,0.0,0.0
9,Neutral,0.0,0.5,1,0.0,0.0
10,Neutral,0.05,0.05,1,0.15666666666666668,0.36409353546046747
11,Neutral,0.05,0.1,1,0.12333333333333334,0.3293688434044334
12,Neutral,0.05,0.15,1,0.02666666666666667,0.16137646493112864
13,Neutral,0.05,0.2,1,0.013333333333333334,0.11488931224930929
14,Neutral,0.05,0.25,1,0.01,0.09966499068325334
15,Neutral,0.05,0.3,1,0.08666666666666667,0.28181605677298166
16,Neutral,0.05,0.35,1,0.02666666666666667,0.1613764649311286
17,Neutral,0.05,0.4,1,0.013333333333333334,0.1148893122493093
18,Neutral,0.05,0.45,1,0.03333333333333333,0.17980541941701308
19,Neutral,0.05,0.5,1,0.05,0.21830909938949905
20,Neutral,0.1,0.05,1,0.24666666666666667,0.431791270437824
21,Neutral,0.1,0.1,1,0.2,0.40066833797650664
22,Neutral,0.1,0.15,1,0.13,0.3368653453081294
23,Neutral,0.1,0.2,1,0.06333333333333334,0.24396849039011775
24,Neutral,0.1,0.25,1,0.03333333333333333,0.17980541941701306
25,Neutral,0.1,0.3,1,0.17333333333333334,0.37916766204679037
26,Neutral,0.1,0.35,1,0.07666666666666666,0.2665063620734805
27,Neutral,0.1,0.4,1,0.06666666666666667,0.24986060773937238
28,Neutral,0.1,0.45,1,0.09,0.2866599257717727
29,Neutral,0.1,0.5,1,0.09666666666666666,0.2959970773304744
30,Neutral,0.15,0.05,1,0.31,0.4632659976896477
31,Neutral,0.15,0.1,1,0.22333333333333333,0.4171758315991677
32,Neutral,0.15,0.15,1,0.17666666666666667,0.38202359741972386
33,Neutral,0.15,0.2,1,0.13666666666666666,0.3440690345808725
34,Neutral,0.15,0.25,1,0.09333333333333334,0.2913850368290183
35,Neutral,0.15,0.3,1,0.14,0.3475667929841462
36,Neutral,0.15,0.35,1,0.11333333333333333,0.31752948229939204
37,Neutral,0.15,0.4,1,0.11666666666666667,0.3215590505108517
38,Neutral,0.15,0.45,1,0.11,0.3134125472108031
39,Neutral,0.15,0.5,1,0.11666666666666667,0.32155905051085154
40,Neutral,0.2,0.05,1,0.37,0.4836109993188816
41,Neutral,0.2,0.1,1,0.3,0.4590232468373729
42,Neutral,0.2,0.15,1,0.24666666666666667,0.4317912704378238
43,Neutral,0.2,0.2,1,0.13666666666666666,0.34406903458087235
44,Neutral,0.2,0.25,1,0.10666666666666667,0.30920475550187154
45,Neutral,0.2,0.3,1,0.18666666666666668,0.3902947461236546
46,Neutral,0.2,0.35,1,0.15333333333333332,0.36091052943411084
47,Neutral,0.2,0.4,1,0.14666666666666667,0.3543644113182342
48,Neutral,0.2,0.45,1,0.14333333333333334,0.3509979402633573
49,Neutral,0.2,0.5,1,0.13,0.33686534530812934
50,Neutral,0.25,0.05,1,0.36,0.4808020055718081
51,Neutral,0.25,0.1,1,0.36666666666666664,0.48269958066358226
52,Neutral,0.25,0.15,1,0.25333333333333335,0.4356468556430325
53,Neutral,0.25,0.2,1,0.21,0.40798878599580135
54,Neutral,0.25,0.25,1,0.14333333333333334,0.3509979402633573
55,Neutral,0.25,0.3,1,0.17333333333333334,0.37916766204679037
