,HCPID,egs,alpha,r,LL
70,130316_fnca,0.35,0.05,1,-2.1038529930278616
80,130316_fnca,0.4,0.05,1,-2.1061742840473694
101,130316_fnca,0.5,0.1,1,-2.113761880797955
100,130316_fnca,0.5,0.05,1,-2.118003292726946
60,130316_fnca,0.3,0.05,1,-2.1187488456190717
90,130316_fnca,0.45,0.05,1,-2.135131415048696
91,130316_fnca,0.45,0.1,1,-2.136917340545409
71,130316_fnca,0.35,0.1,1,-2.155000332221281
81,130316_fnca,0.4,0.1,1,-2.1553954169089113
30,130316_fnca,0.15,0.05,1,-2.1636809437933624
50,130316_fnca,0.25,0.05,1,-2.16681478217572
40,130316_fnca,0.2,0.05,1,-2.193618763593704
102,130316_fnca,0.5,0.15,1,-2.216907078556729
51,130316_fnca,0.25,0.1,1,-2.2269401110217926
61,130316_fnca,0.3,0.1,1,-2.2271075402242917
92,130316_fnca,0.45,0.15,1,-2.2355297681399398
82,130316_fnca,0.4,0.15,1,-2.2550480709177068
20,130316_fnca,0.1,0.05,1,-2.261716961273864
72,130316_fnca,0.35,0.15,1,-2.2866723487495206
41,130316_fnca,0.2,0.1,1,-2.310521711166932
31,130316_fnca,0.15,0.1,1,-2.341047570141817
62,130316_fnca,0.3,0.15,1,-2.3461117308327286
52,130316_fnca,0.25,0.15,1,-2.416503240751421
93,130316_fnca,0.45,0.2,1,-2.4330158556098462
103,130316_fnca,0.5,0.2,1,-2.439754293626307
10,130316_fnca,0.05,0.05,1,-2.5124202000675204
21,130316_fnca,0.1,0.1,1,-2.522513620008826
42,130316_fnca,0.2,0.15,1,-2.5240175170649204
32,130316_fnca,0.15,0.15,1,-2.6202357487424175
83,130316_fnca,0.4,0.2,1,-2.6300800614230906
11,130316_fnca,0.05,0.1,1,-2.6391403014777324
73,130316_fnca,0.35,0.2,1,-2.7835964865848863
104,130316_fnca,0.5,0.25,1,-2.8671420040357316
2,130316_fnca,0.0,0.15,1,-2.921763716111197
63,130316_fnca,0.3,0.2,1,-2.922356622495053
12,130316_fnca,0.05,0.15,1,-2.9639257634937506
22,130316_fnca,0.1,0.15,1,-2.9779819193500483
53,130316_fnca,0.25,0.2,1,-3.031970760623979
94,130316_fnca,0.45,0.25,1,-3.042339013337395
84,130316_fnca,0.4,0.25,1,-3.0458438513965205
1,130316_fnca,0.0,0.1,1,-3.168703268627219
105,130316_fnca,0.5,0.3,1,-3.2695551319650518
74,130316_fnca,0.35,0.25,1,-3.2746131181488884
43,130316_fnca,0.2,0.2,1,-3.344160460627289
3,130316_fnca,0.0,0.2,1,-3.384790016375492
13,130316_fnca,0.05,0.2,1,-3.406537802818314
4,130316_fnca,0.0,0.25,1,-3.4529295049475497
14,130316_fnca,0.05,0.25,1,-3.4538626963711567
64,130316_fnca,0.3,0.25,1,-3.472460706233144
5,130316_fnca,0.0,0.3,1,-3.476696347456569
16,130316_fnca,0.05,0.35,1,-3.4858451026967643
6,130316_fnca,0.0,0.35,1,-3.486474076376122
17,130316_fnca,0.05,0.4,1,-3.4883606756661454
106,130316_fnca,0.5,0.35,1,-3.496449775056788
108,130316_fnca,0.5,0.45,1,-3.4964756827537586
24,130316_fnca,0.1,0.25,1,-3.49766505843657
33,130316_fnca,0.15,0.2,1,-3.502431168286492
26,130316_fnca,0.1,0.35,1,-3.5039235158733235
8,130316_fnca,0.0,0.45,1,-3.510240918885142
9,130316_fnca,0.0,0.5,1,-3.5102409188851422
34,130316_fnca,0.15,0.25,1,-3.512948994224024
