,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.45,0.05,1,0.46,0.4992301766027063,103111_fnca,-1.8403986899288225,0.6666666666666666
1,Punishment,0.45,0.05,1,0.5144,0.4999926340530293,103111_fnca,-1.8403986899288225,0.48
2,Reward,0.45,0.05,1,0.5112,0.5000746141284885,103111_fnca,-1.8403986899288225,0.52
