,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.3,0.1,0.4,0.4907164920657184,113619_fnca,-1.8972274158904368,0.3333333333333333
1,Punishment,0.5,0.3,0.1,0.4312,0.495442156406049,113619_fnca,-1.8972274158904368,0.6
2,Reward,0.5,0.3,0.1,0.4096,0.4919567635125396,113619_fnca,-1.8972274158904368,0.4347826086956521
