,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.7,0.1,0.4,0.4907164920657185,138231_fnca,-1.978111561479733,0.3333333333333333
1,Punishment,0.5,0.7,0.1,0.4568,0.4983296358242726,138231_fnca,-1.978111561479733,0.72
2,Reward,0.5,0.7,0.1,0.4208,0.4938851060706313,138231_fnca,-1.978111561479733,0.44
