,HCPID,egs,alpha,r,LL
55,150523_fnca,0.25,0.3,1,-1.8381221609015799
65,150523_fnca,0.3,0.3,1,-1.838508148043348
76,150523_fnca,0.35,0.35,1,-1.8385112639148211
106,150523_fnca,0.5,0.35,1,-1.839188438697093
86,150523_fnca,0.4,0.35,1,-1.8402826826050251
85,150523_fnca,0.4,0.3,1,-1.840323546745842
107,150523_fnca,0.5,0.4,1,-1.8405087069834978
44,150523_fnca,0.2,0.25,1,-1.8407590926760766
34,150523_fnca,0.15,0.25,1,-1.8413586244223379
96,150523_fnca,0.45,0.35,1,-1.8426053523880186
56,150523_fnca,0.25,0.35,1,-1.842718687035973
108,150523_fnca,0.5,0.45,1,-1.8439908126823976
97,150523_fnca,0.45,0.4,1,-1.845395606194304
84,150523_fnca,0.4,0.25,1,-1.845668337824329
24,150523_fnca,0.1,0.25,1,-1.8457890415618086
66,150523_fnca,0.3,0.35,1,-1.8464137417600224
54,150523_fnca,0.25,0.25,1,-1.8468550365870602
95,150523_fnca,0.45,0.3,1,-1.8486228247417273
64,150523_fnca,0.3,0.25,1,-1.8490631248176712
45,150523_fnca,0.2,0.3,1,-1.8497303191138221
88,150523_fnca,0.4,0.45,1,-1.8505183013783664
67,150523_fnca,0.3,0.4,1,-1.850613774146053
75,150523_fnca,0.35,0.3,1,-1.850776126074011
13,150523_fnca,0.05,0.2,1,-1.85180476839897
87,150523_fnca,0.4,0.4,1,-1.8532920998713798
99,150523_fnca,0.45,0.5,1,-1.8554547792431273
23,150523_fnca,0.1,0.2,1,-1.8566986197502477
94,150523_fnca,0.45,0.25,1,-1.8569317222866761
77,150523_fnca,0.35,0.4,1,-1.8574322750396441
33,150523_fnca,0.15,0.2,1,-1.8579353593442254
109,150523_fnca,0.5,0.5,1,-1.8579508035627441
43,150523_fnca,0.2,0.2,1,-1.8589377967184773
74,150523_fnca,0.35,0.25,1,-1.8591129764295868
105,150523_fnca,0.5,0.3,1,-1.860889938856402
57,150523_fnca,0.25,0.4,1,-1.8621127423346793
79,150523_fnca,0.35,0.5,1,-1.8621516245066259
35,150523_fnca,0.15,0.3,1,-1.8631701494729853
14,150523_fnca,0.05,0.25,1,-1.8632692644657225
25,150523_fnca,0.1,0.3,1,-1.8634372734081712
53,150523_fnca,0.25,0.2,1,-1.864410642026164
78,150523_fnca,0.35,0.45,1,-1.8647843183459067
89,150523_fnca,0.4,0.5,1,-1.8661213317225762
63,150523_fnca,0.3,0.2,1,-1.8671378133078078
3,150523_fnca,0.0,0.2,1,-1.8674948722529483
68,150523_fnca,0.3,0.45,1,-1.8678621694366169
69,150523_fnca,0.3,0.5,1,-1.8712027473020543
47,150523_fnca,0.2,0.4,1,-1.8713575497236055
46,150523_fnca,0.2,0.35,1,-1.8716345137766444
104,150523_fnca,0.5,0.25,1,-1.87188612031094
36,150523_fnca,0.15,0.35,1,-1.871958596734064
59,150523_fnca,0.25,0.5,1,-1.8726039561948826
98,150523_fnca,0.45,0.45,1,-1.873326760230332
16,150523_fnca,0.05,0.35,1,-1.875278126783269
58,150523_fnca,0.25,0.45,1,-1.876265175344792
83,150523_fnca,0.4,0.2,1,-1.8777182703526765
26,150523_fnca,0.1,0.35,1,-1.8797171606565435
8,150523_fnca,0.0,0.45,1,-1.8808877481395392
42,150523_fnca,0.2,0.15,1,-1.881285231144594
93,150523_fnca,0.45,0.2,1,-1.8831047931242872
37,150523_fnca,0.15,0.4,1,-1.8835544594972118
15,150523_fnca,0.05,0.3,1,-1.8842044062294332
73,150523_fnca,0.35,0.2,1,-1.8842872642418034
6,150523_fnca,0.0,0.35,1,-1.8853461143664205
7,150523_fnca,0.0,0.4,1,-1.8862847143169932
48,150523_fnca,0.2,0.45,1,-1.8862929082867996
4,150523_fnca,0.0,0.25,1,-1.8872393010275639
103,150523_fnca,0.5,0.2,1,-1.88837481966505
27,150523_fnca,0.1,0.4,1,-1.8895451277080633
5,150523_fnca,0.0,0.3,1,-1.8933114260279837
102,150523_fnca,0.5,0.15,1,-1.8953585534259787
17,150523_fnca,0.05,0.4,1,-1.8957780824423303
22,150523_fnca,0.1,0.15,1,-1.9009538884294592
49,150523_fnca,0.2,0.5,1,-1.9024824092450554
38,150523_fnca,0.15,0.45,1,-1.904000109411147
28,150523_fnca,0.1,0.45,1,-1.9041710385191069
62,150523_fnca,0.3,0.15,1,-1.9043364877869189
82,150523_fnca,0.4,0.15,1,-1.9065037837436178
52,150523_fnca,0.25,0.15,1,-1.9088098217079283
18,150523_fnca,0.05,0.45,1,-1.912239215342408
72,150523_fnca,0.35,0.15,1,-1.9128186237287554
92,150523_fnca,0.45,0.15,1,-1.9154502372552158
39,150523_fnca,0.15,0.5,1,-1.9157780951895007
91,150523_fnca,0.45,0.1,1,-1.9205886805159875
32,150523_fnca,0.15,0.15,1,-1.9239294736892636
29,150523_fnca,0.1,0.5,1,-1.9324045733790536
90,150523_fnca,0.45,0.05,1,-1.9324182239672736
81,150523_fnca,0.4,0.1,1,-1.9396234384409543
100,150523_fnca,0.5,0.05,1,-1.9448814262065248
61,150523_fnca,0.3,0.1,1,-1.958296715454844
41,150523_fnca,0.2,0.1,1,-1.9590005700319015
19,150523_fnca,0.05,0.5,1,-1.9597608552582622
12,150523_fnca,0.05,0.15,1,-1.9600059038775055
9,150523_fnca,0.0,0.5,1,-1.9603419723372004
71,150523_fnca,0.35,0.1,1,-1.96606911984713
40,150523_fnca,0.2,0.05,1,-1.9713161451950352
70,150523_fnca,0.35,0.05,1,-1.978411917393352
101,150523_fnca,0.5,0.1,1,-1.9794095013788142
80,150523_fnca,0.4,0.05,1,-1.981794023219476
51,150523_fnca,0.25,0.1,1,-1.9860482685286294
60,150523_fnca,0.3,0.05,1,-1.9971475994223729
50,150523_fnca,0.25,0.05,1,-2.0167450381969596
31,150523_fnca,0.15,0.1,1,-2.02417609379781
21,150523_fnca,0.1,0.1,1,-2.031812633917518
30,150523_fnca,0.15,0.05,1,-2.0676124509945843
11,150523_fnca,0.05,0.1,1,-2.0731856529552384
2,150523_fnca,0.0,0.15,1,-2.0865754261281224
1,150523_fnca,0.0,0.1,1,-2.120177405448864
20,150523_fnca,0.1,0.05,1,-2.1268999702074702
10,150523_fnca,0.05,0.05,1,-2.1654735094083177
0,150523_fnca,0.0,0.05,1,-2.1870475180486473
