,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
2433,114419_fnca,1,1,Reward,2,5,3.0,0,465,40,1,1,0,0,2.0,,1.0,,MostlyReward,MostlyReward
2434,114419_fnca,2,1,Reward,3,5,2.0,0,710,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
2435,114419_fnca,3,1,Punishment,4,5,2.0,0,639,14,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
2436,114419_fnca,4,1,Reward,5,5,3.0,0,230,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
2437,114419_fnca,5,1,Reward,6,5,3.0,0,366,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
2438,114419_fnca,6,1,Reward,7,5,3.0,0,237,14,3,3,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
2439,114419_fnca,7,1,Neutral,8,5,2.0,0,328,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
2441,114419_fnca,10,1,Reward,10,5,3.0,0,532,14,1,1,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
2442,114419_fnca,11,1,Punishment,11,5,2.0,0,289,14,1,0,1,0,2.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
2443,114419_fnca,12,1,Punishment,12,5,2.0,0,352,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
2444,114419_fnca,13,1,Punishment,13,5,3.0,0,255,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
2445,114419_fnca,14,1,Neutral,14,5,2.0,0,964,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
2446,114419_fnca,15,1,Punishment,15,5,2.0,0,362,14,2,0,2,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
2447,114419_fnca,16,1,Punishment,16,5,2.0,0,269,14,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
2449,114419_fnca,19,1,Punishment,18,5,3.0,0,456,13,1,1,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
2450,114419_fnca,20,1,Punishment,19,5,2.0,0,261,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
2451,114419_fnca,21,1,Punishment,20,5,3.0,0,360,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
2452,114419_fnca,22,1,Neutral,21,5,3.0,0,256,13,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
2453,114419_fnca,23,1,Punishment,22,5,2.0,0,259,13,1,0,1,0,2.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
2454,114419_fnca,24,1,Neutral,23,5,2.0,0,275,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
2455,114419_fnca,25,1,Punishment,24,5,2.0,0,332,14,3,0,3,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
2457,114419_fnca,28,1,Reward,26,5,2.0,0,510,13,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
2458,114419_fnca,29,1,Reward,27,5,2.0,0,300,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
2459,114419_fnca,30,1,Punishment,28,5,2.0,0,737,13,3,0,3,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
2460,114419_fnca,31,1,Reward,29,5,3.0,0,487,14,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
2461,114419_fnca,32,1,Punishment,30,5,2.0,0,307,14,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
2462,114419_fnca,33,1,Reward,31,5,2.0,0,255,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
2463,114419_fnca,34,1,Reward,32,5,3.0,0,242,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
2465,114419_fnca,1,2,Punishment,2,5,3.0,0,556,27,1,1,0,0,3.0,,0.0,,,MostlyPunishment
