,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
12545,992774_fnca,1,1,Reward,2,5,2.0,0,456,26,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
12546,992774_fnca,2,1,Reward,3,5,2.0,0,345,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
12547,992774_fnca,3,1,Punishment,4,5,3.0,0,394,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
12548,992774_fnca,4,1,Reward,5,5,3.0,0,323,13,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
12549,992774_fnca,5,1,Reward,6,5,2.0,0,339,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
12550,992774_fnca,6,1,Reward,7,5,2.0,0,325,14,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
12551,992774_fnca,7,1,Neutral,8,5,3.0,0,329,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
12553,992774_fnca,10,1,Reward,10,5,2.0,0,602,14,2,0,2,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
12554,992774_fnca,11,1,Punishment,11,5,3.0,0,270,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
12555,992774_fnca,12,1,Punishment,12,5,3.0,0,302,13,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
12556,992774_fnca,13,1,Punishment,13,5,2.0,0,240,14,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
12557,992774_fnca,14,1,Neutral,14,5,2.0,0,247,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
12558,992774_fnca,15,1,Punishment,15,5,2.0,0,405,13,3,0,3,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
12559,992774_fnca,16,1,Punishment,16,5,2.0,0,232,13,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
12561,992774_fnca,19,1,Punishment,18,5,2.0,0,476,13,6,0,6,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
12562,992774_fnca,20,1,Punishment,19,5,3.0,0,239,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
12563,992774_fnca,21,1,Punishment,20,5,2.0,0,238,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
